rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	11		カバジェーロ	牡4	56.0		松山弘平	1:11.8		1-1	36.7	12.0	7	486	-10		橋口慎介		ノースヒルズ	1,100.0
2	3	5		コパシーナ	セ4	56.0		三浦皇成	1:12.0	1.1/4	7-7	36.4	6.6	3	486	-4		伊藤圭三		椎名節	440.0
3	8	15		モズレジーナ	牝5	55.0		戸崎圭太	1:12.1	1/2	12-10	36.0	4.7	1	442	2		矢作芳人		キャピタル・システム	280.0
4	7	14		グラスボイジャー	牡5	57.0		木幡巧也	1:12.1	ハナ	2-2	37.0	28.7	11	546	14		牧光二		半沢	170.0
5	2	4		マリノエクスプレス	牝6	55.0		吉田豊	1:12.1	クビ	7-8	36.4	96.9	14	462	10		古賀史生		矢野雅子	110.0
6	7	13		バクハツ	牡6	57.0		西村淳也	1:12.2	クビ	6-6	36.7	16.4	9	510	-6		小崎憲		キーファーズ	
7	4	7		ハナブショウ	牝5	55.0		津村明秀	1:12.2	クビ	3-3	36.9	7.0	4	456	-6		相沢郁		河内孝夫	
8	3	6		スイ	牝4	54.0		和田竜二	1:12.3	クビ	4-4	36.9	7.9	5	482	-6		戸田博文		吉田和美	
9	8	16		オルクリスト	牡5	57.0		大野拓弥	1:12.3	クビ	9-8	36.5	5.8	2	490	4		杉浦宏昭		日進牧場	
10	1	2		ミフトゥーロ	牝6	55.0		嶋田純次	1:12.5	3/4	9-10	36.7	14.9	8	478	6		堀井雅広		藤田在子	
11	2	3		ケイアイピハ	牡4	56.0		北村宏司	1:12.6	3/4	12-13	36.5	17.6	10	450	6		池上昌和		ケイアイスタリオン	
12	1	1		グローサーベア	セ4	56.0		横山武史	1:12.6	ハナ	15-13	36.3	10.7	6	474	0		矢野英一		社台レースホース	
13	5	9		グラスレオ	牡6	57.0		丹内祐次	1:12.9	2.0	9-10	37.0	45.7	12	512	6		尾形和幸		半沢	
14	5	10		ロマンスマジック	牝7	55.0		江田照男	1:12.9	ハナ	12-13	36.7	88.8	13	480	0		奥平雅士		ミルファーム	
15	4	8		ウィンターリリー	牝5	53.0		藤田菜七	1:13.0	クビ	15-16	36.6	142.5	15	458	-4		大江原哲		田頭勇貴	
16	6	12		サイモンミラベル	牝7	54.0		菊沢一樹	1:13.9	5.0	4-4	38.5	238.2	16	482	-4		梅田智之		澤田昭紀	
