日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2021/06/23	曇	5	12	7	10	38.2	10	8	53.0	稍	1:39.8	1.6	10-9-12-12	32.2-40.0	40.1	船橋	202143062305	C3二　三	202143062305	05607	木間塚龍	ダ	1500	500	0	0.0
2021/05/27	雨	4	12	5	5	13.4	4	9	56.0	不	1:34.0	2.6	7-7-4-4	38.2-40.7	42.2	川崎	202145052704	C3四　五六	202145052704	05443	本田正重	ダ	1400	500	0	0.0
2021/05/07	曇	12	11	7	9	6.7	5	6	56.0	重	2:32.3	3.8	8-8-6-6	39.1-41.2	44.4	船橋	202143050712	船橋JockeysF	202143050712	05342	森泰斗	ダ	2200	500	6	0.0
2021/04/09	曇	12	13	8	13	41.6	9	9	56.0	良	2:30.8	1.4	3-3-4-6	39.7-41.2	42.3	船橋	202143040912	船橋JOCKEYSF	202143040912	a025d	小杉亮	ダ	2200	494	-3	0.0
2021/04/02	曇	12	12	6	8	33.6	9	12	56.0	良	2:18.9	3.5	6-9-10-12	40.2-38.6	41.3	浦和	202142040212	春和特別	202142040212	a025d	小杉亮	ダ	2000	497	3	0.0
2021/03/19	晴	12	12	6	7	12.6	5	7	56.0	良	2:32.5	2.3	3-3-3-2	40.0-41.8	43.9	船橋	202143031912	絆2200	202143031912	05452	澤田龍哉	ダ	2200	494	5	0.0
2021/01/15	曇	4	11	5	5	7.1	3	10	56.5	良	1:39.7	1.8	2-2-2-2	32.3-39.7	41.4	船橋	202143011504	C3一　特選	202143011504	05488	本橋孝太	ダ	1500	489	2	0.0
2021/01/01	晴	5	14	4	5	3.3	2	4	57.0	稍	1:40.3	1.9	4-3-3-3	30.3-41.8	42.5	川崎	202145010105	四扇賞	202145010105	05443	本田正重	ダ	1500	487	-3	13.5
2020/12/24	曇	6	10	5	5	2.0	1	1	56.0	良	1:39.4	-0.2	2-2-2-2	32.9-39.3	39.2	浦和	202042122406	2021年は埼玉が誕	202042122406	05488	本橋孝太	ダ	1500	490	2	80.0
2020/12/01	晴	4	12	1	1	2.2	1	1	56.0	良	1:16.2	0.0	3-3-2	37.1-39.1	38.8	船橋	202043120104	C3二　三	202043120104	05443	本田正重	ダ	1200	488	2	80.0
2020/10/27	晴	4	11	7	8	1.4	1	1	57.0	稍	1:17.1	-0.8	3-2-2	38.1-39.0	38.8	船橋	202043102704	C3三　四	202043102704	05443	本田正重	ダ	1200	486	-2	80.0
2020/10/19	曇	3	11	7	9	4.2	2	1	56.0	重	1:31.8	-0.6	3-3-2-1	37.5-40.3	40.1	浦和	202042101903	C3六　七	202042101903	05443	本田正重	ダ	1400	488	-3	80.0
2020/09/30	晴	3	12	6	7	8.0	3	3	56.0	稍	1:16.9	1.1	6-6-4	36.7-39.1	39.9	船橋	202043093003	C3三　四	202043093003	05443	本田正重	ダ	1200	491	2	20.0
2020/09/22	晴	2	12	4	4	5.3	3	10	56.0	良	1:33.0	1.6	7-7-8-9	38.0-40.0	40.2	浦和	202042092202	C3七　八	202042092202	a025d	小杉亮	ダ	1400	489	-6	0.0
2020/08/03	晴	1	12	8	11	18.2	6	2	56.0	良	1:16.4	0.4	5-5-5	36.5-39.5	39.5	船橋	202043080301	C3四　五	202043080301	a025d	小杉亮	ダ	1200	495	3	31.2
2020/07/18	曇	3	10	4	4	3.5	2	6	52.0	不	1:39.4	1.4	2-2-2-2	32.4-40.3	41.6	船橋	202043071803	C3七　八	202043071803	a03fe	中島良美	ダ	1500	492	1	0.0
2020/06/16	晴	2	12	1	1	1.9	1	5	56.0	稍	1:40.9	2.1	1-1-2-2	33.0-40.8	42.8	船橋	202043061602	C3五　六	202043061602	05380	矢野貴之	ダ	1500	491	3	8.8
2020/05/26	曇	2	10	8	12	1.7	1	2	52.0	良	1:32.6	0.2	2-2-1-1	38.0-41.1	41.3	浦和	202042052602	C3八　九十	202042052602	a041c	北島希望	ダ	1400	488	1	28.0
