rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ディープシーテッド	牝3	54.0		的場文男	1:44.4		5-3-7-7	40.6	3.2	2	468	7		高野毅		山田裕仁	160.0
2	3	3		カズグラーベン	牡3	56.0		和田譲治	1:44.4	クビ	7-7-5-4	40.9	6.0	3	498	5		坂井英光		（同）雅苑興業	64.0
3	2	2		リファーブル	牝3	54.0		千田洋	1:44.7	1.1/2	6-6-9-8	40.6	14.9	7	399	-2		柏木一夫		（株）三共商事	40.0
4	8	11		クッキートン	牡3	56.0		藤田凌	1:44.8	1/2	2-2-2-2	41.6	3.1	1	446	0		田中正人		吉田安惠	24.0
5	7	8		プナヘレ	牡3	56.0		横川怜央	1:45.2	2.0	11-10-3-3	42.0	10.4	5	461	-1		的場直之		林田憲次	16.0
6	8	10		カラフルライフ	牝3	54.0		藤本現暉	1:45.5	1.1/2	1-1-1-1	42.3	24.4	8	442	5		宗形竹見		（有）槇本牧場	
7	7	9		クラッチシュート	牡3	56.0		西啓太	1:45.5	ハナ	10-11-11-10	41.0	109.2	11	521	2		栗田泰昌		酒井孝敏	
8	6	7		フェスティヴグッド	牡3	56.0		本田正重	1:46.0	2.1/2	7-8-6-6	42.5	12.0	6	501	-6		堀千亜樹		臼井義太郎	
9	5	5		スタンドバイユー	セ3	56.0		岡村健司	1:46.3	1.1/2	4-5-8-9	42.4	38.8	9	451	-2		市村誠		堀口晴男	
10	4	4		デンショウロイヤル	牡3	56.0		遠藤健太	1:46.6	1.3/4	9-8-10-11	42.3	97.9	10	472	-3		遠藤茂		田代正博	
11	6	6		ニュードロップオフ	牝3	54.0		笹川翼	1:46.7	1/2	3-4-4-5	43.2	8.0	4	450	-6		福田真広		前田良平	
