日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/20	曇	9	9	6	6	68.0	9	7	57.0	稍	1:58.0	2.4	3-3-3-6	39.0-38.0	40.0	阪神	202209010409	川西特別(2勝クラス)	202209010409	01128	ダ	1800	518	-4	0.0
2022/01/15	晴	8	15	2	3	208.1	14	10	57.0	良	1:55.5	1.8	4-3-5-4	37.2-39.1	40.4	中山	202206010508	4歳以上2勝クラス	202206010508	01009	ダ	1800	522	0	0.0
2021/12/12	晴	9	16	6	12	66.1	11	13	57.0	良	1:55.4	2.1	5-5-3-4	37.1-38.4	40.3	中山	202106050409	チバテレ杯(2勝クラス)	202106050409	01009	ダ	1800	522	-2	0.0
2021/11/14	晴	12	16	2	3	47.6	10	16	57.0	良	1:41.4	4.1	3-4	35.0-37.8	41.4	東京	202105050412	3歳以上2勝クラス	202105050412	01092	ダ	1600	524	6	0.0
2021/07/25	晴	9	15	4	7	17.2	5	11	57.0	良	1:53.4	1.6	5-5-6-6	36.7-37.5	38.6	新潟	202104030209	苗場特別(2勝クラス)	202104030209	05212	ダ	1800	518	8	0.0
2021/07/04	小雨	9	15	7	13	16.5	7	3	57.0	稍	1:46.4	0.4	8-8-7-7	29.8-39.0	38.6	福島	202103010209	鶴ヶ城特別(2勝クラス)	202103010209	05212	ダ	1700	510	2	384.5
2021/05/30	晴	9	16	7	13	30.1	8	15	57.0	良	2:02.9	4.4	5-8-12-12	30.4-39.0	42.0	中京	202107030809	香嵐渓特別(2勝クラス)	202107030809	05525	ダ	1900	508	-6	0.0
2021/05/09	晴	12	11	5	5	8.8	3	7	54.0	良	1:38.2	1.5	6-4	34.6-37.2	38.5	東京	202105020612	立川特別(2勝クラス)	202105020612	05212	ダ	1600	514	2	0.0
2021/04/10	晴	8	7	4	4	1.7	1	1	57.0	良	1:55.1	-0.4	2-1-1-1	40.0-37.2	37.2	中山	202106030508	4歳以上1勝クラス	202106030508	05212	ダ	1800	512	-2	760.0
2021/03/20	晴	8	9	4	4	2.0	1	2	57.0	良	1:54.5	0.0	4-4-2-2	38.1-38.2	37.9	中京	202107020308	4歳以上1勝クラス	202107020308	01088	ダ	1800	514	0	300.0
2021/02/27	晴	8	16	4	8	4.5	2	2	56.0	良	1:55.1	0.2	6-6-4-4	38.0-39.6	39.3	中山	202106020108	4歳以上1勝クラス	202106020108	05212	ダ	1800	514	4	300.0
2021/01/31	晴	4	16	2	4	12.1	4	8	56.0	重	1:38.9	0.8	4-4	35.8-36.5	37.1	東京	202105010204	4歳以上1勝クラス	202105010204	01009	ダ	1600	510	-10	0.0
2021/01/11	曇	7	16	4	7	9.7	4	7	56.0	良	1:56.1	1.5	4-4-2-2	37.1-39.1	40.4	中山	202106010407	4歳以上1勝クラス	202106010407	01009	ダ	1800	520	8	0.0
2020/12/27	晴	7	16	4	7	13.1	5	5	56.0	良	1:55.0	0.9	4-4-4-4	37.6-38.5	39.1	中山	202006050807	3歳以上1勝クラス	202006050807	01009	ダ	1800	512	12	76.0
2020/07/04	曇	3	15	1	1	2.4	2	1	56.0	不	1:45.7	-0.1	3-3-4-2	30.5-37.8	37.5	福島	202003020103	3歳未勝利	202003020103	05585	ダ	1700	500	2	510.0
2020/06/20	晴	3	16	4	7	1.7	1	2	56.0	不	2:12.7	1.1	3-4-5-6	30.6-37.4	37.9	東京	202005030503	3歳未勝利	202005030503	05585	ダ	2100	498	-6	200.0
2020/05/24	晴	3	15	6	10	2.4	1	2	56.0	良	1:54.0	0.3	13-13-6-6	36.8-38.4	37.8	新潟	202004010603	3歳未勝利	202004010603	01127	ダ	1800	504	2	200.0
2020/05/10	小雨	3	15	2	3	3.3	2	4	56.0	稍	1:54.7	0.6	2-2-1-1	36.3-39.4	40.0	新潟	202004010203	3歳未勝利	202004010203	01009	ダ	1800	502	10	77.0
2020/04/25	晴	6	15	8	15	4.0	2	2	56.0	良	1:47.5	0.1	8-8-6-4	29.7-40.4	39.6	福島	202003010506	3歳未勝利	202003010506	01009	ダ	1700	492	-4	200.0
2020/04/04	晴	4	15	2	4	3.7	2	3	56.0	稍	1:55.6	0.5	7-7-8-5	36.7-39.4	39.2	中山	202006030304	3歳未勝利	202006030304	01009	ダ	1800	496	0	130.0
2020/03/20	晴	2	16	2	3	6.5	3	2	56.0	良	1:56.1	0.5	3-3-3-2	38.7-39.1	39.3	中山	202006020702	3歳未勝利	202006020702	01009	ダ	1800	496	0	200.0
2020/02/29	曇	1	13	6	9	12.3	6	3	56.0	良	1:56.0	0.6	3-3-4-3	37.3-39.6	39.9	中山	202006020101	3歳未勝利	202006020101	01091	ダ	1800	496	0	130.0
2020/01/26	小雨	2	11	6	8	4.2	1	6	56.0	稍	1:58.1	1.5	3-3-3-3	37.0-40.3	41.4	中山	202006010902	3歳未勝利	202006010902	01085	ダ	1800	496	2	0.0
2020/01/13	晴	2	16	1	1	43.4	6	2	56.0	良	1:56.8	1.1	5-5-4-2	37.4-39.5	40.2	中山	202006010502	3歳未勝利	202006010502	01009	ダ	1800	494	14	200.0
2019/12/08	晴	2	16	8	15	32.8	7	6	55.0	稍	1:57.9	1.6	7-8-8-8	37.0-40.5	41.5	中山	201906050402	2歳未勝利	201906050402	01009	ダ	1800	480	0	0.0
2019/07/21	曇	5	16	1	1	22.5	5	7	52.0	稍	1:11.7	2.3	11-11	31.8-37.6	38.3	福島	201903020805	2歳新馬	201903020805	01158	ダ	1150	480	0	0.0
