waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019101454	ラッキークローバー	牝3	54.0	01096	大野	01027	田村	438	-2
1	2	2019100350	デルタインディ	牝3	54.0	01009	柴田大	01132	金成	422	0
2	3	2019110072	グラントテソーロ	牡3	54.0	01173	山田	01048	畠山	448	6
2	4	2019102419	ベルウッドスカイ	牡3	56.0	01162	木幡巧	01106	牧	490	-4
3	5	2019100607	ヤマニンフェリクス	牡3	56.0	01075	田辺	01127	栗田	440	-4
3	6	2019102559	クインズステラ	牝3	54.0	01140	横山和	01150	池上	458	8
4	7	2019102851	ライドオンタイム	牝3	54.0	00689	江田照	01182	辻	424	-14
4	8	2019106290	プリティーメモリー	牝3	54.0	01150	石川	01177	伊坂	396	4
5	9	2019100593	フラッシュアーク	牝3	54.0	05386	戸崎圭	01156	青木	464	-4
5	10	2019101282	コズミックエッグ	牡3	56.0	01018	和田竜	01086	斎藤誠	476	12
6	11	2019102754	ダイゴシンリュウ	牡3	56.0	01158	野中	01080	清水英	426	0
6	12	2019103715	カフェクリスタ	牝3	54.0	01029	武士沢	01165	和田勇	446	2
7	13	2019106558	キョウエイラー	セ3	56.0	00726	岩部	01024	萱野	474	-4
7	14	2019102883	ムーンパレス	牡3	56.0	01077	石橋脩	01195	嘉藤	504	0
7	15	2019102660	スカーレットフレア	牝3	54.0	01161	菊沢	01171	小手川	420	-6
8	16	2019105554	テールデトワール	牝3	54.0	01170	横山武	01132	金成	430	-2
8	17	2019106741	マルヴァジーア	牝3	52.0	01188	永野	01133	黒岩	434	0
8	18	2019100113	イワクニ	牡3	56.0	01179	菅原明	00420	宗像	470	0
