waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018101837	カタラズ			a0489	佐々木世	a029f	高馬元紘	497	-9
2	2	2018103426	ユアーザキング			05589	木本直	05735	高本友芳	488	3
3	3	2018103542	エコロゴールド			a01b1	廣瀬航	a03c3	永島太郎	501	4
4	4	2015105409	プラードデラルス			00815	川原正一	05289	田中範雄	475	3
5	5	2018105951	エイシンピナクル			05522	井上幹太	05567	森澤友貴	414	1
6	6	2016104788	コットンスノー			05581	松木大地	05691	新子雅司	478	-1
7	7	2018104492	オノマトペ			05328	下原理	05605	徳本慶一	464	-6
7	8	2018102744	チャイムカムオン			a01e6	小谷周平	05637	大石省三	499	-7
8	9	2017104593	ジャンボリー			05597	鴨宮祥行	a02ee	松浦聡志	502	6
8	10	2018102253	ブラックアピス			05217	田中学	05639	小牧毅	495	-6
