rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		センリョウボス	牡7	660.0		阿部武臣	1:47.6				16.2	6	1018	14		坂本東一		北角重雄	40.0
2	6	6		オレノタイショウ	牡6	660.0		鈴木恵介	1:50.5				8.1	4	1104	4		久田守		大森勝廣	14.0
3	7	7		ヤマトジャパン	牡7	660.0		金田利貴	1:51.7				136.6	10	1006	-25		金田勇		馬場勇二	8.0
4	1	1		フナノダイヤモンド	牡6	660.0		渡来心路	1:51.7				10.4	5	1063	3		西邑春夫		舩戸勝	3.6
5	5	5		サクラダイチ	牡8	660.0		西謙一	1:53.3				28.9	7	1147	9		金山明彦		川端幸子	2.4
6	2	2		スーパータイトル	牡11	660.0		船山蔵人	1:55.9				29.4	8	1062	2		鈴木邦哉		小林良二	
7	4	4		オレワチャンピオン	牡6	660.0		菊池一樹	1:57.4				2.4	1	1064	11		中島敏博		（有）竹内産業	
8	8	9		コウシュハルパン	牡8	665.0		西将太	2:07.0				3.6	2	1050	-4		松井浩文		広瀬豪	
9	3	3		ホクショウカップ	牡5	660.0		長澤幸太	2:15.1				131.0	9	1151	13		槻舘重人		井内紀子	
10	8	10		ホクショウユヅル	牡9	665.0		松田道明	2:23.1				5.0	3	1062	8		村上慎一		井内紀子	
