rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		サクラブチャン	牝7	54.0		酒井忍	1:31.4		4-3-5-4	39.7	9.3	4	464	8		牛房栄吉		田頭勇貴	80.0
2	8	11		ピカリン	牝6	54.0		五十嵐冬	1:31.8	2.0	5-6-2-1	40.0	4.4	2	382	4		工藤伸輔		篠原憲雄	28.0
3	8	12		ポイズンピル	牡5	56.0		岡田大	1:32.0	1.1/2	9-10-10-5	39.2	48.4	10	458	1		牛房栄吉		荻田常人	16.0
4	1	1		ピースタイム	牡8	56.0		楢崎功祐	1:32.3	1.1/2	12-12-11-9	39.2	17.6	7	500	-3		藤原智行		加藤鈴幸	12.0
5	5	5		カシノスイープ	牝6	54.0		秋元耕成	1:32.7	2.0	3-4-4-6	41.0	9.8	5	494	5		鹿沼良和		柏木務	8.4
6	2	2		トーセンウインク	牝5	54.0		吉原寛人	1:32.8	クビ	11-8-3-2	41.0	16.1	6	445	-14		平山真希		平川浩之	
7	7	9		デファーンドル	牝5	54.0		寺島憂人	1:33.1	1.1/2	7-7-7-7	41.1	346.0	11	437	1		横山保		北原大史	
8	7	10		ワタシキタヨ	牝6	54.0		藤本現暉	1:33.2	1/2	6-5-8-8	41.2	27.0	8	465	-3		川村守男		内海雅之	
9	5	6		ニシノマジック	牡8	56.0		高橋哲也	1:33.2	ハナ	8-9-9-11	40.6	405.8	12	501	2		冨田敏男		冨田藤男	
10	6	8		ナツィオナーレ	牝5	54.0		吉留孝司	1:33.3	クビ	10-11-12-12	40.3	43.1	9	447	-6		野口孝		（株）エーヴィスシ	
11	4	4		ヒメガミ	牝8	54.0		町田直希	1:33.3	クビ	1-1-1-3	42.0	9.3	3	486	-4		海馬澤司		（同）ＪＰＮ技研	
12	6	7		ジョーマリリン	牝7	54.0		半澤慶実	1:33.5	1.0	2-2-6-10	42.0	1.9	1	430	-5		小久保智		上田江吏子	
