日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/27	晴	6	14	5	8	190.3	12	2	54.0	不	1:52.7	1.4	11-11-12-11	37.2-37.6	37.9	中京	202207020606	4歳以上1勝クラス	202207020606	01186	角田大和	ダ	1800	472	2	310.0
2022/03/21	晴	7	14	7	11	63.0	12	14	55.0	稍	2:02.5	1.0	8-7-10-12	36.0-36.2	36.2	中山	202206020807	4歳以上1勝クラス	202206020807	01173	山田敬士	芝	2000	470	-8	0.0
2022/01/16	曇	12	12	7	9	13.2	5	6	57.0	良	2:01.3	0.4	11-11-11-10	35.0-36.0	35.6	小倉	202210010212	4歳以上1勝クラス	202210010212	01171	西村淳也	芝	2000	478	6	0.0
2021/12/28	晴	7	16	5	9	61.5	12	2	57.0	良	2:02.9	0.0	4-4-7-7	36.9-36.8	36.4	中山	202106050907	ヤングJSFR中山1(1勝クラス)	202106050907	01173	山田敬士	芝	2000	472	0	431.0
2021/12/11	晴	3	15	3	4	157.1	12	7	57.0	良	1:55.8	3.1	12-12-14-12	37.3-37.9	39.7	中京	202107060303	3歳以上1勝クラス	202107060303	01085	松岡正海	ダ	1800	472	2	0.0
2021/09/19	晴	8	13	3	3	47.5	9	12	57.0	稍	2:37.8	5.7	7-6-9-10	36.0-38.1	42.4	中山	202106040408	3歳以上1勝クラス	202106040408	01161	菊沢一樹	ダ	2400	470	-8	0.0
2021/08/28	曇	7	14	4	5	128.6	13	6	57.0	良	1:50.4	0.6	5-5-6-5	37.7-35.9	35.9	札幌	202101020507	3歳以上1勝クラス	202101020507	01180	団野大成	芝	1800	478	6	0.0
2021/07/03	晴	10	13	6	8	157.9	12	8	57.0	良	2:02.2	0.8	10-10-11-8	36.3-36.0	35.9	函館	202102010110	臥牛山特別(1勝クラス)	202102010110	01180	団野大成	芝	2000	472	2	0.0
2021/06/19	曇	8	8	3	3	48.3	7	7	56.0	稍	2:29.1	1.4	7-8-5-4	38.7-35.1	36.0	東京	202105030508	3歳以上1勝クラス	202105030508	01179	菅原明良	芝	2400	470	0	0.0
2021/06/05	曇	9	10	1	1	15.7	7	7	57.0	良	2:27.3	0.9	10-10-9-8	37.5-35.1	35.4	東京	202105030109	稲城特別(1勝クラス)	202105030109	00733	吉田豊	芝	2400	470	2	0.0
2021/04/18	雨	8	12	8	12	15.5	8	11	57.0	不	2:44.8	2.9	1-1-3-3	30.4-39.7	42.1	新潟	202104010408	4歳以上1勝クラス	202104010408	01171	西村淳也	ダ	2500	468	0	0.0
2021/04/03	晴	8	16	8	15	10.4	6	8	57.0	良	2:37.4	1.1	11-12-10-9	38.5-39.7	39.5	中山	202106030308	4歳以上1勝クラス	202106030308	00733	吉田豊	ダ	2400	468	-4	0.0
2021/01/31	晴	9	12	6	8	9.3	5	10	57.0	良	2:42.4	2.0	11-11-12-10	36.2-36.8	37.6	小倉	202110010609	4歳以上1勝クラス	202110010609	01140	横山和生	芝	2600	472	0	0.0
2021/01/23	雨	9	12	6	7	38.7	11	2	57.0	稍	2:42.3	0.2	3-4-4-7	36.1-37.4	37.3	小倉	202110010309	4歳以上1勝クラス	202110010309	01140	横山和生	芝	2600	472	0	300.0
2021/01/10	晴	8	16	4	7	23.5	9	6	57.0	良	2:40.7	0.6	8-8-7-7	39.9-39.6	39.4	中山	202106010308	4歳以上1勝クラス	202106010308	00733	吉田豊	ダ	2400	472	6	0.0
2020/10/18	晴	7	10	5	5	66.6	8	9	57.0	稍	2:28.4	0.9	8-8-9-8	36.6-36.0	35.9	東京	202005040407	3歳以上1勝クラス	202005040407	00733	吉田豊	芝	2400	466	-2	0.0
2020/08/23	晴	8	10	4	4	36.2	8	8	57.0	良	2:29.5	1.7	5-5-6-6	37.1-34.5	35.8	新潟	202004030408	3歳以上1勝クラス	202004030408	01092	津村明秀	芝	2400	468	6	0.0
