日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/10	晴	4	14	2	2	53.6	6	12	56.0	良	1:45.4	3.6	4-4-4-4	37.1-39.3	42.6	大井	202244031004	C2八　九	movie.html?race_id=202244031004	a02d7	西啓太	ダ	1600	518	1	0.0
2022/02/09	晴	5	14	7	12	17.3	6	10	56.0	良	1:45.3	1.5	6-5-5-6	37.8-40.7	42.0	大井	202244020905	渋谷川賞	movie.html?race_id=202244020905	a02d7	西啓太	ダ	1600	517	-6	0.0
2022/01/26	曇	6	14	4	6	35.0	8	12	56.0	良	1:46.2	3.7	3-3-7-8	37.2-39.8	43.3	大井	202244012606	C2八　九	movie.html?race_id=202244012606	05612	菅原涼太	ダ	1600	523	1	0.0
2021/11/19	晴	1	13	1	1	10.5	4	13	56.0	良	1:47.5	5.2	2-2-4-7	36.9-39.5	44.4	大井	202144111901	スマイルシティ・しな	movie.html?race_id=202144111901	a02d7	西啓太	ダ	1600	522	6	0.0
2021/05/21	雨	4	13	6	8	11.8	4	2	56.0	重	1:42.8	0.2	2-2-2-2	37.1-39.6	39.8	大井	202144052104	C2四　五六	movie.html?race_id=202144052104	a02d7	西啓太	ダ	1600	516	-4	40.0
2021/04/29	雨	5	14	7	11	16.8	7	6	56.0	稍	1:43.1	1.3	3-3-2-2	37.1-39.6	40.9	大井	202144042905	C2四　五六	movie.html?race_id=202144042905	a02d7	西啓太	ダ	1600	520	0	0.0
2021/04/14	雨	5	13	7	10	14.7	5	7	56.0	不	1:45.2	2.8	6-5-5-4	37.7-39.9	42.3	大井	202144041405	C2六　七	movie.html?race_id=202144041405	a02d7	西啓太	ダ	1600	520	-2	0.0
2021/03/25	雨	8	12	5	6	4.6	2	6	56.0	稍	1:43.9	0.3	3-3-3-3	38.5-39.8	40.1	大井	202144032508	C2四　五	movie.html?race_id=202144032508	a02d7	西啓太	ダ	1600	522	-2	0.0
2021/03/11	晴	6	12	4	4	1.9	1	10	56.0	稍	1:44.7	1.9	3-3-4-4	38.2-39.8	41.4	大井	202144031106	C2四　五	movie.html?race_id=202144031106	a02d7	西啓太	ダ	1600	524	9	0.0
2021/02/16	晴	7	14	1	1	8.8	5	1	56.0	重	1:41.9	-0.8	1-1-1-1	37.0-39.6	39.6	大井	202144021607	C2八　九	movie.html?race_id=202144021607	a02d7	西啓太	ダ	1600	515	-5	100.0
2021/01/19	晴	7	14	8	13	14.3	5	4	56.0	良	1:43.8	0.5	2-2-2-2	37.2-41.3	41.7	大井	202144011907	C2十　11	movie.html?race_id=202144011907	05559	藤田凌	ダ	1600	520	-1	15.0
2020/12/29	曇	8	13	4	6	66.9	9	6	56.0	良	1:44.3	0.6	4-4-4-4	37.3-40.8	41.1	大井	202044122908	SEGAスターホース	movie.html?race_id=202044122908	05559	藤田凌	ダ	1600	521	-2	0.0
2020/12/10	晴	6	14	6	10	46.8	12	10	56.0	良	1:44.2	2.0	7-6-7-7	37.5-38.9	40.6	大井	202044121006	C1四　五六	movie.html?race_id=202044121006	a02d7	西啓太	ダ	1600	523	-3	0.0
2020/11/17	晴	6	14	6	9	46.9	10	7	56.0	良	1:43.6	1.6	5-5-4-4	37.4-39.6	41.0	大井	202044111706	C1六　七八	movie.html?race_id=202044111706	a02d7	西啓太	ダ	1600	526	-10	0.0
2020/11/02	雨	8	14	7	11	13.5	5	12	56.0	良	1:44.5	2.1	6-4-5-5	36.7-40.5	42.3	大井	202044110208	C1九　十	movie.html?race_id=202044110208	a02d7	西啓太	ダ	1600	536	3	0.0
2020/10/06	曇	7	13	8	13	5.3	3	9	56.0	良	1:45.0	1.8	3-3-4-3	38.0-39.7	41.1	大井	202044100607	しぶやダイバーシティ	movie.html?race_id=202044100607	a02d7	西啓太	ダ	1600	533	12	0.0
2020/06/04	曇	6	12	7	10	2.3	1	4	56.0	良	1:43.6	0.6	5-5-5-4	37.4-39.9	40.3	大井	202044060406	C1四　五六	movie.html?race_id=202044060406	a02d7	西啓太	ダ	1600	521	-3	18.0
2020/05/21	曇	8	12	2	2	4.3	2	3	56.0	不	1:43.9	0.0	2-2-2-2	37.5-40.7	40.7	大井	202044052108	C1五　六	movie.html?race_id=202044052108	a02d7	西啓太	ダ	1600	524	1	30.0
2020/04/30	晴	6	13	3	3	3.4	1	9	56.0	稍	1:43.7	2.4	3-4-6-6	37.5-39.2	41.4	大井	202044043006	C1四　五六	movie.html?race_id=202044043006	a02d7	西啓太	ダ	1600	523	-3	0.0
2020/03/17	晴	9	14	4	6	1.6	1	1	57.0	重	1:44.0	0.0	4-3-2-2	37.9-40.5	40.5	大井	202044031709	C1十　C2一	movie.html?race_id=202044031709	a02d7	西啓太	ダ	1600	526	4	120.0
2020/02/26	曇	5	14	8	13	2.5	1	1	56.0	良	1:43.1	-0.3	3-3-3-3	38.5-40.4	40.3	大井	202044022605	C2四　五六	movie.html?race_id=202044022605	a02d7	西啓太	ダ	1600	522	1	100.0
2020/01/22	曇	5	16	4	8	4.3	2	1	56.0	重	1:43.6	-1.0	5-4-3-2	37.1-41.9	41.1	大井	202044012205	C2七　八	movie.html?race_id=202044012205	a02d7	西啓太	ダ	1600	521	-1	100.0
2019/12/29	晴	7	16	7	14	45.6	8	3	56.0	稍	1:44.1	0.4	2-2-2-2	37.5-40.1	40.5	大井	201944122907	大谷亮平さんがTCK	movie.html?race_id=201944122907	05269	繁田健一	ダ	1600	522	0	30.0
2019/12/03	晴	7	14	4	5	17.9	7	4	56.0	不	1:43.8	0.9	5-5-4-4	37.8-40.3	40.8	大井	201944120307	C1七　八	movie.html?race_id=201944120307	05269	繁田健一	ダ	1600	522	1	18.0
2019/11/12	晴	7	13	3	3	17.6	5	6	55.0	稍	1:44.8	0.8	5-7-9-10	38.0-40.8	40.8	大井	201944111207	すみだ賞	movie.html?race_id=201944111207	05559	藤田凌	ダ	1600	521	-3	0.0
2019/10/15	曇	7	10	1	1	9.4	4	2	55.0	重	1:45.8	0.6	4-3-3-3	37.6-41.1	41.1	大井	201944101507	C1六　七八	movie.html?race_id=201944101507	05559	藤田凌	ダ	1600	524	7	48.0
2019/08/01	晴	9	12	8	12	45.8	10	8	55.0	良	1:44.1	2.2	2-2-2-3	38.1-39.0	41.1	大井	201944080109	C1九　十	movie.html?race_id=201944080109	05559	藤田凌	ダ	1600	517	4	0.0
2019/07/12	曇	7	12	3	3	7.5	4	7	56.0	重	1:45.0	2.2	2-2-2-2	37.8-39.3	41.5	大井	201944071207	C1九　十	movie.html?race_id=201944071207	05540	達城龍次	ダ	1600	513	-2	0.0
2019/06/26	晴	7	10	7	8	20.8	7	6	56.0	重	1:44.1	1.4	3-3-3-4	37.7-39.6	40.9	大井	201944062607	新時代令和の帝王はど	movie.html?race_id=201944062607	05540	達城龍次	ダ	1600	515	-2	0.0
2019/06/05	曇	8	15	3	5	9.2	6	9	56.0	良	1:45.5	1.3	7-7-6-6	37.7-41.1	42.0	大井	201944060508	C1五　六	movie.html?race_id=201944060508	05540	達城龍次	ダ	1600	517	-3	0.0
2019/05/22	晴	7	12	1	1	17.0	5	3	56.0	不	1:43.2	0.8	3-4-3-3	38.0-39.4	39.9	大井	201944052207	C1八　九	movie.html?race_id=201944052207	05540	達城龍次	ダ	1600	520	0	30.0
2019/04/08	曇	5	14	1	1	5.4	3	1	56.0	良	1:44.3	0.0	3-3-5-3	38.4-40.5	40.0	大井	201944040805	C2二　三	movie.html?race_id=201944040805	05540	達城龍次	ダ	1600	520	6	100.0
2019/03/19	曇	7	14	4	6	28.8	5	3	56.0	良	1:43.4	1.0	4-4-4-3	37.2-39.2	39.9	大井	201944031907	C2四　五	movie.html?race_id=201944031907	05540	達城龍次	ダ	1600	514	4	25.0
2019/03/05	晴	5	16	1	1	46.0	9	12	56.0	不	1:46.0	3.0	1-2-4-5	37.8-40.3	43.0	大井	201944030505	C2四　五六	movie.html?race_id=201944030505	05540	達城龍次	ダ	1600	510	-3	0.0
