waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016104687	レッドモアナ	牝5	54.0	01182	泉谷	01170	坂口	452	-2
1	2	2018104251	コパノジャンピング	牡3	52.0	01186	角田	01084	梅田	536	3
2	3	2017103418	フルールドネージュ	牝4	55.0	01126	松山	01111	鈴木孝	448	14
2	4	2018100985	ペプチドサンライズ	牡3	54.0	01168	富田	01033	木原	452	6
3	5	2015102499	メラナイト	セ6	57.0	01018	和田竜	00429	佐々木	470	4
3	6	2016106457	ジューンステータス	牡5	57.0	01154	松若	01128	今野	488	4
4	7	2017104889	マカオンブラン	牡4	54.0	01185	小沢	01128	今野	490	6
4	8	2018101204	ジューンクエスト	牡3	55.0	01116	藤岡康	01128	今野	458	0
5	9	2017105315	カイルアコナ	牝4	55.0	01157	鮫島駿	01129	高橋忠	458	8
5	10	2016100601	ハニエル	牝5	55.0	05203	岩田康	01130	吉村	456	20
6	11	2018106097	ディオスクーロイ	牡3	55.0	01128	川須	01149	松下	476	-6
6	12	2018106560	メイショウヒューマ			01093	藤岡佑	01062	藤岡		
7	13	2016101561	グーテンモルゲン	牡5	57.0	00732	幸	01123	牧田	518	2
7	14	2016102161	オースミムテキ	牡5	57.0	01014	福永	01083	松永昌	480	-8
8	15	2014101462	スズカゴーディー	牡7	57.0	01144	菱田	00380	柄崎	484	-8
8	16	2018110126	ジャスパーゴールド	牡3	52.0	01191	松本	00427	森	446	-2
