日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/19	曇	11	14	8	14	57.5	11	2	54.0	良	3:30.5	0.4	11-11-11-11	37.1-35.5	34.5	東京	202205010711	ダイヤモンドS(G3)	202205010711	00684	芝	3400	502	6	1714.4
2022/01/29	晴	11	14	6	9	81.4	11	10	56.0	良	1:58.5	1.1	7-4-2	35.9-34.7	35.5	東京	202205010111	白富士S(L)	202205010111	00684	芝	2000	496	-10	0.0
2021/12/19	晴	11	16	5	10	119.4	14	8	56.0	良	1:48.3	0.6	9-8-10-11	36.7-35.2	35.1	中山	202106050611	ディセンバーS(L)	202106050611	01167	芝	1800	506	-14	0.0
2021/01/24	曇	11	17	7	14	246.1	15	17	56.0	不	2:21.1	3.2	6-7-9-17	38.0-37.9	40.1	中山	202106010811	アメリカジョッキーC(G2)	202106010811	01135	芝	2200	520	6	0.0
2020/11/28	晴	11	13	4	4	61.2	12	8	56.0	良	1:33.6	0.8	5-5	34.6-35.0	35.1	東京	202005050811	キャピタルS(L)	202005050811	01167	芝	1600	514	16	0.0
2020/10/18	曇	11	16	2	4	40.6	9	13	56.0	稍	2:01.5	2.0	7-7-8	35.4-35.7	36.9	東京	202005040411	オクトーバーS(L)	202005040411	01043	芝	2000	498	-12	0.0
2020/09/20	曇	11	16	8	15	30.8	13	15	56.0	良	1:54.9	3.3	12-12-11-12	36.5-38.0	40.3	中山	202006040411	ラジオ日本賞(OP)	202006040411	01167	ダ	1800	510	10	0.0
2020/08/02	晴	11	14	6	9	18.9	7	9	56.0	良	1:46.6	1.3	10-10	34.0-36.1	33.7	新潟	202004020411	関越S(OP)	202004020411	01127	芝	1800	500	-4	0.0
2020/07/19	曇	11	16	2	4	37.1	12	6	55.0	良	2:00.1	0.4	9-8-8-8	35.3-37.1	36.8	函館	202002020611	函館記念(G3)	202002020611	00666	芝	2000	504	0	0.0
2020/05/31	曇	10	17	4	8	23.4	12	15	55.0	良	1:22.4	1.1	10-10	35.0-34.7	34.6	京都	202008031210	安土城S(L)	202008031210	01043	芝	1400	504	14	0.0
2019/10/27	晴	11	16	7	13	150.9	13	15	56.0	良	1:59.1	2.9	9-9-11	35.7-34.3	36.2	東京	201905040911	天皇賞(秋)(G1)	201905040911	05212	芝	2000	490	0	0.0
2019/10/06	曇	11	10	5	5	98.4	8	5	54.0	良	1:45.0	0.6	7-7-7	35.5-34.3	34.2	東京	201905040211	毎日王冠(G2)	201905040211	01043	芝	1800	490	-2	670.0
2019/09/16	曇	11	18	8	18	17.8	10	15	56.0	重	2:13.2	1.7	4-4-3-3	35.6-35.9	37.3	中山	201906040511	朝日セントライト記念(G2)	201906040511	01014	芝	2200	492	-2	0.0
2019/08/18	晴	11	14	4	6	28.5	7	14	54.0	良	2:03.0	2.9	9-11-12-14	36.1-36.1	37.3	札幌	201901020211	札幌記念(G2)	201901020211	01093	芝	2000	494	2	0.0
2019/05/26	晴	11	18	7	14	33.3	5	7	57.0	良	2:23.2	0.6	8-9-9-9	34.8-35.9	34.4	東京	201905021211	東京優駿(G1)	201905021211	01014	芝	2400	492	4	0.0
2019/04/27	小雨	11	16	2	3	3.3	1	2	56.0	稍	2:25.0	0.0	3-4-4-4	35.8-36.3	35.8	東京	201905020311	テレビ東京杯青葉賞(G2)	201905020311	05339	芝	2400	488	-6	2232.0
2019/01/14	晴	11	12	5	5	3.7	2	2	56.0	良	2:01.4	0.2	3-3-2-2	36.2-35.3	35.4	中山	201906010511	京成杯(G3)	201906010511	05575	芝	2000	494	6	1512.2
2018/12/01	晴	9	13	5	6	1.9	1	2	55.0	良	1:59.8	0.2	5-5-5-6	35.6-35.3	35.2	中山	201806050109	葉牡丹賞(500万下)	201806050109	05509	芝	2000	488	6	407.8
2018/10/20	晴	5	18	3	5	4.2	2	1	55.0	良	2:02.1	0.0	2-2-2	37.3-33.8	33.6	東京	201805040605	2歳新馬	201805040605	05339	芝	2000	482	0	700.0
