rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		ウィナーキララ	牝4	630.0		西将太	1:48.9				2.9	2	999	-6		大友栄人		佐藤實	14.0
2	8	10		クイーンヴォラ	牝3	635.0		渡来心路	1:49.9				9.0	3	972	-3		坂本東一		（株）アービレック	3.5
3	6	6		ダイリンファイター	牡3	650.0		赤塚健仁	1:50.5				10.0	4	1081	8		小林長吉		早坂末光	1.6
4	5	5		ダイヤディープ	牡4	650.0		村上章	1:55.1				104.2	9	956	4		松井浩文		白田信一	1.1
5	1	1		コマサンブラック	牡3	655.0		島津新	1:57.0				2.0	1	1088	5		金田勇		駒井鉄雄	0.7
6	2	2		コウシュハコーネル	牡4	650.0		中山直樹	1:59.0				13.7	5	1059	1		大友栄人		広瀬豪	
7	7	8		カイセリュウキ	牝4	630.0		阿部武臣	2:02.4				37.1	7	1052	8		坂本東一		近藤昇	
8	7	7		センショウブルー	牝4	630.0		藤本匠	2:02.9				14.7	6	1085	2		岩本利春		浅野勝善	
9	8	9		ニホンイチ	牡5	660.0		菊池一樹	2:03.1				142.7	10	1103	2		鈴木邦哉		鈴木公伸	
10	4	4		キタノオーラ	牡10	660.0		船山蔵人	2:04.6				73.1	8	954	6		田上忠夫		古川一志	
