horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	重賞/出走	重賞/勝利	特別/出走	平場/出走	芝/出走	ダート/出走	勝利/ダート
000a000465	1981	280	8	3	34	3	0.0	0.0	0.0	0.0	34.0	3.0	15.0	2.0	19.0	1.0	0.375	0.35	1911.0	1100.0	1400.0	1979101119.0										
000a0004e4	1989	252	1	0	1	0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.29	2600.0	0.0	0.0	1984109004.0										
000a0004e4	1988	133	1	1	1	1	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	12.36	9500.0	2400.0	0.0	1984109004.0										
000a0004e4	1982	405	1	1	1	1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.68	460.0	0.0	1800.0	1979106977.0										
000a0004e4	1981	318	1	1	4	1	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	4.0	1.0	1.0	2.03	1370.0	0.0	1600.0	1979106977.0										
000a001384	1981	150	1	1	1	1	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	9.64	6500.0	2400.0	0.0	1976109001.0										
000a0003c7	2000	479	1	0	4	0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.29	240.0	0.0	0.0	1993100870.0										
000a0003c7	1999	450	4	0	11	0	3.0	0.0	2.0	0.0	6.0	0.0	5.0	0.0	5.0	0.0	0.0	0.22	729.0	0.0	0.0	1992102995.0										
000a0003c7	1998	113	8	3	45	5	5.0	1.0	14.0	2.0	26.0	2.0	24.0	3.0	7.0	1.0	0.375	2.18	15173.3	1866.7	1800.0	1993100870.0										
000a0003c7	1997	114	21	4	146	5	0.0	0.0	72.0	2.0	74.0	3.0	99.0	4.0	47.0	1.0	0.19	0.81	14779.0	1450.0	1800.0	1992100548.0										
000a0003c7	1996	38	53	19	319	26	10.0	0.0	87.0	5.0	222.0	21.0	178.0	16.0	132.0	10.0	0.358	0.79	37136.5	1662.5	1330.0	1992101553.0										
000a0003c7	1995	15	72	28	384	33	23.0	1.0	118.0	8.0	243.0	24.0	243.0	25.0	130.0	6.0	0.389	1.0	62865.0	1436.0	1483.3	1989104797.0										
000a0003c7	1994	7	90	33	423	47	30.0	3.0	136.0	17.0	257.0	27.0	242.0	29.0	181.0	18.0	0.3670000000000001	1.15	89398.9	1462.1	1394.4	1988104481.0										
000a0003c7	1993	4	92	43	548	60	35.0	2.0	188.0	17.0	325.0	41.0	334.0	34.0	197.0	24.0	0.467	1.53	123622.0	1579.4	1341.7	1989102883.0										
000a0003c7	1992	5	94	38	576	60	24.0	0.0	211.0	21.0	341.0	39.0	351.0	36.0	217.0	24.0	0.4039999999999999	1.26	106275.0	1652.8	1437.5	1988105827.0										
000a0003c7	1991	2	102	47	677	77	47.0	5.0	237.0	21.0	393.0	51.0	432.0	45.0	241.0	32.0	0.461	1.96	173595.0	1533.3	1503.1	1987100260.0										
000a0003c7	1990	2	104	48	621	74	44.0	6.0	203.0	26.0	374.0	42.0	395.0	54.0	208.0	20.0	0.462	1.71	145430.5	1611.1	1410.0	1985101394.0										
000a0003c7	1989	4	101	43	579	63	61.0	3.0	198.0	17.0	320.0	43.0	409.0	37.0	164.0	25.0	0.426	1.42	113125.0	1562.2	1376.0	1986106198.0										
000a0003c7	1988	4	82	42	467	65	30.0	5.0	176.0	20.0	261.0	40.0	300.0	37.0	162.0	27.0	0.512	1.57	98655.0	1559.5	1551.9	1985105340.0										
000a0003c7	1987	3	99	53	603	80	61.0	5.0	189.0	20.0	353.0	55.0	387.0	51.0	210.0	27.0	0.535	1.6	118016.5	1678.4	1322.2	1983105244.0										
000a0003c7	1986	4	76	46	497	67	33.0	3.0	141.0	23.0	323.0	41.0	312.0	51.0	180.0	15.0	0.605	1.52	79768.0	1680.4	1266.7	1981105796.0										
000a0003c7	1985	4	68	39	482	59	0.0	0.0	0.0	0.0	482.0	59.0	0.0	0.0	482.0	59.0	0.574	1.55	71275.5	0.0	1635.6	1983104441.0										
000a0003c7	1984	4	66	31	358	46	0.0	0.0	0.0	0.0	358.0	46.0	0.0	0.0	358.0	46.0	0.47	1.41	62366.0	0.0	1526.1	1980107022.0										
000a0003c7	1983	3	50	27	341	44	0.0	0.0	0.0	0.0	341.0	44.0	0.0	0.0	341.0	44.0	0.54	2.1	70461.5	0.0	1615.9	1980106094.0										
000a0003c7	1982	28	39	24	200	34	0.0	0.0	0.0	0.0	200.0	34.0	7.0	1.0	193.0	33.0	0.615	1.22	32318.0	1000.0	1493.9	1979104211.0										
000a0003c7	1981	205	11	4	35	5	0.0	0.0	0.0	0.0	35.0	5.0	14.0	1.0	21.0	4.0	0.364	0.53	3926.0	1200.0	1250.0	1979103073.0										
000a000005	1981	301	1	0	1	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.37	1600.0	0.0	0.0	1975109001.0										
000a0003f0	2000	431	2	0	19	0	0.0	0.0	6.0		13.0		1.0		15.0	0.0	0.0	0.38	620.0	0.0	0.0	1995106549.0	0.0	0.0	0.0							
000a0003f0	1999	269	3	1	24	1	0.0	0.0	14.0		10.0		3.0		21.0	1.0	0.3329999999999999	1.44	3623.4	0.0	1700.0	1995106549.0	1.0	0.0	0.0							
000a0003f0	1998	217	6	2	45	3	5.0	0.0	17.0		23.0		12.0		33.0	2.0	0.3329999999999999	1.13	5895.9	1800.0	1750.0	1995106549.0	2.0	1.0	1.0							
000a0003f0	1997	193	12	3	69	3	4.0	0.0	11.0		54.0		22.0		45.0	3.0	0.25	0.75	7879.3	0.0	1433.3	1990106676.0	0.0	3.0	0.0							
000a0003f0	1996	100	20	6	104	8	3.0	1.0	29.0		72.0		44.0		44.0	2.0	0.3	1.07	18918.7	2000.0	1300.0	1990106676.0	3.0	4.0	5.0							
000a0003f0	1995	41	35	15	227	19	2.0	0.0	72.0		153.0		85.0		124.0	8.0	0.429	1.16	35206.4	1966.7	1650.0	1991100830.0	8.0	11.0	9.0							
000a0003f0	1994	44	44	18	295	24	0.0	0.0	53.0		242.0		122.0		150.0	15.0	0.409	1.01	38600.3	1577.8	1706.7	1989104642.0	7.0	17.0	9.0							
000a0003f0	1993	50	42	17	243	20	5.0	0.0	41.0		197.0		121.0		117.0	8.0	0.405	0.86	31612.0	1675.0	1525.0	1989100644.0	4.0	16.0	12.0							
000a0003f0	1992	44	47	22	304	27	5.0	0.0	43.0		256.0		159.0		121.0	13.0	0.4679999999999999	0.92	38649.0	1746.2	1507.7	1986100469.0	5.0	22.0	13.0							
000a0003f0	1991	37	63	20	353	23	2.0	0.0	67.0		284.0		168.0		162.0	8.0	0.317	0.78	42394.0	1933.3	1587.5	1987104531.0	4.0	19.0	12.0							
000a0003f0	1990	35	54	13	307	15	17.0	1.0	97.0		193.0		181.0		121.0	7.0	0.241	0.91	40232.5	1737.5	1542.9	1985100751.0	4.0	10.0	8.0							
000a0003f0	1989	24	61	28	386	35	14.0	0.0	107.0		265.0		183.0		184.0	21.0	0.4589999999999999	1.05	50881.0	1869.2	1614.3	1985100751.0	13.0	22.0	13.0							
000a0003f0	1988	13	64	27	373	44	24.0	2.0	109.0		240.0		178.0		177.0	24.0	0.422	1.18	58100.0	1687.5	1658.3	1983106256.0	13.0	29.0	16.0							
000a0003f0	1987	24	51	23	288	32	14.0	0.0	86.0		188.0		147.0		122.0	15.0	0.451	1.12	42642.0	1792.3	1566.7	1982100636.0	6.0	26.0	13.0							
000a0003f0	1986	19	38	23	257	38	18.0	0.0	83.0		156.0		139.0		105.0	19.0	0.605	1.86	48840.0	2016.7	1742.1	1983106441.0	10.0	28.0	18.0							
000a0003f0	1985	48	32	15	189	21	0.0	0.0	0.0		189.0		0.0		189.0	21.0	0.469	1.07	23116.0	0.0	1881.0	1980105946.0	0.0	21.0	0.0							
000a0003f0	1984	34	32	17	204	26	0.0	0.0	0.0		204.0		0.0		204.0	26.0	0.531	1.46	31404.0	0.0	1771.2	1981103199.0	0.0	26.0	0.0							
000a0003f0	1983	42	30	11	163	16	0.0	0.0	0.0		163.0		0.0		163.0	16.0	0.3670000000000001	1.1	22149.0	0.0	1531.3	1980104571.0	0.0	16.0	0.0							
000a0003f0	1982	100	20	9	131	15	0.0	0.0	0.0		131.0		8.0		123.0	15.0	0.45	0.79	10714.0	0.0	1593.3	1979103723.0	0.0	15.0	0.0							
000a0003f0	1981	348	8	1	30	1	0.0	0.0	0.0		30.0		13.0		17.0	1.0	0.125	0.2	1070.0	0.0	1200.0	1979105263.0	0.0	1.0	0.0							
000a0003c4	1993	654	1	0	4	0	1.0	0.0	3.0		0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1988101041.0	0.0	0.0	0.0							
000a0003c4	1992	318	7	1	20	1	0.0	0.0	8.0		12.0		10.0		7.0	0.0	0.143	0.41	2569.0	2000.0	0.0	1987101657.0	1.0	0.0	1.0							
000a0003c4	1991	192	12	3	52	4	0.0	0.0	16.0		36.0		24.0		19.0	2.0	0.25	0.52	5415.0	1500.0	1750.0	1988102001.0	0.0	4.0	2.0							
000a0003c4	1990	182	21	2	90	2	1.0	0.0	10.0		79.0		41.0		45.0	0.0	0.095	0.35	6074.0	1800.0	0.0	1987101657.0	2.0	0.0	2.0							
000a0003c4	1989	93	29	10	195	13	2.0	0.0	14.0		179.0		97.0		83.0	3.0	0.345	0.68	15590.0	1666.7	1766.7	1985103224.0	2.0	11.0	9.0							
000a0003c4	1988	136	27	5	128	6	0.0	0.0	11.0		117.0		59.0		60.0	3.0	0.185	0.44	9206.0	1400.0	1666.7	1984106834.0	1.0	5.0	1.0							
000a0003c4	1987	114	29	8	162	11	1.0	0.0	14.0		147.0		87.0		72.0	5.0	0.276	0.53	11358.0	1640.0	1700.0	1983103905.0	3.0	8.0	5.0							
000a0003c4	1986	113	36	6	182	7	2.0	0.0	23.0		157.0		107.0		70.0	4.0	0.1669999999999999	0.38	9438.0	1800.0	1500.0	1983103905.0	0.0	7.0	2.0							
000a0003c4	1985	84	34	9	198	13	0.0	0.0	0.0		198.0		0.0		198.0	13.0	0.265	0.59	13598.0	0.0	1730.8	1983104781.0	0.0	13.0	0.0							
000a0003c4	1984	94	21	8	124	12	0.0	0.0	0.0		124.0		0.0		124.0	12.0	0.381	0.84	11896.0	0.0	1866.7	1981103721.0	0.0	12.0	0.0							
000a0003c4	1983	264	7	3	27	3	0.0	0.0	0.0		27.0		0.0		27.0	3.0	0.429	0.53	2494.0	0.0	1200.0	1981106871.0	0.0	3.0	0.0							
000a0003c4	1981	423	1	0	4	0	0.0	0.0	0.0		4.0		2.0		2.0	0.0	0.0	0.5	340.0	0.0	0.0	1978107005.0	0.0	0.0	0.0							
000a0012c0	2001	520	1	0	2	0											0.0	0.0	0.0	0.0	0.0	1995108932.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
000a0012c0	1999	426	1	0	4	0											0.0	1.14	960.0	0.0	0.0	1995108932.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0
000a0012c0	1998	277	1	1	8	2											1.0	3.97	3451.2	2100.0	0.0	1995108932.0	2.0	0.0	2.0	2.0	0.0	6.0	0.0	8.0	0.0	0.0
000a0012c0	1997	423	2	1	16	1											0.5	0.63	1095.7	2000.0	0.0	1995108932.0	0.0	1.0	1.0	0.0	0.0	4.0	12.0	11.0	5.0	0.0
000a0012c0	1996	402	2	1	15	1											0.5	0.83	1475.0	1200.0	0.0	1993109939.0	0.0	1.0	1.0	0.0	0.0	3.0	12.0	3.0	12.0	0.0
000a0012c0	1995	441	4	0	20	0											0.0	0.34	1200.0	0.0	0.0	1990103364.0	0.0	0.0	0.0	0.0	0.0	3.0	17.0	5.0	15.0	0.0
000a0012c0	1994	325	3	3	23	3											1.0	1.2	3109.0	0.0	1133.3	1991109890.0	0.0	3.0	0.0	1.0	0.0	1.0	21.0	3.0	20.0	3.0
000a0012c0	1993	416	1	1	8	1											1.0	1.53	1345.0	1200.0	0.0	1990103364.0	0.0	1.0	1.0	0.0	0.0	0.0	8.0	3.0	5.0	0.0
000a0012c0	1992	324	2	1	11	2											0.5	1.4	2510.0	0.0	1800.0	1987107462.0	1.0	1.0	0.0	0.0	0.0	9.0	2.0	4.0	7.0	2.0
000a0012c0	1991	394	1	1	2	1											1.0	1.26	1090.0	0.0	1700.0	1987107462.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0
000a0012c0	1990	351	1	0	7	0											0.0	1.49	1220.0	0.0	0.0	1987107462.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0
000a0012c0	1989	341	1	1	6	1											1.0	1.47	1166.0	1200.0	0.0	1987107462.0	0.0	1.0	1.0	1.0	0.0	4.0	1.0	5.0	1.0	0.0
000a0012c0	1983	392	1	0	3	0											0.0	0.96	645.0	0.0	0.0	1979106961.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0
000a0012c0	1982	336	2	0	8	0											0.0	0.81	1100.0	0.0	0.0	1979106961.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	7.0	0.0
000a0012c0	1981	262	2	1	14	3											0.5	1.63	2198.0	1200.0	0.0	1979106961.0	0.0	3.0	3.0	0.0	0.0	0.0	14.0	7.0	7.0	0.0
000a000f67	1981	714	1	0	4	0											0.0	0.06	40.0	0.0	0.0	1978101919.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0
000a0010bb	1993	720	1	0	3	0	0.0	0.0	0.0		3.0		0.0		0.0		0.0	0.19	164.0	0.0	0.0	1988107923.0	0.0	0.0	0.0							0.0
000a0010bb	1992	692	1	0	6	0	0.0	0.0	5.0		1.0		5.0		1.0		0.0	0.28	249.0	0.0	0.0	1988107923.0	0.0	0.0	0.0							0.0
000a0010bb	1990	688	2	0	10	0	0.0	0.0	1.0		9.0		9.0		1.0		0.0	0.05	83.0	0.0	0.0	1988107923.0	0.0	0.0	0.0							0.0
000a0010bb	1987	685	1	0	1	0	0.0	0.0	0.0		1.0		1.0		0.0		0.0	0.0	0.0	0.0	0.0	1985106541.0	0.0	0.0	0.0							0.0
000a0010bb	1983	426	1	0	12	0	0.0	0.0	0.0		12.0		0.0		12.0		0.0	1.56	1050.0	0.0	0.0	1979102024.0	0.0	0.0	0.0							0.0
000a0010bb	1982	353	1	1	16	2	0.0	0.0	0.0		16.0		0.0		16.0		1.0	2.69	1830.0	0.0	1700.0	1979102024.0	0.0	2.0	0.0							2.0
000a0010bb	1981	710	1	0	3	0	0.0	0.0	0.0		3.0		0.0		3.0		0.0	0.07	45.0	0.0	0.0	1979102024.0	0.0	0.0	0.0							0.0
000a000449	1993	654	1	0	1	0	0.0	0.0	0.0		1.0		0.0		1.0		0.0	0.0	0.0	0.0	0.0	1991104110.0	0.0	0.0	0.0							0.0
000a000449	1992	629	1	0	1	0	0.0	0.0	0.0		1.0		1.0		0.0		0.0	0.0	0.0	0.0	0.0	1989106963.0	0.0	0.0	0.0							0.0
000a000449	1991	584	2	0	5	0	0.0	0.0	4.0		1.0		5.0		0.0		0.0	0.05	86.0	0.0	0.0	1989106963.0	0.0	0.0	0.0							0.0
000a000449	1990	229	5	3	36	3	1.0	0.0	13.0		22.0		26.0		10.0		0.6	0.95	3903.0	1466.7	0.0	1986105888.0	0.0	3.0	3.0							0.0
000a000449	1989	127	10	3	65	6	1.0	0.0	14.0		50.0		22.0		43.0		0.3	1.35	10704.0	1600.0	1600.0	1984103411.0	3.0	3.0	4.0							2.0
000a000449	1988	130	14	4	79	6	0.0	0.0	18.0		61.0		49.0		30.0		0.286	0.93	9962.0	1900.0	1800.0	1983100902.0	3.0	3.0	4.0							2.0
000a000449	1987	99	35	9	201	10	1.0	0.0	29.0		171.0		104.0		97.0		0.257	0.52	13575.0	1633.3	1625.0	1984101560.0	0.0	10.0	6.0							4.0
000a000449	1986	44	33	12	206	15	4.0	2.0	43.0		159.0		138.0		58.0		0.364	1.13	25769.0	2022.2	1725.0	1980100917.0	1.0	12.0	9.0							4.0
000a000449	1985	52	25	9	169	12	0.0	0.0	0.0		169.0		0.0		169.0		0.36	1.22	20583.5	0.0	1608.3	1980100917.0	0.0	12.0	0.0							12.0
000a000449	1984	52	28	12	174	17	0.0	0.0	0.0		174.0		0.0		174.0		0.429	1.22	23058.0	0.0	1841.2	1981103017.0	0.0	17.0	0.0							17.0
000a000449	1983	87	22	7	137	10	0.0	0.0	0.0		137.0		0.0		137.0		0.318	0.82	12195.5	0.0	1600.0	1980100917.0	0.0	10.0	0.0							10.0
000a000449	1982	55	20	9	113	17	0.0	0.0	0.0		113.0		3.0		110.0		0.45	1.57	21393.0	0.0	1652.9	1979104785.0	0.0	17.0	0.0							17.0
000a000449	1981	342	6	2	13	2	0.0	0.0	0.0		13.0		4.0		9.0		0.333	0.27	1095.0	1000.0	1200.0	1979106434.0	0.0	2.0	1.0							1.0
000a0011df	1981	586	1	0	10	0	0.0	0.0	0.0		10.0		3.0		7.0		0.0	0.49	330.0	0.0	0.0	1978106993.0	0.0	0.0	0.0							0.0
000a0010d0	1983	643	1	0	4	0	0.0	0.0	0.0		4.0		0.0		4.0		0.0	0.27	180.0	0.0	0.0	1981103805.0	0.0	0.0	0.0							0.0
000a0010d0	1981	681	2	0	6	0	0.0	0.0	0.0		6.0		3.0		3.0		0.0	0.06	75.0	0.0	0.0	1979101383.0	0.0	0.0	0.0							0.0
000a001175	1985	483	1	0	3	0	0.0	0.0	0.0		3.0		0.0		3.0		0.0	0.0	0.0	0.0	0.0	1978107002.0	0.0	0.0	0.0							0.0
000a001175	1984	450	1	0	6	0	0.0	0.0	0.0		6.0		0.0		6.0		0.0	0.33	220.0	0.0	0.0	1978107002.0	0.0	0.0	0.0							0.0
000a001175	1983	308	1	1	16	1	0.0	0.0	0.0		16.0		0.0		16.0		1.0	2.41	1620.0	0.0	2500.0	1978107002.0	0.0	1.0	0.0							1.0
000a001175	1982	261	1	1	12	2	0.0	0.0	0.0		12.0		2.0		10.0		1.0	3.52	2395.0	0.0	1800.0	1978107002.0	0.0	2.0	0.0							2.0
000a001175	1981	389	1	1	6	1	0.0	0.0	0.0		6.0		1.0		5.0		1.0	0.9	610.0	0.0	1200.0	1978107002.0	0.0	1.0	0.0							1.0
000a000bcd	1992	290	3	1	29	1	0.0	0.0	12.0		17.0		13.0		13.0		0.333	1.1	2952.0	0.0	1700.0	1987102608.0	1.0	0.0	0.0							1.0
000a000bcd	1991	179	5	3	36	3	1.0	0.0	13.0		22.0		19.0		17.0		0.6	1.37	5959.0	1000.0	1750.0	1985100568.0	0.0	3.0	1.0							2.0
000a000bcd	1990	232	7	3	53	4	1.0	0.0	9.0		43.0		30.0		23.0		0.429	0.66	3805.0	1800.0	1700.0	1987102139.0	1.0	3.0	1.0							3.0
000a000bcd	1989	171	7	2	49	3	3.0	0.0	25.0		21.0		47.0		2.0		0.286	1.18	6555.0	1866.7	0.0	1985105778.0	1.0	2.0	3.0							0.0
000a000bcd	1988	137	12	5	78	8	0.0	0.0	17.0		61.0		51.0		27.0		0.417	0.97	8980.0	1920.0	1633.3	1983104433.0	2.0	6.0	5.0							3.0
000a000bcd	1987	130	15	6	97	8	5.0	0.0	27.0		65.0		63.0		34.0		0.4	0.88	9842.0	1533.3	1700.0	1983102108.0	1.0	7.0	6.0							2.0
000a000bcd	1986	129	11	3	72	6	3.0	0.0	14.0		55.0		38.0		30.0		0.273	1.04	7875.0	2075.0	1650.0	1983104433.0	3.0	3.0	4.0							2.0
000a000bcd	1985	149	12	5	67	6	0.0	0.0	0.0		67.0		0.0		67.0		0.417	0.79	6422.0	0.0	1816.7	1981104908.0	0.0	6.0	0.0							6.0
000a000bcd	1984	129	7	4	55	7	0.0	0.0	0.0		55.0		0.0		55.0		0.571	1.71	8051.0	0.0	1985.7	1979104461.0	0.0	7.0	0.0							7.0
000a000bcd	1983	129	9	5	72	7	0.0	0.0	0.0		72.0		0.0		72.0		0.556	1.46	8840.0	0.0	1628.6	1981104766.0	0.0	7.0	0.0							7.0
000a000bcd	1982	203	6	3	51	5	0.0	0.0	0.0		51.0		1.0		50.0		0.5	1.02	4178.0	0.0	1520.0	1979106821.0	0.0	5.0	0.0							5.0
000a000bcd	1981	370	2	2	12	2	0.0	0.0	0.0		12.0		7.0		5.0		1.0	0.6	805.0	1000.0	1200.0	1979106821.0	0.0	2.0	1.0							1.0
000a000bec	1998	328	1	1	12	1	0.0	0.0	12.0		0.0		12.0		0.0		1.0	2.83	2464.4	2000.0	0.0	1993103480.0	1.0	0.0	1.0							0.0
000a000bec	1997	254	1	1	19	2	0.0	0.0	16.0		3.0		17.0		2.0		1.0	5.27	4596.9	1900.0	0.0	1993103480.0	1.0	1.0	2.0							0.0
000a000bec	1996	425	1	1	17	1	0.0	0.0	2.0		15.0		12.0		5.0		1.0	1.46	1294.0	1200.0	0.0	1993103480.0	0.0	1.0	1.0							0.0
000a000bec	1989	311	4	0	15	0	4.0	0.0	0.0		11.0		9.0		2.0		0.0	0.5	1570.0	0.0	0.0	1983104399.0	0.0	0.0	0.0							0.0
000a000bec	1988	318	3	0	9	0	0.0	0.0	1.0		8.0		3.0		2.0		0.0	0.56	1298.0	0.0	0.0	1983104399.0	0.0	0.0	0.0							0.0
000a000bec	1987	146	8	4	65	4	3.0	0.0	20.0		42.0		42.0		15.0		0.5	1.33	7906.0	2200.0	1200.0	1981102850.0	1.0	3.0	1.0							1.0
000a000bec	1986	165	8	1	52	1	1.0	0.0	24.0		27.0		37.0		14.0		0.125	0.99	5450.0	0.0	0.0	1981102850.0	0.0	1.0	0.0							0.0
000a000bec	1985	136	11	3	90	6	0.0	0.0	0.0		90.0		0.0		90.0		0.273	0.98	7303.0	0.0	1866.7	1979105900.0	0.0	6.0	0.0							6.0
000a000bec	1984	130	9	5	67	7	0.0	0.0	0.0		67.0		0.0		67.0		0.556	1.33	8030.0	0.0	2371.4	1979103904.0	0.0	7.0	0.0							7.0
000a000bec	1983	184	9	4	60	4	0.0	0.0	0.0		60.0		0.0		60.0		0.444	0.76	4601.0	0.0	1625.0	1981102850.0	0.0	4.0	0.0							4.0
000a000bec	1982	180	6	2	56	4	0.0	0.0	0.0		56.0		7.0		49.0		0.333	1.26	5152.0	0.0	1600.0	1979105900.0	0.0	4.0	0.0							4.0
000a000bec	1981	305	4	2	25	2	0.0	0.0	0.0		25.0		13.0		12.0		0.5	0.58	1560.0	1200.0	1200.0	1979106527.0	0.0	2.0	1.0							1.0
