horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	出走/重賞	勝利/重賞	出走/特別	特別/勝利	出走/平場	平場/勝利	出走/芝	芝/勝利	出走/ダート	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬	勝利/特別	勝利/平場	勝利/芝	重賞/出走	重賞/勝利	特別/出走	平場/出走	芝/出走	ダート/出走	勝利/ダート
000a00166f	2003	867	1	0	2	0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1998110080.0										
000a00166f	2002	879	1	0	2	0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1998110080.0										
000a00166f	2001	820	1	0	7	0	0.0	0.0	3.0	0.0	4.0	0.0	6.0	0.0	1.0	0.0	0.0	0.22	170.0	0.0	0.0	1998110080.0										
000a00166f	2000	493	2	1	7	1	2.0	0.0	3.0	0.0	2.0	1.0	6.0	1.0	1.0	0.0	0.5	1.01	1644.2	1000.0	0.0	1994109648.0										
000a00166f	1999	881	1	0	3	0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1994109648.0										
000a00166f	1998	440	1	1	9	1	2.0	0.0	7.0	1.0	0.0	0.0	2.0	0.0	7.0	1.0	1.0	2.51	2184.5	0.0	1200.0	1994109648.0										
000a00166f	1997	256	2	1	11	3	1.0	0.0	9.0	3.0	1.0	0.0	4.0	0.0	7.0	3.0	0.5	3.2	5582.4	0.0	1500.0	1994109648.0										
000a00166f	1996	266	4	2	27	3	1.0	0.0	11.0	0.0	15.0	3.0	6.0	1.0	21.0	2.0	0.5	1.3	4600.5	1400.0	1100.0	1993109901.0										
000a00166f	1995	366	1	1	11	1	1.0	0.0	10.0	1.0	0.0	0.0	5.0	0.0	6.0	1.0	1.0	3.18	2765.2	0.0	1000.0	1992110169.0										
000a00166f	1994	460	1	1	3	2	0.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	1.8	1560.6	0.0	1300.0	1992110169.0										
000a000d87	2009	436	1	0	5	0	0.0	0.0	4.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1997105426.0										
000a000d87	2008	464	2	0	2	0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1997105426.0										
000a000d87	2007	352	2	0	16	0	0.0	0.0	2.0	0.0	14.0	0.0	6.0	0.0	10.0	0.0	0.0	0.71	932.5	0.0	0.0	2002110156.0										
000a000d87	2006	106	4	1	15	1	2.0	1.0	7.0	0.0	6.0	0.0	5.0	1.0	10.0	0.0	0.25	4.02	10558.0	1600.0	0.0	1999190016.0										
000a000d87	2005	180	5	1	31	1	7.0	0.0	12.0	0.0	12.0	1.0	8.0	0.0	16.0	1.0	0.2	1.28	4248.0	0.0	1200.0	1999190016.0										
