horse_id	年度	順位	出走頭数	勝馬頭数	出走回数	勝利回数	重賞/出走	重賞/勝利	特別/出走	特別/勝利	平場/出走	平場/勝利	芝/出走	芝/勝利	ダート/出走	ダート/勝利	勝馬率	EI	入着賞金(万円)	平均距離(芝)	平均距離(ダ)	代表馬
2008103552	2021	2	320	94	948	105	75.0	7.0	254.0	35.0	619.0	63.0	539.0	63.0	396.0	42.0	0.294	1.52	226220.6	1450.8	1464.3	2015102377.0
2008103552	2020	2	402	131	1611	170	105.0	12.0	442.0	54.0	1064.0	104.0	1047.0	114.0	548.0	55.0	0.326	1.64	407260.1	1565.8	1474.6	2015104961.0
2008103552	2019	3	342	114	1382	160	76.0	10.0	264.0	46.0	1042.0	104.0	912.0	109.0	460.0	51.0	0.3329999999999999	1.58	332899.6	1522.0	1391.2	2016104505.0
2008103552	2018	7	250	88	908	110	49.0	12.0	99.0	12.0	760.0	86.0	620.0	82.0	287.0	28.0	0.352	1.53	238887.5	1491.5	1362.5	2015104961.0
2008103552	2017	40	86	30	200	37	10.0	0.0	17.0	6.0	173.0	31.0	183.0	37.0	17.0	0.0	0.349	0.8	42867.1	1467.6	0.0	2015105064.0
2005102837	2021	51	45	6	150	6	3.0	0.0	36.0	1.0	111.0	5.0	16.0	1.0	130.0	5.0	0.133	0.78	16343.0	2000.0	1520.0	2015103681.0
2005102837	2020	57	55	25	244	25	1.0	0.0	53.0	4.0	190.0	21.0	21.0	2.0	223.0	23.0	0.455	0.85	29016.6	1500.0	1515.2	2017102452.0
2005102837	2019	55	45	12	208	19	0.0	0.0	32.0	5.0	176.0	14.0	9.0	1.0	199.0	18.0	0.267	1.09	30133.6	1200.0	1613.9	2017102025.0
2005102837	2018	71	45	16	194	19	1.0	0.0	18.0	0.0	175.0	19.0	22.0	0.0	172.0	19.0	0.356	0.76	21177.2	0.0	1531.6	2015102248.0
2005102837	2017	158	22	3	46	3	2.0	0.0	4.0	0.0	40.0	3.0	15.0	0.0	31.0	3.0	0.136	0.29	3950.0	0.0	1600.0	2015100348.0
