rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	9		フークフォルトゥナ	牝3	52.0		宮下瞳	0:51.9		1	37.7	2.6	1	412	4		瀬戸口悟		福岡隆史	32.0
2	4	4		カサリリー	牝3	54.0		大畑雅章	0:52.4	2.1/2	2	38.1	18.4	5	433	-3		安部幸夫		篠原徹	10.2
3	5	5		シャンデトワール	牝3	52.0		塚本征吾	0:52.5	1/2	4	37.8	5.2	4	442	-1		坂口義幸		星野隆男	5.8
4	2	2		クールレモンチャン	牝3	54.0		丸山真一	0:53.5	5.0	5	39.2	3.1	2	433	-9		坂口義幸		村島昭男	3.8
5	8	10		アップケーダイヤ	牝3	54.0		加藤誓二	0:53.5	クビ	6	38.3	74.1	7	449	0		宮本仁		増田兼良	2.6
6	6	6		キャプテンフック	牡3	56.0		加藤聡一	0:53.9	2.0	3	39.3	4.3	3	517	0		川西毅		吉野武	
7	3	3		アークジャーニー	牝3	54.0		尾崎章生	0:54.1	1.0	8	39.1	28.7	6	371	4		本名信行		（株）ＴｒＹ	
8	7	7		メイショウサブゼロ	牡3	56.0		藤原良一	0:54.1	アタマ	7	39.8	114.3	10	500	0		櫻井今朝		伊勢光	
9	7	8		セイジョーデューク	牡3	54.0		細川智史	0:54.6	2.1/2	9	39.5	84.8	8	449	-2		坂口義幸		蔀英二	
10	1	1		グレイテストゲーム	牡3	56.0		柿原翔	0:54.8	1.1/2	10	39.1	98.2	9	451	-3		藤ヶ崎一		神谷恵	
