waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017103868	スマートルミエール	牡5	55.0	01185	小沢	01180	田中克		
2	2	2018104149	ディベルティール	牡4	55.0	01191	松本	01112	田島		
2	3	2016101391	ジャコエマリックン	牡6	57.0	01128	川須	01069	中尾		
3	4	2016101377	アテンフェアリー	牝6	54.0	01176	亀田	01024	萱野		
3	5	2016100628	ブルーコーラル	牝6	55.0	01091	丹内	01080	清水英		
4	6	2014100729	コスモクウェンチ	牡8	57.0	01153	木幡初	01005	小桧山		
4	7	2017106420	ベラール	牡5	55.0	01186	角田和	01160	武幸		
5	8	2018106809	バイシクルキック	牡4	53.0	01193	今村	01127	栗田		
5	9	2018106871	サンマルシップ	牡4	57.0	01178	斎藤	01035	佐藤		
6	10	2017100554	キョシンタンカイ	牡5	57.0	01161	菊沢	01089	武市		
6	11	2018100611	キャンユーキッス	牝4	53.0	01164	藤田菜	01111	鈴木孝		
7	12	2018105121	ソナトリーチェ	牝4	55.0	01171	西村淳	01146	奥村豊		
7	13	2018104208	プリティインピンク	牝4	52.0	01184	原	01171	小手川		
8	14	2017102178	メルテッドハニー	牝5	52.0	01192	横山琉	01012	大江原		
8	15	2015101804	キクノロージズ	牝7	55.0	01168	富田	01101	吉田		
