日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/05	晴	6	16	4	8	6.4	4	10	55.0	良	1:26.9	0.9	1-1	34.2-39.5	40.4	中京	202207011106	4歳以上1勝クラス	202207011106	01019	ダ	1400	506	-6	0.0
2022/01/09	晴	4	16	3	5	10.3	7	3	54.0	良	1:25.7	0.2	4-4	34.9-38.0	37.9	中京	202207010304	4歳以上1勝クラス	202207010304	01019	ダ	1400	512	6	190.0
2021/12/12	晴	3	16	5	9	14.7	5	2	54.0	良	1:12.5	0.2	10-10	34.8-37.5	36.5	中京	202107060403	3歳以上1勝クラス	202107060403	01019	ダ	1200	506	-2	300.0
2021/10/02	晴	4	12	3	3	27.6	10	6	53.0	良	1:13.5	1.1	4-4	35.1-37.3	38.2	中京	202107050804	3歳以上1勝クラス	202107050804	01157	ダ	1200	508	4	0.0
2021/09/12	曇	6	16	7	14	8.1	3	16	53.0	良	1:26.5	2.8	2-2	34.3-37.5	40.2	中京	202107050206	3歳以上1勝クラス	202107050206	01018	ダ	1400	504	0	0.0
2020/11/21	晴	2	16	7	13	1.5	1	1	54.0	良	1:26.1	-0.4	1-1	35.7-38.0	38.0	東京	202005050502	2歳未勝利	202005050502	01122	ダ	1400	504	-4	510.0
2020/11/01	晴	2	15	4	6	7.8	4	2	54.0	良	1:25.4	0.7	2-2	35.5-37.1	37.4	東京	202005040802	2歳未勝利	202005040802	05386	ダ	1400	508	0	200.0
2020/10/10	雨	3	17	7	13	8.0	4	3	54.0	不	1:26.5	0.9	6-4	35.7-37.2	37.4	東京	202005040103	2歳未勝利	202005040103	01122	芝	1400	508	-2	130.0
2020/09/20	曇	2	15	2	3	20.2	6	6	54.0	良	1:51.2	0.9	3-3-3-2	37.4-36.3	36.9	中山	202006040402	2歳未勝利	202006040402	01122	芝	1800	510	-6	0.0
2020/08/08	雨	5	18	1	2	17.1	7	9	54.0	稍	1:38.8	2.0	1-1	36.2-35.2	37.2	新潟	202004020505	2歳新馬	202004020505	01122	芝	1600	516	0	0.0
