rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	9		デイジームーン	牝4	54.0		岡部誠	1:36.6		1-1-1	40.1	1.1	1	466	18		藤ヶ崎一		（有）大樹ファーム	35.0
2	8	10		ウイングシューズ	牝5	53.0		細川智史	1:38.0	7.0	6-6-5	40.0	8.9	2	396	2		角田輝也		呉本昌時	11.6
3	3	3		バジェナート	牝4	54.0		戸部尚実	1:38.4	2.0	5-5-4	40.4	9.0	3	429	7		植松則幸		（株）ファーストビ	7.0
4	6	6		メイショウパンゲア	牝6	54.0		丸山真一	1:39.1	3.0	4-4-2	42.2	138.3	9	461	1		地辺幸一		（株）ファーストビ	4.6
5	4	4		メモリア	牝5	54.0		大畑雅章	1:39.2	1/2	3-2-3	42.5	68.1	6	470	5		成田明		酒井孝敏	3.2
6	2	2		セルリアンキング	牡6	56.0		横井将人	1:39.2	アタマ	10-10-7	40.3	99.1	7	461	-5		倉地学		伊藤弘泰	
7	1	1		カリマンタン	牝6	54.0		藤原良一	1:39.3	1/2	8-8-9	40.7	237.4	10	411	2		原口次夫		加藤千豊	
8	7	8		バイオレットモーヴ	牝5	54.0		加藤誓二	1:39.9	3.0	9-9-10	41.0	126.8	8	456	11		地辺幸一		谷謙介	
9	5	5		タイセイブーティー	牡5	56.0		渡辺竜也	1:40.1	1.0	7-7-8	41.8	53.9	5	473	4		井手上慎		太田美津子	
10	7	7		ダイユウニシキ	牡5	56.0		丹羽克輝	1:40.5	2.0	2-3-6	43.7	9.8	4	447	-2		錦見勇夫		（有）大勇	
