waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015101358	ワンモアバイト	牝6	55.0	01174	岩田望	01147	武井	456	16
1	2	2015105120	ウインオルビット	牡6	57.0	01184	原	01156	青木	496	4
2	3	2018100824	セピアノーツ	牝3	52.0	01164	藤田菜	01156	青木	472	0
2	4	2018101730	スイーツマジック	牝3	52.0	01183	小林脩	01035	佐藤	468	2
3	5	2017101943	トゥールドマジ	牝4	55.0	05212	Ｍデムーロ	01179	鈴木慎	464	-4
3	6	2016101947	バカラクイーン	牝5	55.0	01122	三浦	01147	武井	478	0
4	7	2015106372	アーヒラ	牝6	55.0	01147	城戸	00428	石毛	452	-2
4	8	2018102407	キモンブラウン	牝3	52.0	01134	嶋田	01038	手塚	460	10
5	9	2017101107	タピオカ	牝4	55.0	01162	木幡巧	01106	牧	514	2
5	10	2017110045	フラミンゴフライト	牝4	55.0	01126	松山	01181	茶木	496	4
6	11	2015100670	ドリームジャンボ	牝6	55.0	01142	長岡	00437	南田	494	8
6	12	2016110119	ジャスパージャック	牡5	57.0	01088	川田	00427	森	536	6
7	13	2015101912	デルマカルヴァドス	牡6	57.0	05525	藤井勘	01114	和田郎	500	-8
7	14	2015104753	クルークヴァール	牡6	57.0	01157	鮫島駿	00411	浅見	484	10
7	15	2017106240	アビエルト	牡4	57.0	01127	丸山	00427	森	494	2
8	16	2014101340	ロマンスマジック	牝7	55.0	01178	斎藤	01074	奥平	474	4
8	17	2017100519	サクセスハーモニー	牝4	55.0	01179	菅原明	01067	久保田	456	12
8	18	2016100242	ウインアイルビータ	牝5	55.0	01009	柴田大	01119	田中剛	488	6
