rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	12		ボニーマジェスティ	牡3	56.0		岩橋勇二	1:16.5		6-5	38.4	6.7	3	502	4		田中淳司		嶋田賢	60.0
2	2	2		カイトキング	牡3	56.0		桑村真明	1:16.8	1.1/2	1-1	40.2	2.7	2	458	2		佐久間雅		山口雄司	16.8
3	7	9		モリミライ	牝3	54.0		服部茂史	1:17.1	1.1/2	3-3	39.8	2.5	1	440	4		村上正和		羽生田守彦	12.6
4	7	10		ヴェルダット	牡3	56.0		五十嵐冬	1:17.2	クビ	10-6	38.4	36.2	8	492	-2		桧森邦夫		八嶋長久	8.4
5	3	3		セキテイジュウオー	牡3	56.0		宮崎光行	1:17.4	1.0	2-2	40.5	12.0	5	482	-15		小国博行		杉山元洋	4.2
6	4	4		ヌーベルアージュ	牝3	54.0		石川倭	1:18.1	3.0	5-6	40.1	22.6	6	390	-6		米川昇		芳住革二	
7	1	1		アルコバレノ	セ3	56.0		井上俊彦	1:18.3	1.0	12-12	38.5	59.6	10	536	-6		小国博行		佐藤良二	
8	8	11		フォルシード	牡3	56.0		落合玄太	1:18.5	1.0	7-8	40.1	33.4	7	396	-6		斉藤正弘		加藤徹	
9	5	5		アイスラリマー	牝3	54.0		坂下秀樹	1:18.8	1.1/2	3-4	41.4	57.5	9	396	-3		秋田大助		北原大史	
10	5	6		ピエールモンタナ	牡3	56.0		松井伸也	1:18.9	1/2	7-9	40.4	8.8	4	480	4		堂山芳則		工藤栄三	
11	6	7		ラコンテ	牝3	54.0		小野楓馬	1:18.9	アタマ	11-11	39.7	120.8	11	428	6		山口竜一		橋本富夫	
12	6	8		グローリーワールド	牝3	54.0		阿部龍	1:19.6	3.0	9-10	40.8	299.2	12	430	-4		角川秀樹		荒川将一	
