日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/13	曇	12	16	6	12	71.7	14	11	55.0	良	1:13.5	1.1	8-9	35.8-36.6	37.1	中京	202207020212	4歳以上1勝クラス	202207020212	01096	ダ	1200	434	-2	0.0
2022/02/13	雨	9	16	1	2	35.2	13	10	55.0	良	1:13.8	0.8	9-9	35.2-37.8	37.7	阪神	202209010209	4歳以上1勝クラス	202209010209	01163	ダ	1200	436	4	0.0
2021/12/19	曇	6	16	2	4	10.9	6	14	54.0	重	1:12.6	1.5	6-6	33.7-37.4	38.1	中京	202107060606	3歳以上1勝クラス	202107060606	01171	ダ	1200	432	4	0.0
2021/11/20	晴	9	16	5	10	16.4	7	2	54.0	良	1:08.8	0.1	2-2	32.3-36.4	36.4	福島	202103020509	3歳以上1勝クラス	202103020509	01095	ダ	1150	428	-10	300.0
2021/10/23	曇	3	12	6	7	4.6	2	10	53.0	重	1:12.5	1.4	5-5	34.0-37.1	38.2	新潟	202104050503	3歳以上1勝クラス	202104050503	01095	ダ	1200	438	-6	0.0
2021/10/02	晴	4	12	5	6	7.1	3	5	53.0	良	1:13.1	0.7	6-6	35.1-37.3	37.7	中京	202107050804	3歳以上1勝クラス	202107050804	01128	ダ	1200	444	16	76.0
2021/09/05	曇	8	12	8	13	8.9	4	3	53.0	稍	0:58.5	0.2	3-3	34.8-35.0	35.0	小倉	202110040808	3歳以上1勝クラス	202110040808	01128	ダ	1000	428	-4	190.0
2021/05/22	曇	3	15	6	11	1.8	1	1	54.0	重	1:11.9	-0.1	2-2	33.3-38.6	38.6	新潟	202104020503	3歳未勝利	202104020503	01095	ダ	1200	432	2	510.0
2021/05/02	小雨	4	15	8	14	3.5	2	2	54.0	不	1:11.7	0.1	4-3	33.9-37.7	37.6	新潟	202104010804	3歳未勝利	202104010804	01095	ダ	1200	430	0	200.0
2021/04/10	晴	1	15	5	8	3.4	2	2	54.0	良	1:13.1	0.2	3-3	34.9-38.0	38.0	新潟	202104010101	3歳未勝利	202104010101	01095	ダ	1200	430	-4	200.0
2021/03/14	晴	1	16	3	5	8.3	5	3	54.0	重	1:12.7	0.2	2-2	35.2-37.3	37.4	阪神	202109011001	3歳未勝利	202109011001	01127	ダ	1200	434	-4	130.0
2021/01/30	晴	1	15	8	14	24.5	7	3	54.0	重	1:12.6	0.0	4-3	34.5-38.1	37.6	中京	202107010901	3歳未勝利	202107010901	01163	ダ	1200	438	0	130.0
2021/01/11	曇	2	16	7	13	51.8	12	5	54.0	良	1:14.3	1.1	5-3	35.7-37.5	38.1	中京	202107010402	3歳未勝利	202107010402	01166	ダ	1200	438	8	51.0
2020/11/01	晴	2	15	2	3	19.2	7	14	54.0	良	1:12.5	2.0	10-10	34.3-36.2	37.1	京都	202008040802	2歳未勝利	202008040802	01128	芝	1200	430	-4	0.0
2020/10/18	曇	3	13	7	10	90.3	10	8	54.0	不	1:24.7	1.4	5-7	34.8-36.5	37.4	京都	202008040403	2歳未勝利	202008040403	01128	ダ	1400	434	4	0.0
2020/09/19	晴	1	16	3	5	19.9	8	5	54.0	良	1:26.7	1.5	8-8	34.8-38.2	38.8	中京	202007020301	2歳未勝利	202007020301	01128	ダ	1400	430	-4	51.0
2020/07/18	晴	1	13	5	7	87.5	9	6	54.0	稍	1:13.7	2.4	10-10	34.9-36.4	37.0	阪神	202009040501	2歳未勝利	202009040501	01102	ダ	1200	434	0	0.0
2020/06/20	晴	5	12	6	7	92.2	12	7	54.0	重	1:15.5	2.3	6-9	35.4-37.8	39.0	阪神	202009030505	2歳新馬	202009030505	01166	ダ	1200	434	0	0.0
