日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/08	曇	7	16	2	3	386.7	14	14	56.0	良	1:16.6	3.0	14-14	35.6-38.0	39.2	大井	202244030807	C212　13	movie.html?race_id=202244030807	a0105	ダ	1200	470	1	0.0
2022/02/07	晴	7	15	1	1	138.8	10	13	56.0	良	1:16.0	2.2	12-13	35.6-38.2	38.7	大井	202244020707	C214　1516	movie.html?race_id=202244020707	a0105	ダ	1200	469	-4	0.0
2022/01/24	曇	6	14	5	8	557.1	13	13	56.0	良	1:31.8	3.9	7-6-7	35.2-40.4	42.9	大井	202244012406	C214　1516	movie.html?race_id=202244012406	a0105	ダ	1400	473	2	0.0
2021/12/28	晴	3	11	6	6	104.0	8	11	56.0	稍	1:48.8	4.9	8-8-8-8	39.9-38.7	42.9	大井	202144122803	C211　1213	movie.html?race_id=202144122803	a0105	ダ	1600	471	9	0.0
2021/12/06	曇	5	13	5	7	7.8	3	12	56.0	稍	1:47.6	2.9	4-4-4-5	37.5-41.7	43.9	大井	202144120605	C212　1314	movie.html?race_id=202144120605	05420	ダ	1600	462	-2	0.0
2021/11/15	晴	6	14	7	12	6.4	3	9	56.0	良	1:16.3	1.9	9-9	35.7-38.7	39.6	大井	202144111506	C213　14	movie.html?race_id=202144111506	05420	ダ	1200	464	-4	0.0
2021/05/30	晴	1	16	8	16	34.9	7	14	53.0	良	1:42.1	5.0	4-5	35.1-36.9	41.2	東京	202105021201	3歳未勝利	202105021201	01188	ダ	1600	468	-8	0.0
2021/03/28	曇	2	16	8	15	4.3	1	15	55.0	良	1:59.6	5.5	2-2-2-4	36.9-38.4	43.6	中山	202106030202	3歳未勝利	202106030202	01179	ダ	1800	476	8	0.0
2020/09/27	曇	2	15	3	5	8.8	4	3	52.0	重	1:56.2	0.5	6-6-4-3	37.7-39.8	39.6	中山	202006040702	2歳未勝利	202006040702	01179	ダ	1800	468	-6	130.0
2020/09/05	曇	1	14	8	13	29.8	7	6	54.0	良	1:49.3	2.3	5-6-6-4	30.3-37.8	39.5	札幌	202001020701	2歳未勝利	202001020701	05386	ダ	1700	474	6	0.0
2020/07/19	曇	5	9	6	6	10.6	5	5	54.0	良	1:52.4	1.4	4-5-6-5	37.8-36.0	37.1	函館	202002020605	2歳新馬	202002020605	01096	芝	1800	468	0	70.0
