waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103679	レコパントモチャン			05001	内田利雄	a0179	岡田一男	518	8
2	2	2018105916	フォーギブネス			a017d	橋本直哉	a02a6	平山真希	454	-2
3	3	2018100213	コウユーラヴラヴ			a0188	藤江渉	a02c7	宇野木博	444	9
4	4	2018105715	シュバルマル			05342	森泰斗	a0236	藪口一麻	505	-2
5	5	2018106665	ソルジャー			a0247	川島正太	05609	小久保智	463	-10
6	6	2018100075	ラヴィダヴィ			05553	保園翔也	05575	矢野義幸	445	-13
6	7	2018102339	エドノストリート			05000	酒井忍	a02c7	宇野木博	458	9
7	8	2018100908	ノースリュシオル			05549	張田昂	a02d6	長谷川忍	456	12
7	9	2018103390	モーニングフジ			05347	秋元耕成	a01cf	箕輪武	424	12
8	10	2018104037	ムサシフウジン			05397	吉留孝司	05462	小林真治	497	-1
8	11	2018100251	メイストーム			05595	福原杏	a02c6	水野貴史	487	7
