rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		リンガスウォリアー	牡3	56.0		石川裕紀	1:37.7		1-1	37.7	24.8	9	464	-8		中舘英二		伊藤巖	510.0
2	6	12		ドノスティア	牡3	56.0		内田博幸	1:38.2	3.0	2-2	38.1	3.7	1	536	-6		大和田成		村野康司	200.0
3	5	10		レジリエンスブルー	牡3	56.0		木幡巧也	1:38.7	3.0	6-5	38.0	5.2	3	464	-4		松山将樹		ＹＧＧホースクラブ	130.0
4	2	4		スパークインザアイ	セ3	56.0		武藤雅	1:38.9	1.1/4	9-7	37.9	3.9	2	452	-4		小島茂之		西見徹也	77.0
5	4	7		ハイテイブルース	牡3	56.0		吉田豊	1:39.0	1/2	14-11	37.7	9.7	5	482	0		田島俊明		中地賢次郎	51.0
6	8	16		エールプレジール	牡3	56.0		江田照男	1:39.1	1/2	7-7	38.2	11.3	6	462	0		小笠倫弘		グリーンファーム	
7	2	3		グシチャンノカゼ	牡3	53.0		小林脩斗	1:39.6	3.0	2-3	39.1	8.3	4	498	-2		田中博康		眞保榮稔	
8	7	14		キリシマダイオウ	牡3	56.0		武士沢友	1:39.9	1.3/4	14-11	38.6	23.5	8	464	-10		武市康男		西村新一郎	
9	5	9		リモテソーロ	牡3	56.0		西田雄一	1:40.1	1.1/2	11-11	38.9	152.5	14	508	2		加藤士津		了徳寺健二ホールディングス	
10	1	2		シャドウパイレーツ	牡3	53.0		小林凌大	1:40.1	ハナ	5-3	39.6	42.4	11	488	0		勢司和浩		飯塚知一	
11	4	8		ウィルビーハッピー	牡3	56.0		柴田善臣	1:40.2	1/2	16-15	38.7	18.7	7	474	-6		奥村武		ノルマンディーサラブレッドレーシング	
12	6	11		ケンシ	牡3	56.0		木幡初也	1:40.6	2.1/2	9-7	39.6	96.8	13	464	-2		黒岩陽一		鈴木芳夫	
13	7	13		プーラン	牝3	52.0		藤田菜七	1:41.2	3.1/2	7-10	40.1	33.0	10	476	-6		清水英克		梶原哲朗	
14	3	5		ヤマニンバデル	牡3	56.0		原田和真	1:41.3	1/2	13-15	39.7	71.0	12	534	0		栗田徹		土井肇	
15	8	15		クラウンパイオニア	牡3	56.0		嘉藤貴行	1:41.7	2.1/2	11-11	40.5	298.6	16	422	6		松永康利		クラウン	
16	3	6		キングオブキャロル	牡3	56.0		北村宏司	1:44.1	大	2-5	43.3	225.7	15	496	-2		上原博之		ターフ・スポート	
