rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	11		ブリングハピネス	牡4	56.0		御神本訓	1:14.7		1-1	39.0	1.5	1	487	-9		中道啓二		ライオンレースホース	80.0
2	2	2		ホクソウユウキ	牡4	56.0		本田正重	1:15.6	4.0	2-2	39.5	5.9	3	435	-2		米田英世		林作一	32.0
3	4	6		ラブアバンティ	牝4	54.0		安藤洋一	1:15.8	1.0	8-8	38.5	4.0	2	480	11		立花伸		清水真由美	20.0
4	5	7		ルドロージエ	牝7	54.0		千田洋	1:16.0	1.0	6-5	39.3	23.0	4	496	5		嶋田幸晴		アークフロンティア	12.0
5	7	12		コツミッチャー	牝4	53.0		福原杏	1:16.6	3.0	3-3	40.3	81.8	8	435	2		澤佳宏		畠山慎吾	8.0
6	6	10		アラレチャン	牝5	54.0		藤本現暉	1:17.3	3.1/2	5-4	40.8	28.0	6	438	2		吉井竜一		太田匡哉	
7	6	9		ピーナッツバター	牝6	54.0		内田利雄	1:18.1	4.0	7-7	41.4	26.2	5	452	2		立花伸		小林章	
8	5	8		トゥーナヒラッパー	牝4	54.0		江里口裕	1:18.5	2.0	10-9	40.6	192.9	12	451	-2		嶋田幸晴		楠昌史	
9	4	5		トアコノパール	牝4	54.0		高野誠毅	1:19.0	2.1/2	9-10	41.1	143.7	10	440	-12		久保杉隆		栗山道郎	
10	8	13		タイセイカリーノ	牝4	54.0		早田功駿	1:19.1	1/2	4-6	42.6	53.0	7	442	-5		大宮和也		中田和宏	
11	3	4		ホワイトフォース	牝5	54.0		高橋昭平	1:20.1	5.0	13-12	41.6	201.2	13	423	-2		高岩孝敏		井上久光	
12	3	3		フォトンセイル	牝7	54.0		本村直樹	1:20.2	3/4	11-11	42.0	161.8	11	481	-6		高岩孝敏		今中俊平	
13	8	14		トワノユメ	セ5	56.0		酒井忍	1:21.8	8.0	12-12	43.3	129.7	9	413	6		辻野豊		小笠原岳	
取	1	1		セレスチャルハート	牝4	54.0		西啓太					---		計不			堀千亜樹		戸崎善之	
