着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	8	10	17.8	8.0	1984500776	牡	4	500.0	-12.0	53.0	123.1	0	1-1-1-1	37.0	617	116	802005	500.0	198710010101
2	6	7	5.4	3.0	1984501713	牡	4	500.0	0.0	53.0	123.8	4	5-5-4-2	37.3	631	353	783004	200.0	198710010101
3	1	1	3.4	2.0	1984502307	牡	4	452.0	-6.0	54.0	123.8	アタマ	5-5-2-2	37.4	254	324	725009	130.0	198710010101
4	2	2	6.4	4.0	1983500646	牡	5	436.0	-2.0	53.0	123.8	アタマ	9-8-7-7	37.1	661	251	775005	75.0	198710010101
5	5	5	14.8	6.0	1984500150	牡	4	436.0	-2.0	53.0	124.0	1.1/4	7-8-8-8	37.1	626	253	829009	50.0	198710010101
6	6	6	20.5	9.0	1983502023	牡	5	464.0	-4.0	56.0	124.0	ハナ	10-10-10-9	36.8	323	114	579009	0.0	198710010101
7	8	11	12.1	5.0	1984500549	牡	4	448.0	-6.0	53.0	124.1	1/2	2-2-2-2	37.8	349	340	596009	0.0	198710010101
8	4	4	16.7	7.0	1982501371	牡	6	484.0	6.0	58.0	124.3	1	7-5-4-5	37.8	175	222	270005	0.0	198710010101
9	3	3	20.8	10.0	1984500120	牡	4	414.0	-8.0	53.0	124.9	3.1/2	3-3-9-9	37.9	621	116	151009	0.0	198710010101
10	7	9	3.1	1.0	1983501051	牡	5	476.0	0.0	56.0	125.1	1.1/4	4-4-4-5	38.6	583	137	21009	0.0	198710010101
11	7	8	55.8	11.0	1984500386	牝	4	388.0	-10.0	51.0	125.4	1.3/4	11-11-11-11	37.9	512	143	312005	0.0	198710010101
1	8	16	1.9	1.0	1984104816	牡	4	496.0	-2.0	55.0	123.9	0	2-1-1-1	37.7	625	246	881005	420.0	198710010102
2	4	7	25.3	8.0	1984104615	牡	4	454.0	-8.0	55.0	124.1	1.1/4	1-2-2-2	37.8	364	329	5	170.0	198710010102
3	5	9	13.9	5.0	1984100630	牡	4	466.0	-4.0	53.0	124.2	1/2	4-3-3-3	37.6	640	175	112004	110.0	198710010102
4	5	10	5.9	3.0	1984103775	牡	4	494.0	-6.0	52.0	124.2	ハナ	8-9-5-3	37.4	660	108	632005	63.0	198710010102
5	7	14	5.8	2.0	1984103609	牡	4	458.0	-12.0	55.0	124.8	3.1/2	4-3-3-3	38.2	617	356	951005	42.0	198710010102
6	7	13	33.2	9.0	1984102215	牡	4	504.0	-16.0	55.0	124.9	1/2	6-8-8-8	37.8	218	243	632009	0.0	198710010102
7	8	15	19.0	6.0	1984101291	牡	4	462.0	-14.0	55.0	125.1	1.1/4	6-6-5-6	38.3	323	365	560004	0.0	198710010102
8	3	6	35.8	10.0	1984100656	牡	4	478.0	12.0	55.0	125.1	アタマ	8-9-9-12	37.9	301	138	78800	0.0	198710010102
9	1	2	42.5	11.0	1984104756	牡	4	540.0	0.0	55.0	125.2	クビ	14-14-12-11	37.7	631	223	75001	0.0	198710010102
10	3	5	22.6	7.0	1984105901	牝	4	386.0	-20.0	53.0	125.5	2	15-15-9-9	38.2	615	170	336800	0.0	198710010102
11	1	1	240.7	16.0	1984106550	牡	4	404.0	-6.0	55.0	125.6	3/4	13-13-12-13	38.1	515	232	769009	0.0	198710010102
12	6	11	76.8	12.0	1984104606	牝	4	448.0	-8.0	53.0	125.7	クビ	8-9-12-13	38.2	585	234	334009	0.0	198710010102
13	2	4	200.6	15.0	1984103526	牝	4	422.0	-10.0	53.0	125.7	アタマ	3-3-9-6	38.5	183	307	447003	0.0	198710010102
14	6	12	7.7	4.0	1984104318	牝	4	498.0	-8.0	53.0	125.7	アタマ	8-6-5-9	38.9	349	137	751004	0.0	198710010102
15	4	8	112.8	13.0	1984106074	牡	4	452.0	4.0	55.0	126.6	5	8-12-16-16	38.8	248	203	676004	0.0	198710010102
16	2	3	112.8	13.0	1984103354	牡	4	422.0	-10.0	55.0	126.9	2	15-15-12-15	39.3	539	348	598009	0.0	198710010102
1	3	5	2.5	1.0	1984103768	牝	4	444.0	0.0	53.0	71.6	0	2-2	36.4	157	223	804001	510.0	198710010103
2	7	14	47.1	9.0	1984105179	牡	4	428.0	0.0	55.0	72.3	4	1-1	37.4	585	234	334009	200.0	198710010103
3	6	12	6.9	4.0	1984103632	牝	4	480.0	0.0	53.0	72.5	1.1/4	10-9	35.7	631	163	219003	130.0	198710010103
4	6	11	45.5	8.0	1984103692	牡	4	458.0	0.0	55.0	72.6	1/2	5-5	37.0	153	305	613005	77.0	198710010103
5	2	3	5.2	3.0	1984102078	牡	4	458.0	0.0	55.0	72.7	クビ	10-8	35.9	237	319	807003	51.0	198710010103
