日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/21	晴	11	7	5	5	34.4	5	4	54.0	重	1:43.4	0.7	3-3-3-4	0.0-38.3	38.5	水沢	202236032111	アラバスター賞	movie.html?race_id=202236032111	05119	阿部英俊	ダ	1600	454	3	5.0
2022/03/12	晴	9	11	2	2	14.4	6	7	54.0	稍	1:47.4	1.6	7-6-9-9	0.0-40.2	40.3	水沢	202236031209	鞭牛もビックリ!近く	movie.html?race_id=202236031209	05119	阿部英俊	ダ	1600	451	-4	0.0
2022/02/02	晴	3	12	8	11	52.3	8	11	54.0	良	1:41.2	2.5	9-9-8-12	30.1-41.1	43.1	川崎	202245020203	C3四　五六	movie.html?race_id=202245020203	a01df	増田充宏	ダ	1500	455	0	0.0
2022/01/04	晴	5	12	7	10	40.6	6	12	54.0	良	1:35.1	3.9	8-8-7-10	39.1-40.0	42.6	川崎	202245010405	C3七　八九	movie.html?race_id=202245010405	a0188	藤江渉	ダ	1400	455	-4	0.0
2021/12/07	小雨	8	10	6	6	1.8	1	3	54.0	不	1:28.7	1.6	7-8-8-5	0.0-38.0	38.1	水沢	202136120708	C1六組	movie.html?race_id=202136120708	05294	村上忍	ダ	1400	459	-6	7.0
2021/11/22	雨	6	12	8	12	3.1	3	1	54.0	重	1:28.2	-0.2	2-1	0.0-40.2	40.1	盛岡	202135112206	C1八組	movie.html?race_id=202135112206	a01e8	坂口裕一	ダ	1400	465	5	35.0
2021/11/09	雨	8	9	3	3	5.0	3	4	54.0	不	1:28.8	1.4	4-5	0.0-37.7	38.4	盛岡	202135110908	C1十一組	movie.html?race_id=202135110908	a01e8	坂口裕一	ダ	1400	460	-6	3.5
2021/10/26	雨	3	10	4	4	19.4	6	1	54.0	稍	1:27.5	-0.5	2-2	0.0-38.5	38.4	盛岡	202135102603	C2四組	movie.html?race_id=202135102603	a01e8	坂口裕一	ダ	1400	466	8	29.0
2021/10/11	小雨	4	9	8	8	21.9	7	4	54.0	重	1:15.4	1.4	6-6	0.0-37.5	38.3	盛岡	202135101104	楽天銀行賞	movie.html?race_id=202135101104	a01e8	坂口裕一	ダ	1200	458	5	2.9
2021/10/04	晴	5	11	7	8	82.5	5	6	54.0	良	1:15.2	2.2	6-7	0.0-37.3	38.3	盛岡	202135100405	C2四組	movie.html?race_id=202135100405	a01e8	坂口裕一	ダ	1200	453	-4	0.0
2021/09/20	晴	5	11	2	2	15.7	4	4	54.0	稍	1:15.7	0.4	7-6	0.0-39.5	39.0	盛岡	202135092005	C2四組	movie.html?race_id=202135092005	a01e8	坂口裕一	ダ	1200	457	3	2.9
2021/09/07	晴	3	11	6	6	2.2	1	8	54.0	良	1:17.9	1.9	9-9	0.0-39.9	38.7	盛岡	202135090703	C2四組	movie.html?race_id=202135090703	a01e8	坂口裕一	ダ	1200	454	2	0.0
2021/08/24	曇	4	8	8	8	8.3	3	3	54.0	良	1:30.1	1.2	4-4	0.0-40.4	41.2	盛岡	202135082404	3歳C1三組	movie.html?race_id=202135082404	a01e8	坂口裕一	ダ	1400	452	3	8.0
2021/08/02	晴	2	9	8	9	1.5	1	1	54.0	良	1:16.0	-0.2	3-3	0.0-39.3	38.9	盛岡	202135080202	3歳C2三組	movie.html?race_id=202135080202	a01e8	坂口裕一	ダ	1200	449	1	35.0
2021/07/19	晴	5	8	1	1	5.8	3	4	54.0	良	1:17.0	1.1	5-5	0.0-39.6	39.9	盛岡	202135071905	3歳C2三組	movie.html?race_id=202135071905	a01e8	坂口裕一	ダ	1200	448	5	3.5
2021/05/26	晴	8	10	7	8	64.5	8	7	54.0	良	1:45.8	3.7	7-8-9-8	38.5-37.5	39.7	川崎	202145052608	エメラルドフラワー賞	movie.html?race_id=202145052608	05524	笹川翼	ダ	1600	443	1	0.0
2021/05/09	曇	3	14	1	1	198.2	13	9	51.0	良	1:57.6	1.7	8-11-12-12	37.6-40.5	40.0	新潟	202104020203	3歳未勝利	202104020203	01177	小林凌大	ダ	1800	442	0	0.0
2021/04/17	小雨	2	15	5	9	240.3	15	13	54.0	稍	1:14.2	1.6	12-11	34.0-38.6	38.2	新潟	202104010302	3歳未勝利	202104010302	01091	丹内祐次	ダ	1200	442	-2	0.0
2021/03/13	雨	4	16	5	10	219.1	15	8	51.0	不	1:13.8	2.9	11-11	33.8-37.1	37.8	中山	202106020504	3歳未勝利	202106020504	01188	永野猛蔵	ダ	1200	444	2	0.0
2021/01/10	晴	2	16	8	16	274.2	16	11	53.0	良	2:00.3	2.4	12-12-8-8	38.3-40.1	41.7	中山	202106010302	3歳未勝利	202106010302	01179	菅原明良	ダ	1800	442	-8	0.0
2020/10/31	晴	6	15	8	15	34.4	7	12	54.0	良	1:42.7	4.4	9-8	36.4-36.7	40.1	東京	202005040706	2歳新馬	202005040706	01095	吉田隼人	ダ	1600	450	0	0.0
