waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102923	アメリカンベイビー	牡4	57.0	01018	和田竜	01087	庄野	504	22
2	2	2018110093	フリード	牝3	51.0	01178	斎藤	01028	西園	500	6
3	3	2018110078	アクイール	牝3	52.0	01034	酒井	01135	高橋康	456	-14
3	4	2017100922	フチサンメルチャン	牡4	57.0	00894	小牧	01040	服部	464	6
4	5	2018102377	サウンドブレイズ	牡3	51.0	01191	松本	01159	高柳大	496	-10
4	6	2018101891	ポケットロケット	牝3	52.0	01128	川須	01069	中尾	488	4
5	7	2018104380	コパノキャッチング	牡3	51.0	01186	角田	01018	宮	458	-2
5	8	2017102513	コズミックランナー	牡4	57.0	01157	鮫島駿	01173	長谷川	442	4
6	9	2018102717	ジョーミニスター	牝3	52.0	01099	鮫島良	01039	中竹	408	0
6	10	2018103636	ワキノクイーン	牝3	52.0	01130	高倉	01073	宮本	452	0
7	11	2018104164	ニホンピロジャック	牡3	54.0	00732	幸	01065	大橋	454	-1
7	12	2018101593	スナークショウエン	牝3	51.0	01168	富田	01003	川村	470	-6
8	13	2017100657	ターコイズリング	牝4	55.0	01037	太宰	01056	本間	472	-2
8	14	2018103058	ピュアブリス	牝3	52.0	01126	松山	01157	杉山晴	460	18
