rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		スマートワイバーン	牡4	56.0		笠野雄大	0:47.5		2-1	35.5	1.6	1	493	-8		山中尊徳		（株）大川徹ホール	100.0
2	8	10		アイモンスター	牝5	54.0		笹川翼	0:47.6	1/2	3-2	35.4	15.5	5	472	-2		岡田一男		ライフエンタープライ	35.0
3	7	8		ダンストンラソ	牝6	54.0		張田昂	0:48.2	3.0	8-7	35.8	5.6	3	438	2		野口孝		伊藤治子	20.0
4	5	5		シェナホープ	牡4	56.0		内田利雄	0:48.2	アタマ	7-4	35.9	21.6	6	477	-4		吉田正美		冨田藤男	15.0
5	4	4		トーアコハク	牝4	54.0		酒井忍	0:48.3	1/2	1-3	36.3	5.0	2	468	3		斉藤敏		高山ランド（株）	10.0
6	8	11		エック	牡4	56.0		寺島憂人	0:48.4	3/4	6-6	36.1	32.2	7	441	3		水野貴史		シグラップ・マネジメ	
7	7	9		ペシュジェイド	牝5	54.0		吉井章	0:48.8	2.0	4-5	36.8	9.3	4	448	-18		藤原智行		三岡有香	
8	6	6		エイシントークン	牝5	54.0		高橋哲也	0:49.4	3.0	5-8	37.4	136.9	10	446	-2		山越光		廣瀬由一	
9	1	1		ビーポーレン	牝4	54.0		柴田勇真	0:49.6	1.1/2	9-9	37.2	82.7	8	473	1		小野寺晋		安田功夫	
10	3	3		パパドプロス	牝6	54.0		半澤慶実	0:49.9	1.1/2	10-10	36.5	197.7	11	488	-4		酒井一則		小嶋安夫	
11	6	7		ジェームス	牡7	52.0		中島良美	0:50.9	5.0	11-11	37.5	120.2	9	510	2		川島豊		（株）ファーストビ	
