	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201255010201	ダ	右	1300	曇	良	10:45	C2ー30組		2012-1-2	17	佐賀	1	(馬齢)		7.0	130.0	1.0	7.0	100	1.0	3.0	160	2.0	3-7	220.0	1.0	3-7	120	1.0	1-7	170	3.0	1-3	350	5.0	7=>3	250.0	1.0	1-3-7	460.0	2.0	7=>3=>1	900.0	3.0	7621345.0	7623145.0	7216345.0	7123564.0								
201255010202	ダ	右	1300	曇	良	11:15	C2ー26組		2012-1-2	17	佐賀	1	(馬齢)		4.0	110.0	1.0	4.0	110	1.0	7.0	180	3.0	4-7	120.0	1.0	4-7	120	1.0	1-4	380	4.0	1-7	380	5.0	4=>7	170.0	1.0	1-4-7	370.0	2.0	4=>7=>1	640.0	2.0	4172356.0	4712356.0	4712356.0	4713256.0								
201255010203	ダ	右	1300	曇	良	11:45	C2ー32組		2012-1-2	17	佐賀	1	(馬齢)		3.0	110.0	1.0	3.0	100	1.0	1.0	130	3.0	1-3	320.0	2.0	1-3	220	3.0	3-6	180	2.0	1-6	480	7.0	3=>1	400.0	3.0	1-3-6	590.0	3.0	3=>1=>6	970.0	5.0	13865472.0	13865472.0	31685742.0	31658742.0			6.0	150.0	4.0			
201255010204	ダ	右	1300	曇	良	12:15	C2ー28組		2012-1-2	17	佐賀	1	(馬齢)		6.0	180.0	1.0	6.0	130	2.0	7.0	150	3.0	6-7	510.0	1.0	6-7	220	1.0	2-6	1,690	18.0	2-7	700	14.0	6=>7	940.0	2.0	2-6-7	3730.0	14.0	6=>7=>2	9420.0	33.0	34716528.0	34716528.0	37641528.0	73625418.0			2.0	410.0	7.0			
201255010205	ダ	右	1300	曇	良	12:55	C2ー24組		2012-1-2	17	佐賀	1	(馬齢)		6.0	160.0	1.0	6.0	100	1.0	2.0	130	3.0	2-6	1110.0	2.0	2-6	170	2.0	4-6	100	1.0	2-4	270	4.0	6=>2	1040.0	3.0	2-4-6	240.0	1.0	6=>2=>4	1610.0	6.0	24685731.0	24658731.0	24658371.0	26453781.0			4.0	100.0	2.0			
201255010206	ダ	右	1400	曇	良	13:30	C2ー22組		2012-1-2	17	佐賀	1	(馬齢)		5.0	110.0	1.0	5.0	100	1.0	4.0	110	2.0	4-5	220.0	1.0	4-5	110	1.0	3-5	150	2.0	3-4	260	4.0	5=>4	210.0	1.0	3-4-5	290.0	1.0	5=>4=>3	480.0	1.0	54387612.0	54378162.0	54371682.0	54371268.0			3.0	140.0	4.0			
201255010207	ダ	右	1400	曇	良	14:05	C2ー20組		2012-1-2	17	佐賀	1	(馬齢)		1.0	120.0	1.0	1.0	100	1.0	8.0	130	2.0	1-8	420.0	2.0	1-8	220	2.0	1-6	300	3.0	6-8	780	10.0	1=>8	420.0	2.0	1-6-8	850.0	5.0	1=>8=>6	1540.0	4.0	16875423.0	16875243.0	16875432.0	16875432.0			6.0	150.0	4.0			
201255010301	ダ	右	1300	曇	良	10:45	C2ー31組		2012-1-3	17	佐賀	2	(馬齢)		7.0	490.0	2.0	7.0	100	3.0	2.0	100	1.0	2-7	920.0	3.0	2-7	210	3.0	7-8	110	1.0	2-8	160	2.0	7=>2	1270.0	4.0	2-7-8	250.0	1.0	7=>2=>8	2270.0	8.0	834725961.0	827354619.0	827534961.0	872534961.0			8.0	100.0	2.0	2-7	790.0	3.0
201255010302	ダ	右	1300	曇	良	11:15	C2ー29組		2012-1-3	17	佐賀	2	(馬齢)		2.0	290.0	2.0	2.0	100	2.0	5.0	100	1.0	2-5	160.0	1.0	2-5	100	1.0	1-2	120	3.0	1-5	110	2.0	2=>5	460.0	2.0	1-2-5	170.0	1.0	2=>5=>1	740.0	3.0	25716834.0	25716384.0	25176384.0	25167384.0			1.0	100.0	3.0			
201255010303	ダ	右	1300	曇	良	11:45	C2ー27組		2012-1-3	17	佐賀	2	(馬齢)		3.0	370.0	3.0	3.0	200	3.0	6.0	980	8.0	3-6	4630.0	15.0	3-6	1,550	19.0	3-8	280	3.0	6-8	1,480	18.0	3=>6	6400.0	20.0	3-6-8	3820.0	13.0	3=>6=>8	33950.0	87.0	84573612.0	84356172.0	84536712.0	84356271.0			8.0	100.0	1.0			
201255010304	ダ	右	1300	曇	良	12:20	C2ー25組		2012-1-3	17	佐賀	2	(馬齢)		5.0	170.0	1.0	5.0	110	2.0	8.0	110	1.0	5-8	170.0	1.0	5-8	130	1.0	3-5	580	7.0	3-8	1,120	14.0	5=>8	290.0	1.0	3-5-8	1280.0	4.0	5=>8=>3	3200.0	11.0	56843712.0	56834712.0	56834721.0	58637142.0			3.0	520.0	6.0			
201255010305	ダ	右	1300	曇	良	12:55	C2ー23組		2012-1-3	17	佐賀	2	(馬齢)		2.0	380.0	2.0	2.0	140	2.0	7.0	460	7.0	2-7	13180.0	18.0	2-7	1,880	17.0	2-5	980	11.0	5-7	2,700	22.0	2=>7	19670.0	30.0	2-5-7	37530.0	40.0	2=>7=>5	260380.0	210.0	23645178.0	23461578.0	23641578.0	23476158.0			5.0	250.0	3.0			
201255010306	ダ	右	1400	曇	良	13:30	C2ー21組		2012-1-3	17	佐賀	2	(馬齢)		7.0	200.0	1.0	7.0	100	1.0	1.0	110	2.0	1-7	140.0	1.0	1-7	100	1.0	4-7	180	2.0	1-4	190	3.0	7=>1	270.0	2.0	1-4-7	220.0	1.0	7=>1=>4	740.0	2.0	78413652.0	78146352.0	71846352.0	71846352.0			4.0	170.0	4.0			
201255010401	ダ	右	1300	小雪	良	10:45	3歳ー6組		2012-1-4	17	佐賀	3	(馬齢)		7.0	190.0	1.0	7.0	120	2.0	8.0	160	3.0	7-8	360.0	1.0	7-8	160	1.0	3-7	310	4.0	3-8	550	9.0	7=>8	620.0	1.0	3-7-8	610.0	2.0	7=>8=>3	2710.0	5.0	796813524.0	796853142.0	789635142.0	783691452.0			3.0	170.0	4.0	7-8	170.0	1.0
201255010402	ダ	右	1400	雪	良	11:15	C2ー13組		2012-1-4	17	佐賀	3	(馬齢)		6.0	130.0	1.0	6.0	100	1.0	5.0	120	2.0	5-6	120.0	1.0	5-6	110	1.0	3-6	580	7.0	3-5	650	8.0	6=>5	140.0	1.0	3-5-6	740.0	3.0	6=>5=>3	1210.0	5.0	2657413.0	2657431.0	6257431.0	6523471.0								
201255010403	ダ	右	1400	雪	良	11:45	C2ー17組		2012-1-4	17	佐賀	3	(馬齢)		5.0	3140.0	5.0	5.0	370	6.0	2.0	160	4.0	2-5	2180.0	6.0	2-5	820	10.0	5-6	470	4.0	2-6	250	2.0	5=>2	9620.0	18.0	2-5-6	1480.0	6.0	5=>2=>6	22720.0	50.0	26845173.0	26845713.0	26845713.0	26854137.0			6.0	100.0	1.0			
201255010404	ダ	右	1400	雪	良	12:15	C2ー15組		2012-1-4	17	佐賀	3	(馬齢)		2.0	170.0	1.0	2.0	140	2.0	7.0	330	5.0	2-7	1190.0	4.0	2-7	400	5.0	2-5	300	4.0	5-7	940	10.0	2=>7	1480.0	5.0	2-5-7	1570.0	5.0	2=>7=>5	5350.0	17.0	27153486.0	27153846.0	27153846.0	27135846.0			5.0	260.0	3.0			
201255010405	ダ	右	1400	雪	良	12:50	3歳ー4組		2012-1-4	17	佐賀	3	(馬齢)		5.0	290.0	1.0	5.0	100	2.0	9.0	110	3.0	5-9	450.0	1.0	5-9	260	1.0	4-5	290	2.0	4-9	360	6.0	5=>9	690.0	1.0	4-5-9	580.0	1.0	5=>9=>4	2350.0	1.0	758923614.0	758926143.0	758961243.0	598761423.0			4.0	100.0	1.0	5-8	210.0	1.0
201255010406	ダ	右	1400	雪	良	13:25	C2ー11組		2012-1-4	17	佐賀	3	(馬齢)		4.0	140.0	1.0	4.0	150	2.0	2.0	570	7.0	2-4	800.0	5.0	2-4	430	5.0	4-5	750	10.0	2-5	3,090	23.0	4=>2	1520.0	6.0	2-4-5	6900.0	19.0	4=>2=>5	30350.0	71.0	47568213.0	47562813.0	47562813.0	45126783.0			5.0	520.0	6.0			
201255010407	ダ	右	1400	雪	良	14:00	C2ー9組		2012-1-4	17	佐賀	3	(馬齢)		8.0	740.0	4.0	8.0	470	6.0	3.0	200	3.0	3-8	800.0	4.0	3-8	360	4.0	7-8	6,530	25.0	3-7	5,390	22.0	8=>3	2230.0	9.0	3-7-8	24700.0	34.0	8=>3=>7	205190.0	182.0	23546817.0	23546817.0	23456817.0	83246751.0			7.0	1,420	8.0			
201255010408	ダ	右	1400	雪	良	14:35	C2ー7組		2012-1-4	17	佐賀	3	(馬齢)		5.0	390.0	3.0	5.0	270	5.0	2.0	350	6.0	2-5	2820.0	8.0	2-5	470	5.0	5-7	180	2.0	2-7	520	7.0	5=>2	4630.0	12.0	2-5-7	980.0	3.0	5=>2=>7	12650.0	34.0	52317846.0	53271846.0	53271846.0	52176348.0			7.0	110	1.0			
201255010409	ダ	右	1400	雪	良	15:50	福寿草賞		2012-1-4	17	佐賀	3	(馬齢)		1.0	120.0	1.0	1.0	110	1.0	4.0	220	4.0	1-4	600.0	2.0	1-4	190	2.0	1-3	250	3.0	3-4	620	10.0	1=>4	760.0	3.0	1-3-4	1130.0	4.0	1=>4=>3	2920.0	9.0	145263879.0	145283679.0	145283679.0	142385769.0			3.0	330	5.0	1-4	440.0	2.0
201255010410	ダ	右	1750	雪	良	16:30	新春特別 		2012-1-4	17	佐賀	3	(別定)		1.0	300.0	2.0	1.0	100	1.0	5.0	110	3.0	1-5	1110.0	5.0	1-5	230	4.0	1-6	170	1.0	5-6	290	5.0	1=>5	1600.0	8.0	1-5-6	510.0	2.0	1=>5=>6	3770.0	13.0	71836524.0	71836524.0	17635248.0	16352478.0			6.0	110	2.0			
201255010501	ダ	右	1300	曇	良	10:45	3歳ー7組		2012-1-5	17	佐賀	4	(馬齢)		8.0	170.0	1.0	8.0	100	1.0	1.0	210	4.0	1-8	470.0	3.0	1-8	430	6.0	5-8	320	3.0	1-5	560	7.0	8=>1	800.0	4.0	1-5-8	960.0	5.0	8=>1=>5	2890.0	10.0	236185749.0	283165749.0	281356749.0	816532749.0			5.0	210	5.0	1-8	580.0	3.0
201255010502	ダ	右	1300	曇	良	11:20	3歳ー5組		2012-1-5	17	佐賀	4	(馬齢)		5.0	1110.0	4.0	5.0	170	4.0	6.0	120	2.0	5-6	550.0	2.0	5-6	200	2.0	2-5	350	5.0	2-6	220	4.0	5=>6	1680.0	7.0	2-5-6	630.0	3.0	5=>6=>2	6020.0	23.0	17564238.0	17564283.0	16572438.0	61527438.0			2.0	110	1.0			
201255010503	ダ	右	1400	曇	良	11:55	C2ー12組		2012-1-5	17	佐賀	4	(馬齢)		7.0	520.0	2.0	7.0	100	1.0	2.0	100	2.0	2-7	160.0	1.0	2-7	110	1.0	1-7	550	9.0	1-2	300	6.0	7=>2	840.0	3.0	1-2-7	630.0	3.0	7=>2=>1	5060.0	14.0	7421365.0	7421365.0	7214365.0	7214365.0								
201255010504	ダ	右	1400	曇	良	12:30	C2ー16組		2012-1-5	17	佐賀	4	(馬齢)		2.0	350.0	2.0	2.0	120	3.0	3.0	110	2.0	2-3	240.0	1.0	2-3	130	1.0	2-8	220	3.0	3-8	150	2.0	2=>3	510.0	2.0	2-3-8	270.0	1.0	2=>3=>8	870.0	1.0	2385147.0	2385174.0	2385174.0	2385741.0			8.0	100	1.0			
201255010505	ダ	右	1400	曇	良	13:05	C2ー14組		2012-1-5	17	佐賀	4	(馬齢)		7.0	800.0	3.0	7.0	140	2.0	6.0	100	1.0	6-7	290.0	2.0	6-7	170	2.0	1-7	240	5.0	1-6	130	1.0	7=>6	1220.0	5.0	1-6-7	290.0	1.0	7=>6=>1	3760.0	13.0	87632145.0	87632145.0	78612345.0	71683245.0			1.0	150	4.0			
201255010506	ダ	右	1400	曇	良	13:40	C2ー10組		2012-1-5	17	佐賀	4	(馬齢)		4.0	1210.0	5.0	4.0	380	5.0	3.0	720	7.0	3-4	9780.0	16.0	3-4	1,160	14.0	2-4	620	9.0	2-3	1,490	16.0	4=>3	10060.0	24.0	2-3-4	5460.0	17.0	4=>3=>2	67630.0	114.0	12537486.0	12537846.0	12538476.0	21348576.0			2.0	260	3.0			
201255010507	ダ	右	1400	曇	良	14:15	3歳ー3組		2012-1-5	17	佐賀	4	(馬齢)		6.0	470.0	3.0	6.0	250	5.0	5.0	140	2.0	5-6	460.0	2.0	5-6	210	3.0	6-7	260	4.0	5-7	190	1.0	6=>5	1300.0	7.0	5-6-7	430.0	1.0	6=>5=>7	2830.0	8.0	25916473.0	25916473.0	25961734.0	52671934.0			7.0	200	4.0	5-6	750.0	4.0
201255010508	ダ	右	1400	曇	良	14:50	C2ー8組		2012-1-5	17	佐賀	4	(馬齢)		7.0	270.0	2.0	7.0	110	2.0	6.0	100	1.0	6-7	160.0	1.0	6-7	130	1.0	5-7	260	4.0	5-6	170	2.0	7=>6	360.0	2.0	5-6-7	250.0	1.0	7=>6=>5	860.0	2.0	57648231.0	57684231.0	57684213.0	75648213.0			5.0	140	3.0			
201255010509	ダ	右	1750	曇	良	15:30	ニューイヤー特選		2012-1-5	17	佐賀	4	(馬齢)		6.0	120.0	1.0	6.0	110	1.0	1.0	420	8.0	1-6	1820.0	7.0	1-6	580	7.0	6-10	310	3.0	1-10	1,180	15.0	6=>1	2560.0	10.0	1-6-10	3510.0	12.0	6=>1=>10	13930.0	43.0	12673104985.0	12679310845.0	12658910437.0	16210859437.0			10.0	140	2.0	1-6	1810.0	7.0
201255010510	ダ	右	1400	曇	良	16:10	初春賞		2012-1-5	17	佐賀	4	(馬齢)		4.0	660.0	3.0	4.0	180	3.0	5.0	100	1.0	4-5	620.0	3.0	4-5	180	3.0	2-4	170	2.0	2-5	110	1.0	4=>5	1130.0	5.0	2-4-5	220.0	1.0	4=>5=>2	1690.0	8.0	462513.0	462513.0	465231.0	425163.0								
201255011401	ダ	右	1400	曇	良	10:45	3歳ー4組		2012-1-14	18	佐賀	1	(馬齢)		2.0	250.0	2.0	2.0	160	1.0	5.0	170	2.0	2-5	180.0	1.0	2-5	120	1.0	2-6	220	5.0	5-6	170	3.0	2=>5	770.0	2.0	2-5-6	540.0	2.0	2=>5=>6	2040.0	8.0	653214.0	652314.0	526314.0	526314.0								
201255011402	ダ	右	1300	曇	良	11:15	C2ー31組		2012-1-14	18	佐賀	1	(馬齢)		6.0	110.0	1.0	6.0	100	1.0	1.0	140	3.0	1-6	180.0	1.0	1-6	110	1.0	6-7	250	4.0	1-7	600	10.0	6=>1	210.0	1.0	1-6-7	950.0	4.0	6=>1=>7	1400.0	4.0	67183524.0	67183452.0	67138542.0	67183542.0			7.0	210	5.0			
201255011403	ダ	右	1300	曇	良	11:50	C2ー29組		2012-1-14	18	佐賀	1	(馬齢)		1.0	130.0	1.0	1.0	100	1.0	7.0	100	2.0	1-7	230.0	2.0	1-7	120	2.0	1-2	120	1.0	2-7	150	3.0	1=>7	320.0	1.0	1-2-7	200.0	1.0	1=>7=>2	580.0	2.0	72438165.0	72438165.0	72418365.0	72148365.0			2.0	140	4.0			
201255011404	ダ	右	1300	曇	良	12:25	C2ー27組		2012-1-14	18	佐賀	1	(馬齢)		2.0	290.0	2.0	2.0	110	2.0	1.0	100	1.0	1-2	160.0	1.0	1-2	110	1.0	2-3	220	3.0	1-3	220	4.0	2=>1	700.0	3.0	1-2-3	260.0	1.0	2=>1=>3	2520.0	8.0	82415376.0	82413576.0	21843756.0	21378456.0			3.0	110	3.0			
201255011405	ダ	右	1300	曇	良	13:05	C2ー25組		2012-1-14	18	佐賀	1	(馬齢)		6.0	730.0	4.0	6.0	150	3.0	7.0	160	5.0	6-7	1400.0	7.0	6-7	510	9.0	2-6	180	1.0	2-7	360	5.0	6=>7	2430.0	10.0	2-6-7	940.0	4.0	6=>7=>2	8550.0	34.0	74253618.0	74253618.0	72456318.0	72465318.0			2.0	130	1.0			
201255011406	ダ	右	1400	曇	良	13:40	C2ー23組		2012-1-14	18	佐賀	1	(馬齢)		5.0	210.0	1.0	5.0	110	1.0	1.0	710	6.0	1-5	3100.0	10.0	1-5	840	11.0	2-5	270	3.0	1-2	1,030	13.0	5=>1	4900.0	17.0	1-2-5	2650.0	10.0	5=>1=>2	19320.0	53.0	561723.0	561723.0	561723.0	517623.0								
201255011407	ダ	右	1400	曇	良	14:15	C2ー21組		2012-1-14	18	佐賀	1	(馬齢)		6.0	720.0	4.0	6.0	140	2.0	9.0	110	1.0	6-9	710.0	3.0	6-9	250	3.0	2-6	1,340	17.0	2-9	780	10.0	6=>9	1990.0	7.0	2-6-9	4420.0	13.0	6=>9=>2	22320.0	59.0	239681745.0	239687145.0	239681745.0	962318754.0			2.0	440	7.0	6-8	410.0	3.0
201255011408	ダ	右	1400	曇	良	14:55	C1ー4組		2012-1-14	18	佐賀	1	(馬齢)		4.0	380.0	3.0	4.0	160	3.0	2.0	110	1.0	2-4	410.0	2.0	2-4	230	2.0	4-5	490	8.0	2-5	330	5.0	4=>2	850.0	4.0	2-4-5	670.0	3.0	4=>2=>5	3270.0	14.0	27835416.0	27385416.0	27384516.0	24357186.0			5.0	220	5.0			
201255011409	ダ	右	1800	曇	良	16:10	M&Kジョッキーズカ 		2012-1-14	18	佐賀	1	(別定)		2.0	470.0	3.0	2.0	170	4.0	5.0	150	2.0	2-5	550.0	2.0	2-5	300	2.0	2-3	530	7.0	3-5	360	4.0	2=>5	1190.0	3.0	2-3-5	1120.0	4.0	2=>5=>3	4370.0	9.0	13629105874.0	13629105784.0	13621095784.0	31259768410.0			3.0	200	5.0	2-5	670.0	2.0
201255011501	ダ	右	1300	曇	良	10:45	C2ー26組		2012-1-15	18	佐賀	2	(馬齢)		4.0	110.0	1.0	4.0	100	1.0	3.0	100	2.0	3-4	160.0	1.0	3-4	110	1.0	2-4	160	3.0	2-3	260	5.0	4=>3	180.0	1.0	2-3-4	270.0	2.0	4=>3=>2	430.0	2.0	34521.0	34521.0	34512.0	34521.0								
201255011502	ダ	右	1300	曇	良	11:20	C2ー30組		2012-1-15	18	佐賀	2	(馬齢)		2.0	260.0	1.0	2.0	110	2.0	7.0	100	1.0	2-7	380.0	2.0	2-7	200	2.0	2-6	350	5.0	6-7	250	4.0	2=>7	730.0	4.0	2-6-7	670.0	3.0	2=>7=>6	3040.0	11.0	62547138.0	65247138.0	65724138.0	76254138.0			6.0	120	4.0			
201255011503	ダ	右	1300	曇	良	11:55	C2ー28組		2012-1-15	18	佐賀	2	(馬齢)		3.0	1030.0	3.0	3.0	240	3.0	8.0	370	6.0	3-8	10350.0	13.0	3-8	1,900	14.0	1-3	3,400	18.0	1-8	3,840	20.0	3=>8	22770.0	27.0	1-3-8	40690.0	35.0	3=>8=>1	323090.0	191.0	1785634.0	1786534.0	1876354.0	1783645.0			1.0	400	7.0			
201255012201	ダ	右	900	曇	稍重	10:45	C2ー36組		2012-1-22	18	佐賀	4	(馬齢)		4.0	320.0	2.0	4.0	100	2.0	5.0	100	1.0	4-5	130.0	1.0	4-5	100	1.0	1-4	240	4.0	1-5	180	2.0	4=>5	550.0	2.0	1-4-5	240.0	1.0	4=>5=>1	1390.0	5.0			451967328.0	451697328.0			1.0	240	7.0	4-5	140.0	1.0
