	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201245010101	ダ	左	1400	晴	良	11:30	4歳12		2012-1-1	11	川崎	1	32万円未満		1.0	370.0	3.0	1.0	130	3.0	2.0	100	1.0	7.0	100	2.0	1-2	650.0	3.0	1-2	640.0	3.0	1-2	230	3.0	1-7	230	2.0	2-7	150	1.0	1=>2	1110.0	5.0	1=>2	1510.0	6.0	1-2-7	410.0	1.0	1=>2=>7	2820.0	5.0	1392711105864	1,3,(2,9),7,11,5,10,6,8,4	1,3,9,7,2,11,10,(5,6),8,4	1,(2,9),7,3,11,5,10,6,8,4	12.8 - 12.3 - 13.9 - 12.4 - 12.8 - 14.0 - 13.0	12.8 - 25.1 - 39.0 - 51.4 - 64.2 - 78.2 - 91.2 (39.0-39.8)
201245010102	ダ	左	1400	晴	良	12:00	4歳11		2012-1-1	11	川崎	1	32万円以上57万円未満		4.0	170.0	1.0	4.0	100	1.0	3.0	110	3.0	6.0	100	2.0				3-4	280.0	1.0	3-4	120	2.0	4-6	120	1.0	3-6	130	3.0				4=>3	510.0	2.0	3-4-6	190.0	1.0	4=>3=>6	890.0	2.0	3567421	3564721	(3,5,6),4,1,7,2	3,(5,6),4,1,2,7	13.4 - 12.8 - 13.8 - 11.9 - 12.9 - 13.9 - 13.3	13.4 - 26.2 - 40.0 - 51.9 - 64.8 - 78.7 - 92.0 (40.0-40.1)
201245010103	ダ	左	1500	晴	良	12:30	特選		2012-1-1	11	川崎	1	91万円以上191万円未満		11.0	420.0	3.0	11.0	180	4.0	10.0	170	3.0	4.0	690	9.0	6-7	570.0	3.0	10-11	1700.0	7.0	10-11	710	7.0	4-11	1,880	20.0	4-10	2,550	26.0	7=>6	1290.0	6.0	11=>10	2780.0	10.0	4-10-11	11530.0	35.0	11=>10=>4	44410.0	116.0	1191314348102712165	11,9,13,14,(3,4),8,2,10,1,7,(6,12),5	11,(9,13),(4,14),8,10,2,3,1,(6,7),12,5	11,9,13,4,2,8,10,14,1,(3,6),7,12,5	6.2 - 11.5 - 13.1 - 13.9 - 12.1 - 13.1 - 14.0 - 13.9	6.2 - 17.7 - 30.8 - 44.7 - 56.8 - 69.9 - 83.9 - 97.8 (30.8-41.0)
201245010104	ダ	左	1500	晴	良	13:00	特選		2012-1-1	11	川崎	1	91万円以上191万円未満		2.0	140.0	1.0	2.0	100	1.0	10.0	110	2.0	12.0	160	3.0	2-7	180.0	1.0	2-10	180.0	1.0	2-10	120	1.0	2-12	280	2.0	10-12	330	4.0	2=>7	280.0	1.0	2=>10	270.0	1.0	2-10-12	630.0	1.0	2=>10=>12	1250.0	1.0	21018761391245113	21018713612951143	2,10,8,1,12,9,13,(6,7),5,4,11,3	2,10,(1,8),12,9,(7,6,13),3,4,5,11	6.1 - 11.4 - 13.0 - 13.6 - 12.0 - 12.6 - 13.3 - 12.7	6.1 - 17.5 - 30.5 - 44.1 - 56.1 - 68.7 - 82.0 - 94.7 (30.5-38.6)
201245010105	ダ	左	1400	晴	良	13:30	C315　1617		2012-1-1	11	川崎	1			1.0	240.0	1.0	1.0	120	1.0	4.0	140	4.0	8.0	140	2.0	1-4	680.0	2.0	1-4	710.0	2.0	1-4	320	5.0	1-8	200	1.0	4-8	300	3.0	1=>4	1160.0	4.0	1=>4	1310.0	4.0	1-4-8	700.0	2.0	1=>4=>8	3140.0	5.0	49185102367	4,(1,9),8,2,5,10,3,6,7	4,9,8,1,(2,6),5,3,10,7	4,(1,9),8,2,6,3,5,10,7	13.3 - 12.7 - 13.3 - 12.1 - 13.0 - 14.2 - 14.2	13.3 - 26.0 - 39.3 - 51.4 - 64.4 - 78.6 - 92.8 (39.3-41.4)
201245010106	ダ	左	1400	晴	良	14:00	C315　1617		2012-1-1	11	川崎	1			5.0	510.0	3.0	5.0	210	3.0	3.0	320	6.0	1.0	310	5.0	3-5	1870.0	8.0	3-5	1510.0	9.0	3-5	590	9.0	1-5	740	11.0	1-3	1,210	16.0	5=>3	4840.0	19.0	5=>3	2760.0	13.0	1-3-5	5400.0	20.0	5=>3=>1	21540.0	80.0	105834111961227	510438111692127	5,10,4,8,3,(1,9),6,11,(2,12),7	543101962812711	13.2 - 12.6 - 13.6 - 12.2 - 13.1 - 13.8 - 13.8	13.2 - 25.8 - 39.4 - 51.6 - 64.7 - 78.5 - 92.3 (39.4-40.7)
201245010107	ダ	左	1400	晴	良	14:30	圭将&枝里子ウエディ		2012-1-1	11	川崎	1			1.0	1070.0	4.0	1.0	220	5.0	11.0	120	1.0	3.0	360	8.0	1-8	600.0	3.0	1-11	1130.0	2.0	1-11	510	6.0	1-3	3,710	26.0	3-11	1,600	15.0	1=>8	2210.0	8.0	1=>11	3710.0	11.0	1-3-11	14590.0	32.0	1=>11=>3	120030.0	199.0	2,11,10,5,1,(4,9),3,8,6,7	2111015493867	2,11,10,1,9,5,(3,8),6,4,7	(2,11),1,10,3,5,9,8,(4,6),7	13.2 - 12.6 - 13.7 - 12.2 - 13.2 - 13.9 - 13.7	13.2 - 25.8 - 39.5 - 51.7 - 64.9 - 78.8 - 92.5 (39.5-40.8)
201245010108	ダ	左	1600	晴	良	15:00	C2五　六		2012-1-1	11	川崎	1			9.0	120.0	1.0	9.0	100	1.0	1.0	170	4.0	3.0	150	2.0	1-7	490.0	2.0	1-9	510.0	2.0	1-9	230	2.0	3-9	180	1.0	1-3	580	9.0	7=>1	610.0	2.0	9=>1	680.0	3.0	1-3-9	870.0	2.0	9=>1=>3	2550.0	6.0	3915271110468	3915271141068	3,9,5,1,(2,7,10),11,6,4,8	3912751110648	12.9 - 11.4 - 13.0 - 13.7 - 12.1 - 13.2 - 13.8 - 13.3	12.9 - 24.3 - 37.3 - 51.0 - 63.1 - 76.3 - 90.1 - 103.4 (37.3-40.3)
201245010109	ダ	左	1400	晴	良	15:35	C2五　六		2012-1-1	11	川崎	1			5.0	330.0	2.0	5.0	120	2.0	1.0	100	1.0	4.0	150	4.0	1-5	300.0	1.0	1-5	330.0	1.0	1-5	150	1.0	4-5	330	5.0	1-4	310	4.0	5=>1	710.0	2.0	5=>1	730.0	2.0	1-4-5	750.0	2.0	5=>1=>4	2800.0	7.0	14683251079	14628357109	1,4,6,2,8,(5,10),3,9,7	(1,4),2,6,8,5,10,7,9,3	12.9 - 12.1 - 13.5 - 12.1 - 12.9 - 13.8 - 13.6	12.9 - 25.0 - 38.5 - 50.6 - 63.5 - 77.3 - 90.9 (38.5-40.3)
201245010110	ダ	左	1600	晴	良	16:10	若水特別 		2012-1-1	11	川崎	1	246万円以上	(別定)	1.0	6520.0	9.0	1.0	1,010	9.0	5.0	140	1.0	7.0	470	8.0	1-5	9980.0	23.0	1-5	12600.0	29.0	1-5	3,600	30.0	1-7	7,390	44.0	5-7	700	9.0	1=>5	89380.0	59.0	1=>5	30360.0	63.0	1-5-7	41780.0	81.0	1=>5=>7	418170.0	571.0	6134105911782	1634510791182	1635411107982	1,5,6,7,8,3,11,(10,9),4,2	13.0 - 10.8 - 12.0 - 13.3 - 12.6 - 14.1 - 14.5 - 14.1	13.0 - 23.8 - 35.8 - 49.1 - 61.7 - 75.8 - 90.3 - 104.4 (35.8-42.7)
