	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201244011601	ダ	右	1200	曇	良	11:00	3歳　未出走		2012-1-16	17	大井	1			8	340	2	8	160	3	3	120	2	7.0	320	6.0	3-8	220.0	1.0	3-8	420	1	3-8	250	1	7-8	620	12	3-7	550	9	8=>3	450.0	1.0	8=>3	1010	2	3-7-8	1760	10	8=>3=>7	6020	19			8,3,2,(6,9),4,7,1,5	832971465	13.0 - 11.7 - 12.2 - 13.3 - 12.3 - 13.3	13.0 - 24.7 - 36.9 - 50.2 - 62.5 - 75.8 (36.9-38.9)
201244011602	ダ	右	1400	曇	良	11:30	3歳　未出走		2012-1-16	17	大井	1			3	890	4	3	200	4	9	120	1	2.0	120	2.0	3-8	690.0	4.0	3-9	880	4	3-9	330	4	2-3	690	12	2-9	260	1	3=>8	1140.0	4.0	3=>9	2670	12	2-3-9	1510	5	3=>9=>2	12780	49		2,9,3,8,(1,4),7,6,5	298371546	298371546	13.1 - 12.3 - 12.8 - 13.3 - 13.6 - 12.4 - 13.1	13.1 - 25.4 - 38.2 - 51.5 - 65.1 - 77.5 - 90.6 (38.2-39.1)
201244011603	ダ	右	1600	曇	良	12:00	3歳		2012-1-16	17	大井	1	81万円以上106万円未満		3	860	3	3	260	5	11	200	3	9.0	160	2.0	2-6	3620.0	13.0	3-11	4030	15	3-11	1,060	13	3-9	690	8	9-11	590	5	2=>6	11000.0	33.0	3=>11	10290	29	3-9-11	3840	11	3=>11=>9	38890	114	49123108714116151315	49312781014116151315	4,9,8,(3,11),12,15,7,13,6,10,14,1,5	4,9,(3,8,11),7,12,13,15,6,10,1,14,5	12.8 - 13.0 - 14.2 - 14.1 - 13.0 - 12.8 - 13.1 - 13.6	12.8 - 25.8 - 40.0 - 54.1 - 67.1 - 79.9 - 93.0 - 106.6 (40.0-39.5)
201244011604	ダ	右	1200	曇	良	12:30	4歳		2012-1-16	17	大井	1	130万円未満		7	290	1	7	140	1	14	610	8	9.0	410	7.0	4-7	2070.0	8.0	7-14	3830	12	7-14	1,150	14	7-9	660	6	9-14	3,920	39	4=>7	2140.0	11.0	7=>14	5530	21	7-9-14	14090	42	7=>14=>9	56370	161			81491111042716561531213	81491101124716653121513	12.9 - 11.3 - 12.1 - 13.2 - 13.0 - 13.9	12.9 - 24.2 - 36.3 - 49.5 - 62.5 - 76.4 (36.3-40.1)
201244011605	ダ	右	1600	曇	良	13:00	4歳		2012-1-16	17	大井	1	130万円未満		2	2140	6	2	250	5	12	110	1	5.0	240	4.0	2-7	1430.0	6.0	2-12	1250	6	2-12	530	5	2-5	2,000	21	5-12	400	3	2=>7	6610.0	19.0	2=>12	4410	12	2-5-12	2950	11	2=>12=>5	25690	73	2125876111414310913	2125876111414391013	2125846711110143913	2,12,5,8,(7,4),6,1,11,10,3,14,9,13	12.9 - 12.5 - 13.6 - 13.4 - 13.0 - 13.2 - 13.2 - 13.9	12.9 - 25.4 - 39.0 - 52.4 - 65.4 - 78.6 - 91.8 - 105.7 (39.0-40.3)
201244011606	ダ	右	1200	曇	良	13:30	C3七　八		2012-1-16	17	大井	1			6	410	2	6	160	2	1	270	5	12.0	280	6.0	1-3	2340.0	12.0	1-6	1650	6	1-6	730	9	6-12	570	4	1-12	1,340	20	3=>1	2660.0	10.0	6=>1	3280	10	1-6-12	6630	25	6=>1=>12	31850	100			7812961315451011421611	7812691315451012161114	12.9 - 11.0 - 11.8 - 13.2 - 13.4 - 13.9	12.9 - 23.9 - 35.7 - 48.9 - 62.3 - 76.2 (35.7-40.5)
201244011607	ダ	右	1600	曇	良	14:00	C3七　八		2012-1-16	17	大井	1			10	1320	6	10	310	6	7	120	1	14.0	340	7.0	5-6	730.0	3.0	7-10	1760	6	7-10	710	8	10-14	2,640	31	7-14	640	5	6=>5	1630.0	6.0	10=>7	4750	17	7-10-14	5670	20	10=>7=>14	43470	133	2131417129435101186	2,13,14,1,(7,12),4,9,3,5,10,11,8,6	1413212719581043611	(13,14),7,2,12,(1,9),5,10,8,4,3,11,6	13.0 - 12.3 - 13.0 - 12.6 - 12.8 - 13.3 - 13.6 - 13.9	13.0 - 25.3 - 38.3 - 50.9 - 63.7 - 77.0 - 90.6 - 104.5 (38.3-40.8)
201244011608	ダ	右	1200	曇	良	14:30	C2三　四		2012-1-16	17	大井	1			8	960	3	8	180	3	9	530	8	13.0	190	4.0	4-5	740.0	3.0	8-9	6550	21	8-9	2,200	21	8-13	790	7	9-13	1,900	18	4=>5	1530.0	5.0	8=>9	10250	31	8-9-13	15880	49	8=>9=>13	135230	343			16814963104151113151272	16,8,9,14,6,10,3,1,4,11,13,5,15,12,(2,7)	12.6 - 11.1 - 12.1 - 13.3 - 12.4 - 12.9	12.6 - 23.7 - 35.8 - 49.1 - 61.5 - 74.4 (35.8-38.6)
201244011609	ダ	右	1600	曇	良	15:00	C2三　四		2012-1-16	17	大井	1			13	11280	12	13	990	10	10	320	4	9.0	200	2.0	6-8	5640.0	17.0	10-13	62750	67	10-13	10,860	66	9-13	6,880	52	9-10	740	6	8=>6	36270.0	54.0	13=>10	99200	113	9-10-13	98560	144	13=>10=>9	1064170	1078	2,9,10,1,(3,6),14,7,8,12,4,13,5,11	2,9,10,(1,3,6),14,7,8,12,4,13,5,11	2910316147812413511	2,9,10,(1,3),6,14,7,8,4,12,13,5,11	12.8 - 12.1 - 13.2 - 12.6 - 12.4 - 12.8 - 13.2 - 13.2	12.8 - 24.9 - 38.1 - 50.7 - 63.1 - 75.9 - 89.1 - 102.3 (38.1-39.2)
201244011610	ダ	右	1600	曇	良	15:30	初午特別競走 		2012-1-16	17	大井	1			14	140	1	14	120	1	6	320	5	2.0	1,150	14.0	3-7	520.0	2.0	6-14	870	2	6-14	570	4	2-14	2,510	24	2-6	9,590	62	7=>3	780.0	3.0	14=>6	1110	3	2-6-14	20710	51	14=>6=>2	48190	114	1,4,(12,14),2,15,8,13,6,16,11,9,3,5,7,10	14214121581361691135710	1,4,14,2,(6,9),(8,15),12,16,5,13,3,11,7,10	16149248516151231171013	12.7 - 11.7 - 13.0 - 12.8 - 12.6 - 12.9 - 12.8 - 12.9	12.7 - 24.4 - 37.4 - 50.2 - 62.8 - 75.7 - 88.5 - 101.4 (37.4-38.6)
