rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	3		ナガタブラック	牡3	54.0		伊藤裕人	1:14.3		9-8	37.3	5.0	3	523	-9		岩本洋		紙透一雄	340.0
2	7	13		モンサンルリアン	牡5	56.0		真島大輔	1:14.4	クビ	3-2	38.4	9.8	4	507	-5		宗形竹見		山下新一	136.0
3	5	10		アムールブラン	牝6	54.0		赤岡修次	1:14.4	ハナ	6-4	38.1	18.6	7	500	-4		宗形竹見		鈴木芳夫	85.0
4	2	4		サンニコーラ	牡4	56.0		吉原寛人	1:14.6	1.1/4	7-7	38.0	3.7	2	485	9		藤田輝信		三嶋昌春	51.0
5	6	11		アポロモンスター	牡5	54.0		吉井章	1:15.1	2.1/2	8-9	38.3	48.7	11	499	0		朝倉実		（株）さくらオフィ	34.0
6	7	14		ボナテスタ	牡6	56.0		笹川翼	1:15.1	クビ	13-12	37.4	14.2	6	451	2		月岡健二		佐々木雄二	
7	8	15		ポルターレ	牡7	56.0		町田直希	1:15.2	3/4	12-13	37.5	26.6	8	504	1		福田真広		伊達敏明	
8	4	7		スカイムーヴァー	牡6	56.0		矢野貴之	1:15.2	ハナ	4-5	39.0	9.9	5	489	-3		久保杉隆		星野壽市	
9	4	8		イチネンセイ	セ8	56.0		富澤希	1:15.2	ハナ	11-11	37.8	111.6	13	505	-3		庄子昭彦		佐藤良男	
10	1	2		ナイキアフォード	牡7	56.0		安藤洋一	1:15.3	1/2	10-10	38.1	38.5	9	474	-3		立花伸		清水龍	
11	6	12		ミラクルウィング	牡6	56.0		和田譲治	1:15.7	2.0	15-14	37.6	143.3	14	456	-5		久保杉隆		星野壽市	
12	1	1		ラルウア	牡4	56.0		横川怜央	1:16.4	3.1/2	14-15	38.5	58.6	12	504	-1		的場直之		河合實貴男	
13	8	16		ニシノゲンキマル	牡8	56.0		高松亮	1:16.6	3/4	5-6	40.3	234.4	15	501	-1		辻野豊		高橋誠	
14	5	9		アライア	牝6	54.0		御神本訓	1:18.0	7.0	2-1	42.2	3.1	1	512	0		橋本和馬		日進牧場	
15	3	6		マドモアゼルサキ	牝5	51.0		大木天翔	1:19.9	9.0	1-2	44.1	43.0	10	480	10		三坂盛雄		高岡義光	
取	3	5		チェゴ	牝4	54.0		山本聡紀					---		計不			佐藤賢二		（有）新生ファーム	
