日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/27	晴	10	16	5	10	12.0	7	8	54.0	良	1:11.7	0.6	15-13	33.0-38.1	36.8	中山	202206020210	ブラッドストーンS(3勝クラス)	202206020210	01158	ダ	1200	514	0	0.0
2022/02/06	曇	12	16	3	5	19.6	7	1	57.0	良	1:18.2	-0.2	13-13	29.2-37.2	35.3	東京	202205010412	4歳以上2勝クラス	202205010412	01158	ダ	1300	514	-2	1110.0
2022/01/10	曇	8	16	4	8	13.2	4	6	56.0	良	1:11.5	0.1	13-9	34.2-37.2	36.3	中山	202206010408	4歳以上2勝クラス	202206010408	01158	ダ	1200	516	2	0.0
2021/12/28	晴	10	16	2	4	8.7	3	3	56.0	良	1:11.5	0.3	16-14	34.0-37.2	35.5	中山	202106050910	ベストウィッシュC(2勝クラス)	202106050910	01158	ダ	1200	514	10	386.8
2021/10/31	小雨	12	16	2	4	74.2	13	12	55.0	稍	1:25.8	1.9	13-13	35.2-36.6	36.4	東京	202105040812	河口湖特別(2勝クラス)	202105040812	01158	ダ	1400	504	10	0.0
2021/10/02	晴	8	15	5	8	10.6	6	1	55.0	稍	1:11.5	-0.1	10-7	34.9-36.6	35.6	中山	202106040808	3歳以上1勝クラス	202106040808	01158	ダ	1200	494	-2	760.0
2021/09/26	曇	6	16	6	12	15.1	6	3	55.0	良	1:11.6	0.2	13-11	33.5-37.9	36.9	中山	202106040706	3歳以上1勝クラス	202106040706	01158	ダ	1200	496	16	190.0
2021/07/11	小雨	8	14	6	10	30.7	8	13	54.0	重	1:48.0	1.5	10-10-12-11	30.0-38.7	39.0	福島	202103010408	3歳以上1勝クラス	202103010408	01127	ダ	1700	480	-4	0.0
2021/05/30	晴	5	16	2	3	29.7	8	12	56.0	良	1:39.3	2.2	8-8	34.7-37.1	38.8	東京	202105021205	3歳1勝クラス	202105021205	01127	ダ	1600	484	-2	0.0
2021/05/02	晴	3	16	1	2	25.9	7	6	56.0	稍	1:25.4	0.2	13-15	34.5-38.4	37.1	東京	202105020403	3歳1勝クラス	202105020403	01127	ダ	1400	486	6	0.0
2021/04/10	晴	7	16	8	15	26.3	9	5	56.0	良	1:11.9	0.5	14-14	33.8-37.6	36.3	中山	202106030507	3歳1勝クラス	202106030507	01127	ダ	1200	480	2	73.0
2021/03/21	雨	4	16	5	10	21.2	9	6	56.0	稍	1:13.1	0.8	5-5	35.0-37.3	37.6	中山	202106020804	3歳1勝クラス	202106020804	01158	ダ	1200	478	-2	0.0
2021/03/06	曇	4	16	5	9	65.2	10	6	56.0	稍	1:12.2	0.8	9-8	33.9-37.5	37.5	中山	202106020304	3歳1勝クラス	202106020304	01127	ダ	1200	480	-2	0.0
2021/02/07	晴	4	16	8	16	74.6	10	11	56.0	良	1:26.8	1.1	9-9	35.4-38.0	38.2	東京	202105010404	3歳1勝クラス	202105010404	01127	ダ	1400	482	0	0.0
2020/09/20	曇	1	13	4	5	2.7	1	1	52.0	良	1:12.9	-0.2	2-2	34.4-38.5	38.4	中山	202006040401	2歳未勝利	202006040401	01164	ダ	1200	482	-2	510.0
2020/08/01	曇	1	15	3	4	5.8	3	13	54.0	重	1:13.9	2.2	2-2	33.9-37.8	39.9	新潟	202004020301	2歳未勝利	202004020301	01127	ダ	1200	484	2	0.0
2020/07/12	小雨	3	16	3	6	22.6	6	2	52.0	不	1:08.3	0.9	7-6	30.9-36.5	35.9	福島	202003020403	2歳未勝利	202003020403	01164	ダ	1150	482	-4	200.0
2020/06/13	雨	5	13	4	4	16.3	6	8	52.0	不	1:28.4	1.6	5-6	37.5-36.4	37.4	東京	202005030305	2歳新馬	202005030305	01164	芝	1400	486	0	0.0
