waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2013102106	ハッピーカリソン			05502	松井伸也	05233	廣森久雄	430	-4
2	2	2018110142	ミラティオ			05389	岩橋勇二	05111	林和弘	544	14
3	3	2017106110	ラウスダケ			05054	坂下秀樹	05460	佐藤英明	440	2
4	4	2018106215	ニーマルエース			05512	阪野学	00886	田中正二	406	-6
5	5	2018103710	ラピッドストリーム			05534	石川倭	05111	林和弘	508	8
6	6	2018103992	ウインクロリス			05091	五十嵐冬	a0373	秋田大助	508	-8
6	7	2018103966	パープルフリージア			05477	黒澤愛斗	a0264	千葉津代	448	0
7	8	2018105761	フィールザスター			05545	山本咲希	05301	村上正和	460	8
7	9	2018100337	アプルヴァ			05411	桑村真明	05364	柳澤好美	504	-6
8	10	2018104260	マイトレジャーフジ			05286	服部茂史	05630	田中淳司	472	10
8	11	2018105578	アーニャ			05592	小野楓馬	05688	小野望	466	-2
