rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	12		フィルストバーン	セ5	57.0		木幡巧也	1:24.4		3-3	37.1	77.2	14	460	-8		斎藤誠		Ｇ１レーシング	1,100.0
2	8	15		シゲルタイタン	牡4	54.0		永野猛蔵	1:24.4	ハナ	8-7	36.5	30.6	9	482	-6		伊藤圭三		森中蕃	440.0
3	4	8		イベリスリーフ	牝5	55.0		石橋脩	1:24.5	3/4	2-2	37.3	62.0	13	454	-14		中舘英二		サンデーレーシング	280.0
4	3	5		ミフトゥーロ	牝6	55.0		嶋田純次	1:24.5	アタマ	5-5	36.9	86.0	15	468	4		堀井雅広		藤田在子	170.0
5	1	1		サトノワールド	牡4	57.0		三浦皇成	1:24.5	ハナ	16-16	35.6	10.3	4	522	0		国枝栄		サトミホースカンパニー	110.0
6	3	6		アキノスマート	牡4	57.0		Ｍ．デム	1:24.6	アタマ	5-7	36.7	6.0	2	510	-6		田中剛		穐吉正孝	
7	1	2		クロッチ	セ4	54.0		小林脩斗	1:24.7	1.0	3-3	37.4	58.8	12	454	0		杉浦宏昭		リトルブルーファーム	
8	7	14		ゲンパチマイティー	牡4	57.0		田辺裕信	1:24.8	クビ	5-5	37.1	13.7	6	508	-20		牧浦充徳		平野武志	
9	5	10		ミツカネプリンス	牡4	57.0		横山武史	1:24.8	ハナ	12-13	36.3	14.9	7	450	-6		鈴木伸尋		小山田満	
10	5	9		ポンペイワーム	牡5	57.0		内田博幸	1:24.8	クビ	14-13	36.3	6.0	3	540	6		畑端省吾		吉田和美	
11	4	7		レッチェバロック	牝4	55.0		ルメール	1:24.9	クビ	1-1	37.8	2.4	1	488	-2		藤沢和雄		吉田和美	
12	7	13		メタルスパーク	牡4	57.0		戸崎圭太	1:25.2	2.0	10-10	36.9	11.7	5	506	4		伊藤圭三		ディアレストクラブ	
13	6	11		インウィクトス	牡4	54.0		原優介	1:25.3	クビ	14-15	36.7	19.1	8	476	2		小桧山悟		加藤厚子	
14	8	16		オレノマニラ	牡6	57.0		丸山元気	1:25.3	クビ	10-10	37.0	58.2	11	440	-4		土田稔		諸岡慶	
15	2	3		スズカユース	牝5	54.0		木幡育也	1:25.4	1/2	12-10	37.1	208.2	16	450	0		柄崎孝		永井啓弍	
16	2	4		パイロジェン	セ5	57.0		江田照男	1:25.5	1/2	8-9	37.4	57.8	10	444	-2		伊藤圭三		ゴドルフィン	
