waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015104583	ハービーボンズ			05217	田中学	a02d4	松平幸秀	443	0
2	2	2013105455	ファイナルコール			05328	下原理	05707	諏訪貴正	492	4
3	3	2015104365	デルマジン			05405	板野央	a02d4	松平幸秀	451	-7
4	4	2015103678	ナリタブルー			a0488	大山龍太	05718	坂本和也	493	3
5	5	2016102479	ヴォルターウルフ			a029e	笹田知宏	05309	山口益巳	498	1
5	6	2012102753	ブレーヴブラッド			a04a9	青海大樹	05744	渡瀬寛彰	491	-1
6	7	2018102329	オリエンタルメラク			05390	吉村智洋	a029e	田村彰啓	434	3
6	8	2016106106	タニノシェクハンド			a01b1	廣瀬航	a029f	高馬元紘	472	0
7	9	2018103833	ユナチャン			05364	大山真吾	a0378	木村健	473	-7
7	10	2016100822	ケンゴッド			a01e6	小谷周平	05268	溝橋利喜	475	-2
8	11	2016103845	トーセンシルバー			05544	田野豊三	a02bf	新井隆太	424	-7
8	12	2017103484	テイクファイヴ			05530	杉浦健太	05482	茂崎正善	432	0
