rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	8		アーススターリング	牝7	54.0		井上俊彦	1:45.8		7-7-6-5	40.1	3.1	1	462	-2		岡島玉一		松山増男	45.0
2	5	5		ミユキリバタリアン	牡5	56.0		五十嵐冬	1:46.4	3.0	5-6-5-5	41.1	4.3	3	504	4		堂山芳則		長井純一	12.6
3	2	2		フォーピンクカフェ	牝6	54.0		黒澤愛斗	1:46.4	アタマ	8-8-7-7	40.5	36.0	10	420	-10		村上正和		平岡茂樹	9.5
4	8	12		クライマックス	牡4	56.0		服部茂史	1:46.5	クビ	1-1-1-2	42.0	6.6	4	478	6		田中正二		（株）吉澤ステーブ	6.3
5	7	9		エスケイダンサー	牝4	54.0		石川倭	1:46.5	アタマ	9-10-10-8	39.9	11.0	5	438	-2		山田和久		伊藤輔則	3.1
6	8	11		ウインルモンド	牡5	56.0		岩橋勇二	1:46.6	クビ	5-3-3-3	41.8	34.2	8	512	-2		石本孝博		谷謙介	
7	7	10		バブリーダッシュ	牡5	56.0		阿部龍	1:46.7	1/2	2-2-2-1	42.1	15.3	6	454	0		角川秀樹		高岡里枝	
8	1	1		ローレンアイザック	牡10	56.0		宮崎光行	1:47.0	1.1/2	2-3-3-4	42.2	25.3	7	494	2		安田武広		門別敏朗	
9	5	6		ルンタイメルア	牝7	54.0		山本咲希	1:47.3	1.1/2	9-9-9-8	40.9	35.9	9	476	16		米川昇		藤村伸次	
10	4	4		モルフェソルジャ	牡7	56.0		落合玄太	1:47.3	アタマ	4-5-7-8	41.4	3.8	2	454	4		黒川智貴		並河賢一郎	
11	3	3		マヤノシャムロック	牡8	56.0		宮平鷹志	1:47.4	1/2	11-11-11-11	40.6	128.3	11	478	2		岡島玉一		桑原博	
12	6	7		ボディダブル	牡4	56.0		松井伸也	1:47.5	1/2	11-11-12-11	40.6	257.3	12	510	-2		斉藤正弘		阿部武士	
