	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200407010101	ダ	左	1000	曇	良	09:55	3歳未勝利		2004-3-6	1	中京	1	3歳未勝利	牝[指](馬齢)	9	510	3	9	160	3	15	120	2	4	120	1	5-8	540	1	9-15	870	2	9-15	350	2	4-9	360	3	4-15	280	1	9=>15	1920	5	4-9-15	960	1			(*9,15)(3,4,12)(6,14)(5,11,13)2(1,8,10)-7	(*9,15)(3,12)4(6,14)(11,13)(5,2)(8,10)-(1,7)	12.5 - 11.1 - 12.3 - 12.3 - 12.6	12.5 - 23.6 - 35.9 - 48.2 - 60.8 (35.9-37.2)			
200407010102	ダ	左	1700	晴	良	10:25	3歳未勝利		2004-3-6	1	中京	1	3歳未勝利	[指](馬齢)	1	850	6	1	260	6	8	160	1	2	190	4	1-4	440	1	1-8	2060	11	1-8	770	11	1-2	790	13	2-8	480	5	1=>8	4840	26	1-2-8	3300	11	1(8,14)(2,15)(7,16)(3,6,9)(5,4,12)-11(13,10)	(*1,8)(2,14)(7,15)16(6,9,12)(3,4)5,11,13-10	1,8,5,2(7,15)12(14,4)(16,6,9,10)3(11,13)	1,8(2,5)-7,15(14,12,4)(16,6,10)(3,9,13)11	7.1 - 11.5 - 12.7 - 13.9 - 13.8 - 12.3 - 12.9 - 12.8 - 12.8	7.1 - 18.6 - 31.3 - 45.2 - 59.0 - 71.3 - 84.2 - 97.0 - 109.8 (31.3-38.5)			
200407010103	ダ	左	1700	晴	良	10:55	3歳未勝利		2004-3-6	1	中京	1	3歳未勝利	[指](馬齢)	1	260	1	1	120	1	9	130	2	10	270	5	1-6	430	2	1-9	450	1	1-9	200	1	1-10	720	9	9-10	590	6	1=>9	800	1	1-9-10	1600	5	(*1,2)8(9,11)-12(5,10,7)(4,13)-(6,14)3	(*1,2)(9,8)11-(5,10,12)(4,7)13-6,14,3	(*1,2)(9,8,7)-(11,10)(13,4)(5,12)-(6,14,3)	(*1,2)9(8,7)10-4(11,13)5(14,12)(6,3)	7.4 - 11.1 - 12.0 - 13.8 - 13.4 - 12.6 - 13.5 - 12.9 - 13.2	7.4 - 18.5 - 30.5 - 44.3 - 57.7 - 70.3 - 83.8 - 96.7 - 109.9 (30.5-39.6)			
200407010104	芝	左	1200	晴	良	11:25	3歳未勝利		2004-3-6	1	中京	1	3歳未勝利	(混)[指](馬齢)	3	440	2	3	120	2	12	110	1	9	130	3	2-6	440	1	3-12	410	1	3-12	180	2	3-9	300	3	9-12	180	1	3=>12	1100	3	3-9-12	530	1			(*9,4)(3,12)(2,13)(10,8,16)-(7,6)15(1,14)11-5	(*9,12)(3,4)(2,13)(10,8)16-(7,6)-(1,15,11,14)=5	12.3 - 10.9 - 11.4 - 11.8 - 11.8 - 12.2	12.3 - 23.2 - 34.6 - 46.4 - 58.2 - 70.4 (34.6-35.8)			
200407010105	ダ	左	1000	晴	良	11:55	4歳以上500万下		2004-3-6	1	中京	1	4歳以上500万下	牝[指](別定)	8	520	2	8	310	2	1	580	6	11	1,240	12	1-4	3180	10	1-8	4900	14	1-8	1,490	14	8-11	4,730	43	1-11	6,070	51	8=>1	9010	27	1-8-11	92480	183			(8,*11)(9,16)(1,15)(6,10)-(5,4)(3,7,12)-(2,14)13	(*8,11)(9,16)(1,15)(6,10)-(5,4)(3,7)12-(2,14)13	12.4 - 10.7 - 11.8 - 12.2 - 13.3	12.4 - 23.1 - 34.9 - 47.1 - 60.4 (34.9-37.3)			
200407010106	ダ	左	1700	曇	良	12:45	4歳以上500万下		2004-3-6	1	中京	1	4歳以上500万下	[指](別定)	3	550	3	3	140	2	13	220	5	12	130	1	2-7	1330	5	3-13	1710	8	3-13	570	8	3-12	290	2	12-13	470	5	3=>13	3690	17	3-12-13	1530	4	(1,*13,15)-(12,14)2(4,10)(3,9)(6,11)-(7,16)5,8	(*1,13,15)-(12,14)-2(4,10)3,9-(6,11)-7(5,16)-8	(13,*15)-(12,14)(3,4,10)(1,9)-11,2(7,6)-(5,16)8	(*13,15)-(12,14)(3,4,10)9-11,1,6(2,7,16)(5,8)	7.2 - 11.6 - 12.0 - 13.0 - 12.4 - 12.2 - 13.0 - 13.0 - 13.8	7.2 - 18.8 - 30.8 - 43.8 - 56.2 - 68.4 - 81.4 - 94.4 - 108.2 (30.8-39.8)			
200407010107	芝	左	2500	晴	良	13:15	4歳以上500万下		2004-3-6	1	中京	1	4歳以上500万下	(混)[指](別定)	4	860	5	4	300	3	14	300	4	1	1,170	10	2-7	790	2	4-14	2420	10	4-14	1,200	11	1-4	2,140	26	1-14	3,400	38	4=>14	6530	24	1-4-14	32710	97	13(4,12,16)(1,10,7)(3,6,2,11,8)(14,5,15)-9	13(4,12)(1,16)(10,7,8)(3,6,2,11)(14,5,15)9	(*13,4)12(14,16,7)(1,8)(10,11,15)(3,2)(6,5)9	(13,*4)(14,16,12)(1,7,8)(3,10,11,15)5(6,9,2)	7.3 - 11.5 - 11.7 - 12.7 - 13.4 - 13.2 - 13.8 - 13.1 - 12.3 - 11.7 - 11.6 - 12.0 - 12.3	7.3 - 18.8 - 30.5 - 43.2 - 56.6 - 69.8 - 83.6 - 96.7 - 109.0 - 120.7 - 132.3 - 144.3 - 156.6 (30.5-35.9)			
200407010108	ダ	左	1700	晴	良	13:50	4歳以上500万下		2004-3-6	1	中京	1	4歳以上500万下	[指](別定)	7	350	1	7	130	1	10	160	3	16	140	2	4-5	500	1	7-10	640	1	7-10	260	1	7-16	330	2	10-16	360	3	7=>10	1250	1	7-10-16	1060	1	10(2,7,8)(6,16)(9,12)(1,11)(3,14)(4,5)15=13	10(2,7,8)(6,16)(11,9,12)-(3,14)1,5,4,15-13	10(7,8)-(2,16)(6,9,12)11(3,14)5(4,15)1,13	(*10,7)8,2,16-(6,9)(11,12)(5,3,14)-4(15,13)1	7.1 - 11.1 - 12.2 - 13.0 - 12.9 - 12.4 - 12.8 - 12.7 - 13.2	7.1 - 18.2 - 30.4 - 43.4 - 56.3 - 68.7 - 81.5 - 94.2 - 107.4 (30.4-38.7)			
200407010109	芝	左	1800	晴	良	14:25	あざみ賞 		2004-3-6	1	中京	1	3歳500万下	(混)(特指)(馬齢)	8	620	2	8	200	2	15	230	3	11	240	4	4-8	2020	9	8-15	2040	7	8-15	760	8	8-11	820	9	11-15	990	12	8=>15	4070	13	8-11-15	5800	19	10-4,15(6,11,16)(8,9)(12,14)(2,5)3(1,7)-13	10-4,15-(6,11)16(8,9,12)(2,14)5,3-1-(13,7)	10,4,15(6,11)(9,16)(14,12)(8,5)2,3(13,1)=7	(*10,4,15)-11,6(14,16,12,5)(9,8)(2,3)(13,1)=7	12.4 - 11.0 - 12.8 - 12.5 - 12.1 - 12.3 - 12.3 - 11.9 - 12.0	12.4 - 23.4 - 36.2 - 48.7 - 60.8 - 73.1 - 85.4 - 97.3 - 109.3 (36.2-36.2)			
200407010110	芝	左	1200	曇	良	15:00	鞍ケ池特別 		2004-3-6	1	中京	1	4歳以上500万下	(混)[指](別定)	5	520	3	5	250	3	10	630	8	2	790	9	3-5	1570	6	5-10	8470	27	5-10	2,010	23	2-5	2,650	28	2-10	6,730	52	5=>10	12520	43	2-5-10	43320	111			10,12(2,8,13)(1,6,7)(9,16)(5,14)(4,15,3,11)	10(2,12)(8,13)(1,6,7)(5,9,16)14(15,3)(4,11)	11.9 - 10.6 - 11.2 - 11.5 - 11.9 - 12.5	11.9 - 22.5 - 33.7 - 45.2 - 57.1 - 69.6 (33.7-35.9)			
