	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200402010309	芝	右	1200	曇	良	14:20	3歳以上500万下		2004-6-26	1	函館	3	3歳以上500万下	(特指)(別定)	8	320	2	8	130	1	5	150	2	9.0	500	9.0	4-6	440	1	8=>5	870	1	5-8-9	4590	15			(*13,5)(1,9)(4,8)2(6,7,11)3,10=12	(*13,5)9(1,4,8)(2,6,7,11)10,3=12	12.2 - 11.2 - 11.6 - 11.9 - 11.7 - 12.1	12.2 - 23.4 - 35.0 - 46.9 - 58.6 - 70.7 (35.0-35.7)	5-8	550.0	1.0	5-8	260	1.0	8-9	1,240	15.0	5-9	1,660	22.0
200402010310	芝	右	2000	曇	良	14:55	湯川特別 		2004-6-26	1	函館	3	3歳以上500万下	(混)[指](別定)	2	440	2	2	150	2	5	350	6	7.0	200	4.0	2-5	2500	13	2=>5	4060	18	2-5-7	4490	21	10=7,6(2,9)-5(4,8)1=3	10=7,6,2,9(5,4)1,8-3	(*10,7)6,2,9(5,4)-(8,1)-3	(10,*7)(2,6)(5,9)4=(8,1)3	12.4 - 10.9 - 11.9 - 12.7 - 12.8 - 13.2 - 12.5 - 12.1 - 11.9 - 12.5	12.4 - 23.3 - 35.2 - 47.9 - 60.7 - 73.9 - 86.4 - 98.5 - 110.4 - 122.9 (35.2-36.5)	2-5	2120.0	10.0	2-5	880	13.0	2-7	380	4.0	5-7	1,200	19.0
200402010311	ダ	右	1700	曇	良	15:30	大沼ステークス 		2004-6-26	1	函館	3	3歳以上オープン	(混)(特指)(ハンデ)	4	160	1	4	100	1	3	120	2	6.0	160	4.0	3-4	370	1	4=>3	460	1	3-4-6	550	2	11(6,9)4(3,10)(5,8)(2,7,1)	11(6,9)(4,3)10(5,8)(2,7,1)	(*11,6)(9,10)(4,3,1)(5,2,8)7	(11,*6,9)(4,3,10,1)(5,2,8)-7	7.0 - 10.9 - 11.7 - 12.8 - 12.7 - 12.3 - 12.5 - 12.2 - 12.0	7.0 - 17.9 - 29.6 - 42.4 - 55.1 - 67.4 - 79.9 - 92.1 - 104.1 (29.6-36.7)	3-4	350.0	1.0	3-4	150	1.0	4-6	230	3.0	3-6	300	4.0
200402010312	芝	右	1200	曇	良	16:10	潮騒特別 		2004-6-26	1	函館	3	3歳以上1000万下	(混)[指](別定)	6	270	1	6	130	1	10	160	4	1.0	140	2.0	6-8	540	1	6=>10	920	1	1-6-10	780	1			(2,*8,9)(5,6)10,1,7(4,3)	(2,*8,9,6)(5,10)1(4,3,7)	12.4 - 11.1 - 11.5 - 11.8 - 11.7 - 12.1	12.4 - 23.5 - 35.0 - 46.8 - 58.5 - 70.6 (35.0-35.6)	6-10	600.0	1.0	6-10	230	1.0	1-6	260	2.0	1-10	390	5.0
200402010401	ダ	右	1000	曇	良	09:50	3歳未勝利		2004-6-27	1	函館	4	3歳未勝利	牝[指](馬齢)	6	330	2	6	140	2	4	120	1	8.0	170	3.0	4-5	600	1	6=>4	1320	2	4-6-8	1390	2			(*4,5,6)-2(11,12,10)(1,8)9,3,7	(*4,6)5-2-10,11(12,8,9)-(1,7)3	12.4 - 10.8 - 11.9 - 11.9 - 13.5	12.4 - 23.2 - 35.1 - 47.0 - 60.5 (35.1-37.3)	4-6	610.0	1.0	4-6	270	1.0	6-8	450	6.0	4-8	410	4.0
200402010402	ダ	右	1700	小雨	良	10:15	3歳未勝利		2004-6-27	1	函館	4	3歳未勝利	(混)[指](馬齢)	10	140	1	10	110	1	2	210	4	3.0	300	7.0	2-8	880	5	10=>2	1080	4	2-3-10	3030	12	10(2,6)(1,5,8)-(7,3)9-4	10(2,6,8)(1,5)-7(3,9)-4	10(2,6)(1,8)9(7,5)(3,4)	10-2(6,1,8)-(3,9)(7,4)-5	7.1 - 10.9 - 12.2 - 13.1 - 13.4 - 12.9 - 12.9 - 12.6 - 13.2	7.1 - 18.0 - 30.2 - 43.3 - 56.7 - 69.6 - 82.5 - 95.1 - 108.3 (30.2-38.7)	2-10	820.0	3.0	2-10	290	2.0	3-10	390	4.0	2-3	1,520	20.0
200402010403	芝	右	1200	曇	良	10:45	3歳未勝利		2004-6-27	1	函館	4	3歳未勝利	[指](馬齢)	7	200	1	7	110	1	15	190	3	6.0	340	7.0	4-8	370	1	7=>15	920	2	6-7-15	3200	9			(5,*7)(6,15)(1,4,9,12)(2,16)14,3,13(8,11)10	(*5,7)-(6,15)(4,9,12)(1,16)(2,14)(3,13)8(10,11)	12.2 - 11.0 - 11.5 - 12.2 - 12.2 - 12.8	12.2 - 23.2 - 34.7 - 46.9 - 59.1 - 71.9 (34.7-37.2)	7-15	690.0	1.0	7-15	320	1.0	6-7	490	4.0	6-15	1,670	19.0
200402010404	芝	右	2000	曇	良	11:15	3歳未勝利		2004-6-27	1	函館	4	3歳未勝利	(混)[指](馬齢)	5	750	5	5	240	4	8	380	7	11.0	980	11.0	5-6	920	4	5=>8	6460	29	5-8-11	35730	137	(*1,3)(6,11)10,8(2,4,5,12)(7,9)	(*1,3)(6,11)10,8(2,4,5)(7,12)9	(*1,3,11,8)6(10,4,5,9)7,12-2	(11,*8)(3,5)1(10,4,6,9)7=12=2	12.4 - 10.7 - 11.5 - 12.7 - 13.3 - 13.1 - 12.9 - 12.7 - 12.3 - 13.3	12.4 - 23.1 - 34.6 - 47.3 - 60.6 - 73.7 - 86.6 - 99.3 - 111.6 - 124.9 (34.6-38.3)	5-8	3240.0	16.0	5-8	1,070	11.0	5-11	2,640	42.0	8-11	5,960	58.0
200402010405	芝	右	1200	晴	良	11:45	2歳新馬		2004-6-27	1	函館	4	2歳新馬	[指](馬齢)	2	510	3	2	190	4	5	230	5	4.0	150	2.0	2-5	1910	14	2=>5	2950	13	2-4-5	2430	9			10(6,7)(4,5,9)(1,2)-(3,8)	(*10,7)(6,5,9,2)(4,1)-(3,8)	12.6 - 11.0 - 11.8 - 12.5 - 11.9 - 12.5	12.6 - 23.6 - 35.4 - 47.9 - 59.8 - 72.3 (35.4-36.9)	2-5	1560.0	8.0	2-5	550	7.0	2-4	490	4.0	4-5	560	8.0
200402010406	ダ	右	1700	晴	良	12:35	3歳以上500万下		2004-6-27	1	函館	4	3歳以上500万下	(混)[指](別定)	13	420	2	13	110	2	8	100	1	7.0	130	3.0	6-8	260	1	13=>8	900	3	7-8-13	400	1	7-(5,6)(1,3,8,13)12,11,9-2-4 10	7-(5,6)(1,13)(3,8)12(11,9)-2-4 10	7(6,13,2)(1,5,8)(3,11,12,9)-4 10	(*7,13)6(8,2)-(11,12,9)1-(3,4)5 10	6.9 - 11.0 - 11.5 - 13.2 - 13.1 - 12.8 - 12.7 - 12.1 - 12.5	6.9 - 17.9 - 29.4 - 42.6 - 55.7 - 68.5 - 81.2 - 93.3 - 105.8 (29.4-37.3)	8-13	310.0	1.0	8-13	160	1.0	7-13	270	3.0	7-8	200	2.0
200402010407	ダ	右	1000	晴	良	13:05	3歳以上500万下		2004-6-27	1	函館	4	3歳以上500万下	[指](別定)	1	3200	9	1	450	9	10	140	2	7.0	110	1.0	1-8	3150	9	1=>10	13290	37	1-7-10	2560	7			(*1,6)(7,11)10-(2,3,8)5(4,9)	(*1,6)7(10,11)-(2,3,8)5(4,9)	12.4 - 10.6 - 11.6 - 12.0 - 12.7	12.4 - 23.0 - 34.6 - 46.6 - 59.3 (34.6-36.3)	1-10	3950.0	14.0	1-10	1,010	13.0	1-7	1,000	12.0	7-10	160	1.0
200402010408	ダ	右	1700	晴	良	13:35	3歳以上500万下		2004-6-27	1	函館	4	3歳以上500万下	(特指)(別定)	4	290	2	4	170	2	5	450	5	7.0	560	6.0	4-4	3130	10	4=>5	4030	13	4-5-7	16740	45	3(5,13)(1,6,10)(9,11)12(2,4,8)=7	3(5,13)(1,6)12(2,9,10,11)(4,8)-7	(*3,5)(1,12)(2,13,11)4,10,7-9,8,6	5(3,12)1,2(11,4)-7(10,13)-9-8-6	6.9 - 10.9 - 11.5 - 13.0 - 12.8 - 12.5 - 12.8 - 12.9 - 13.3	6.9 - 17.8 - 29.3 - 42.3 - 55.1 - 67.6 - 80.4 - 93.3 - 106.6 (29.3-39.0)	4-5	2400.0	7.0	4-5	950	7.0	4-7	1,460	13.0	5-7	3,590	28.0
200402010409	芝	右	1200	晴	良	14:10	3歳以上500万下		2004-6-27	1	函館	4	3歳以上500万下	[指](別定)	2	590	5	2	240	5	13	520	7	8.0	1,320	11.0	2-8	4140	13	2=>13	8190	26	2-8-13	60240	126			(3,*5)(1,7,12)(9,13)(2,11)(6,10)(4,8)	5(3,1,12)(2,9,7,13,11)(6,10,8)-4	12.5 - 10.8 - 11.3 - 12.0 - 11.8 - 12.6	12.5 - 23.3 - 34.6 - 46.6 - 58.4 - 71.0 (34.6-36.4)	2-13	5230.0	19.0	2-13	1,830	20.0	2-8	3,590	36.0	8-13	9,370	61.0
200402010410	芝	右	1800	晴	良	14:45	遊楽部特別 		2004-6-27	1	函館	4	3歳以上500万下	牝(特指)(別定)	6	350	1	6	140	1	12	330	7	13.0	180	2.0	5-8	380	1	6=>12	4050	17	6-12-13	5310	19	2,3(1,7)(6,11)(5,12)8,13(9,10)4	2,3(1,7,11)6(5,12)(8,13)-(9,10)-4	(*2,3)11(6,7,12)(5,8,13)-1(4,9)10	(2,*3)(6,11,12)(5,8,13)7-(4,9)-1-10	12.4 - 11.4 - 12.1 - 12.5 - 12.5 - 12.1 - 12.4 - 12.2 - 12.7	12.4 - 23.8 - 35.9 - 48.4 - 60.9 - 73.0 - 85.4 - 97.6 - 110.3 (35.9-37.3)	6-12	3140.0	14.0	6-12	860	10.0	6-13	400	2.0	12-13	1,230	17.0
200402010411	ダ	右	1700	晴	良	15:25	津軽海峡特別 		2004-6-27	1	函館	4	3歳以上1000万下	(混)(特指)(別定)	3	350	1	3	160	1	1	1,160	11	9.0	190	3.0	1-3	7380	23	3=>1	11850	42	1-3-9	10930	38	(*2,13)(3,4,9)1-8(7,10,11)5,12,6	(*2,13)(3,9)(1,4)-(8,11)(5,7,10)-12,6	(2,*9,1)(3,5,4,10)(13,7)6(8,11,12)	(*9,1)(2,3)5(6,4,10)(7,12)(13,8)-11	6.8 - 10.8 - 11.3 - 12.5 - 12.7 - 12.7 - 12.9 - 12.9 - 12.6	6.8 - 17.6 - 28.9 - 41.4 - 54.1 - 66.8 - 79.7 - 92.6 - 105.2 (28.9-38.4)	1-3	8190.0	27.0	1-3	2,530	28.0	3-9	340	1.0	1-9	3,010	32.0
200402010412	芝	右	1200	晴	良	16:10	仁山特別 		2004-6-27	1	函館	4	3歳以上500万下	(混)[指](別定)	5	200	1	5	110	1	7	120	2	9.0	160	3.0	5-6	310	1	5=>7	540	1	5-7-9	640	1			(*8,5,9)(7,10)(4,2,11)6,1-3	5(8,9)(7,10)2(4,11)(1,6)-3	12.4 - 11.0 - 11.6 - 11.8 - 11.6 - 12.2	12.4 - 23.4 - 35.0 - 46.8 - 58.4 - 70.6 (35.0-35.6)	5-7	360.0	1.0	5-7	160	1.0	5-9	210	2.0	7-9	340	3.0
200402010501	芝	右	1200	晴	良	09:55	2歳未勝利		2004-7-3	1	函館	5	2歳未勝利	(混)[指](馬齢)	6	130	1	6	100	1	2	170	4	7.0	140	3.0	2-6	860	4	6=>2	1070	5	2-6-7	800	3			(*4,7)8(6,9)(1,2)(3,5)	4(7,8)(6,9)(1,2)(3,5)	12.1 - 11.1 - 12.0 - 12.1 - 11.6 - 12.4	12.1 - 23.2 - 35.2 - 47.3 - 58.9 - 71.3 (35.2-36.1)	2-6	730.0	3.0	2-6	220	3.0	6-7	150	1.0	2-7	510	7.0
200402010502	ダ	右	1700	晴	良	10:25	3歳未勝利		2004-7-3	1	函館	5	3歳未勝利	(父)[指](馬齢)	10	240	1	10	130	1	4	180	3	8.0	310	6.0	4-8	510	2	10=>4	1160	2	4-8-10	2880	10	4(7,8)(1,3,10)9-2(6,5)-11	4(7,8)-(3,10)1,9(2,6,5)-11	4,8-7-10-(9,6)(3,2,5)-1=11	(*4,8)-10-7-(9,6)2(3,1)-5=11	7.0 - 10.8 - 11.9 - 12.8 - 12.8 - 12.5 - 13.3 - 13.1 - 14.1	7.0 - 17.8 - 29.7 - 42.5 - 55.3 - 67.8 - 81.1 - 94.2 - 108.3 (29.7-40.5)	4-10	700.0	2.0	4-10	370	2.0	8-10	510	5.0	4-8	1,030	15.0
200402010503	ダ	右	1000	晴	良	10:55	3歳未勝利		2004-7-3	1	函館	5	3歳未勝利	[指](馬齢)	10	130	1	10	110	1	3	200	3	1.0	390	5.0	3-8	490	2	10=>3	660	2	1-3-10	3360	11			(*10,1)3(4,9)(7,8)6-2 5	10(1,3)-(4,7)8(6,9)-2 5	12.5 - 11.2 - 11.7 - 12.2 - 12.8	12.5 - 23.7 - 35.4 - 47.6 - 60.4 (35.4-36.7)	3-10	540.0	2.0	3-10	290	2.0	1-10	640	7.0	1-3	2,540	21.0
200402010504	ダ	右	1700	晴	良	11:30	3歳未勝利		2004-7-3	1	函館	5	3歳未勝利	[指](馬齢)	3	800	5	3	220	6	10	180	4	1.0	120	1.0	3-8	2100	11	3=>10	4320	22	1-3-10	1520	4	10,1(4,5,6,7)8(2,3)-9	10,1(4,5,7)(2,6,8)3-9	10,1(4,5,7,8,3)2-(6,9)	10-(1,3)-5(4,7,8)-2-(6,9)	6.9 - 11.4 - 12.0 - 13.1 - 12.8 - 12.9 - 13.0 - 12.8 - 13.7	6.9 - 18.3 - 30.3 - 43.4 - 56.2 - 69.1 - 82.1 - 94.9 - 108.6 (30.3-39.5)	3-10	2050.0	10.0	3-10	730	13.0	1-3	390	4.0	1-10	310	2.0
200402010505	芝	右	1200	晴	良	11:55	3歳未勝利		2004-7-3	1	函館	5	3歳未勝利	(混)[指](馬齢)	12	1440	6	12	270	4	10	2,640	11	2.0	250	2.0	7-8	10040	23	12=>10	84770	85	2-10-12	79710	113			8(3,6,9)-12-(7,10)(2,11)(5,13)-4-1	8(3,9)(6,12)10(7,2,11)(5,13)-4-1	12.2 - 10.6 - 11.3 - 12.1 - 12.0 - 12.9	12.2 - 22.8 - 34.1 - 46.2 - 58.2 - 71.1 (34.1-37.0)	10-12	53440.0	47.0	10-12	10,630	49.0	2-12	1,240	14.0	2-10	5,290	39.0
200402010506	芝	右	2600	晴	良	12:45	3歳以上500万下		2004-7-3	1	函館	5	3歳以上500万下	(混)(特指)(別定)	3	560	3	3	160	3	5	110	1	1.0	460	7.0	3-5	650	2	3=>5	1740	6	1-3-5	6190	20	6=(8,7,5)(2,9)-3,4=1	6-5(8,7)(2,9)(3,4)-1	(*8,6,5)-(7,4,3)(2,9)1	5,8(6,3)7-(2,4,1)-9	12.8 - 11.2 - 11.8 - 12.6 - 12.8 - 12.9 - 13.7 - 13.3 - 12.5 - 12.1 - 12.2 - 12.4 - 13.0	12.8 - 24.0 - 35.8 - 48.4 - 61.2 - 74.1 - 87.8 - 101.1 - 113.6 - 125.7 - 137.9 - 150.3 - 163.3 (35.8-37.6)	3-5	680.0	2.0	3-5	330	2.0	1-3	2,940	22.0	1-5	1,610	14.0
200402010507	ダ	右	1700	晴	良	13:15	3歳以上500万下		2004-7-3	1	函館	5	3歳以上500万下	牝[指](別定)	7	1730	5	7	260	4	11	110	1	12.0	210	3.0	5-7	650	3	7=>11	3340	10	7-11-12	1740	4	(*3,7)(4,10)11(1,5,12,13)9,8,6,2	3,7(10,11)4(1,5,12,13)(9,8)(6,2)	(*11,7,10)(3,12)-(1,13)5,2,9(4,6)8	(*11,7)10,12-(3,1)(5,13,2)-9,6=(4,8)	6.9 - 11.3 - 12.1 - 13.0 - 12.5 - 12.0 - 12.6 - 12.4 - 13.0	6.9 - 18.2 - 30.3 - 43.3 - 55.8 - 67.8 - 80.4 - 92.8 - 105.8 (30.3-38.0)	7-11	910.0	3.0	7-11	390	4.0	7-12	1,300	14.0	11-12	280	2.0
200402010508	ダ	右	1000	晴	良	13:45	3歳以上500万下		2004-7-3	1	函館	5	3歳以上500万下	[指](別定)	10	150	1	10	110	1	7	140	2	1.0	450	8.0	6-7	240	1	10=>7	350	1	1-7-10	2810	9			10-7(4,11)(1,5,3)(2,9)-8-6,12	10,7(11,3)4(1,5,9)(2,8)-12,6	12.1 - 10.5 - 12.0 - 11.8 - 12.5	12.1 - 22.6 - 34.6 - 46.4 - 58.9 (34.6-36.3)	7-10	280.0	1.0	7-10	160	1.0	1-10	720	10.0	1-7	1,540	19.0
200402010509	ダ	右	1700	晴	良	14:20	3歳以上500万下		2004-7-3	1	函館	5	3歳以上500万下	[指](別定)	3	380	2	3	150	2	9	100	1	8.0	220	3.0	3-6	300	1	3=>9	1020	2	3-8-9	1440	3	(*3,9)(1,6,10)(7,8,11)(2,5)(4,13)-12	(*3,9)1(6,10)(7,8,11)5(2,13)4-12	(*3,9)10(6,8,11)-(4,5)(1,13,2)-12,7	(*3,9)10(8,11,2)5(6,4,13)-(1,12)=7	7.0 - 11.5 - 11.7 - 12.9 - 12.8 - 12.3 - 12.8 - 12.2 - 12.6	7.0 - 18.5 - 30.2 - 43.1 - 55.9 - 68.2 - 81.0 - 93.2 - 105.8 (30.2-37.6)	3-9	390.0	1.0	3-9	170	1.0	3-8	830	11.0	8-9	390	4.0
200402010510	芝	右	1200	晴	良	14:55	江差特別 		2004-7-3	1	函館	5	3歳以上500万下	(混)[指](別定)	8	880	4	8	290	3	12	470	7	4.0	2,820	12.0	5-7	2530	12	8=>12	7630	31	4-8-12	105830	157			7-(1,4,5,9,12)(2,8,10,11)(6,13)(3,14)	7(4,12)(2,5,9)(1,8,10)(6,11)(3,13)-14	12.1 - 10.6 - 11.2 - 11.9 - 12.0 - 12.5	12.1 - 22.7 - 33.9 - 45.8 - 57.8 - 70.3 (33.9-36.4)	8-12	4280.0	17.0	8-12	1,700	19.0	4-8	8,820	53.0	4-12	13,670	64.0
200402010511	芝	右	1200	晴	良	15:30	函館日刊スポーツ杯 		2004-7-3	1	函館	5	3歳以上1000万下	(混)(特指)(別定)	11	560	3	11	180	3	10	120	1	12.0	1,600	12.0	7-8	540	2	11=>10	1550	5	10-11-12	8440	26			2,6(4,8)(7,11)(1,5,10)12(3,9)	2(6,8)(4,7,11,10)(1,5,12)(3,9)	12.2 - 10.6 - 11.3 - 11.9 - 11.7 - 12.2	12.2 - 22.8 - 34.1 - 46.0 - 57.7 - 69.9 (34.1-35.8)	10-11	620.0	2.0	10-11	300	2.0	11-12	3,530	30.0	10-12	2,730	23.0
200402010512	芝	右	1800	晴	良	16:10	大森浜特別 		2004-7-3	1	函館	5	3歳以上500万下	(混)(特指)(別定)	8	620	5	8	180	4	7	160	3	9.0	140	1.0	6-7	610	2	8=>7	3860	22	7-8-9	1490	2	11,4,5-8(7,9)-3-6(2,10)1	11-4-5-(7,8)9-3-6(2,10)-1	(11,*4)(7,5,8)(9,3)(2,10)6-1	(*11,8)(4,5,9)(7,3)(2,10)-6=1	12.3 - 11.3 - 11.7 - 12.2 - 12.5 - 12.6 - 12.4 - 12.1 - 12.5	12.3 - 23.6 - 35.3 - 47.5 - 60.0 - 72.6 - 85.0 - 97.1 - 109.6 (35.3-37.0)	7-8	1840.0	11.0	7-8	650	13.0	8-9	420	5.0	7-9	280	1.0
200402010601	ダ	右	1700	晴	良	09:55	3歳未勝利		2004-7-4	1	函館	6	3歳未勝利	[指](馬齢)	5	1680	4	5	290	5	6	110	1	2.0	240	4.0	5-6	600	3	5=>6	2770	7	2-5-6	1750	6	7-(1,2)6(5,8)-(3,4)	7-2,1(6,5)8-(3,4)	(*7,2,5)-(1,6)-(3,8)-4	(*2,5)(7,6)-1(3,8)=4	6.9 - 11.1 - 11.7 - 12.9 - 13.1 - 12.7 - 12.6 - 12.9 - 13.6	6.9 - 18.0 - 29.7 - 42.6 - 55.7 - 68.4 - 81.0 - 93.9 - 107.5 (29.7-39.1)												
200402010602	ダ	右	1700	晴	良	10:25	3歳未勝利		2004-7-4	1	函館	6	3歳未勝利	牝[指](馬齢)	5	590	3	5	130	2	8	110	1	1.0	340	6.0	5-8	280	1	5=>8	1220	4	1-5-8	1870	7	2(4,5,9)(1,8)7-6-3	2(4,9)5(1,8)7-6-3	(*2,9,5)(4,1,8)7-(6,3)	5(9,1,8)-7(2,4)-6,3	7.0 - 11.2 - 11.6 - 12.9 - 13.0 - 13.0 - 13.2 - 12.9 - 13.7	7.0 - 18.2 - 29.8 - 42.7 - 55.7 - 68.7 - 81.9 - 94.8 - 108.5 (29.8-39.8)	5-8	340.0	1.0	5-8	180	1.0	1-5	980	13.0	1-8	590	9.0
200402010603	ダ	右	1000	晴	良	10:55	3歳未勝利		2004-7-4	1	函館	6	3歳未勝利	(混)[指](馬齢)	9	220	1	9	130	1	7	150	2	10.0	1,270	10.0	6-7	260	1	9=>7	1080	1	7-9-10	15610	53			(*4,9,10)(2,8)1(6,7,11)=5-3	(*4,9,10)(2,8)7(1,11)6-5=3	12.4 - 11.1 - 11.8 - 12.0 - 12.7	12.4 - 23.5 - 35.3 - 47.3 - 60.0 (35.3-36.5)	7-9	660.0	1.0	7-9	250	1.0	9-10	2,950	32.0	7-10	4,200	35.0
200402010604	芝	右	1800	晴	良	11:25	3歳未勝利		2004-7-4	1	函館	6	3歳未勝利	(混)[指](馬齢)	12	290	1	12	140	1	9	190	2	5.0	300	6.0	5-6	640	1	12=>9	1950	3	5-9-12	5990	18	(*2,7)(1,10)(6,11)(9,8)3,12,15(4,5)14,16,13	(*2,7)(1,6,10)(11,9)(3,8)12(4,15)(5,14)-(13,16)	(2,*7,10,9)(1,6,11,12)(3,8)-(5,15)14-(13,16) 4	(10,*9)12(7,6,11)(1,3)(5,15)(2,14)8-16-13 4	12.2 - 11.0 - 12.5 - 12.6 - 12.4 - 12.3 - 12.4 - 12.2 - 12.5	12.2 - 23.2 - 35.7 - 48.3 - 60.7 - 73.0 - 85.4 - 97.6 - 110.1 (35.7-37.1)	9-12	1310.0	3.0	9-12	360	1.0	5-12	890	7.0	5-9	1,390	17.0
200402010605	芝	右	1200	晴	良	11:55	2歳新馬		2004-7-4	1	函館	6	2歳新馬	(混)[指](馬齢)	9	290	1	9	140	1	11	210	3	1.0	380	7.0	7-8	340	1	9=>11	1320	1	1-9-11	3770	9			9,1,11-8(2,4,7)-12(3,5)-6=10	9(1,11)=8(4,7)(2,12)(3,6)5=10	12.3 - 10.8 - 11.3 - 11.9 - 11.7 - 12.9	12.3 - 23.1 - 34.4 - 46.3 - 58.0 - 70.9 (34.4-36.5)	9-11	770.0	1.0	9-11	310	1.0	1-9	1,000	11.0	1-11	1,160	14.0
200402010606	ダ	右	1000	晴	良	12:45	3歳以上500万下		2004-7-4	1	函館	6	3歳以上500万下	[指](別定)	7	680	3	7	190	4	12	110	1	11.0	140	2.0	6-8	340	1	7=>12	2240	8	7-11-12	1300	2			6,7(1,3,12)10-(2,11)(8,5)(4,9)	6(7,12)(1,3)10(2,11)(8,5)4-9	12.2 - 10.7 - 11.8 - 11.9 - 13.2	12.2 - 22.9 - 34.7 - 46.6 - 59.8 (34.7-36.9)	7-12	950.0	3.0	7-12	400	3.0	7-11	580	6.0	11-12	220	1.0
200402010607	ダ	右	1700	晴	良	13:15	3歳以上500万下		2004-7-4	1	函館	6	3歳以上500万下	(特指)(別定)	2	120	1	2	100	1	6	210	4	10.0	160	2.0	2-5	250	1	2=>6	660	3	2-6-10	1250	3	2(6,10)13-(4,11)(1,5)-9,7(3,12)8	(*2,6)10,13,1(4,5)11,7,9,12-(3,8)	(*2,6)10-(1,7)(4,13)(12,5)(9,11)-8,3	(*2,6)-10-7-4(1,12,5)(13,8)9(3,11)	7.0 - 11.4 - 11.6 - 13.0 - 12.7 - 12.6 - 12.5 - 12.2 - 13.2	7.0 - 18.4 - 30.0 - 43.0 - 55.7 - 68.3 - 80.8 - 93.0 - 106.2 (30.0-37.9)	2-6	620.0	3.0	2-6	260	3.0	2-10	200	1.0	6-10	810	9.0
200402010608	芝	右	2000	晴	良	13:45	3歳以上500万下		2004-7-4	1	函館	6	3歳以上500万下	[指](別定)	3	190	1	3	100	1	9	130	2	6.0	160	4.0	3-7	360	1	3=>9	560	1	3-6-9	750	1	7=6-4-(8,12)-10(2,9)3,11,1,5	7=6,4-(8,12)-10(2,9)-3,11,1-5	7=6=(4,3)9(10,12)8,1(2,11,5)	(7,6,*3)=9,10-1(12,5)8-(4,11)-2	12.3 - 10.6 - 11.1 - 11.7 - 11.9 - 12.2 - 12.8 - 13.5 - 12.0 - 12.9	12.3 - 22.9 - 34.0 - 45.7 - 57.6 - 69.8 - 82.6 - 96.1 - 108.1 - 121.0 (34.0-38.4)	3-9	440.0	1.0	3-9	180	1.0	3-6	290	4.0	6-9	440	6.0
200402010609	芝	右	1200	晴	良	14:20	3歳以上500万下		2004-7-4	1	函館	6	3歳以上500万下	[指](別定)	1	480	3	1	190	2	2	520	8	8.0	1,830	13.0	1-1	3960	14	1=>2	6580	23	1-2-8	80470	171			2,10(1,4,11,16)15(7,13)(3,8,12,14)-(6,9)-5	2,10(1,16)(4,15)(11,13,14)(7,8,12)9,3(6,5)	12.0 - 10.7 - 11.2 - 12.0 - 12.0 - 12.6	12.0 - 22.7 - 33.9 - 45.9 - 57.9 - 70.5 (33.9-36.6)	1-2	3520.0	15.0	1-2	1,190	13.0	1-8	4,930	46.0	2-8	12,210	74.0
200402010610	芝	右	2600	晴	良	14:55	北海ハンデキャップ 		2004-7-4	1	函館	6	3歳以上1000万下	(混)[指](ハンデ)	10	350	2	10	140	2	12	110	1	6.0	150	3.0	7-8	450	1	10=>12	1300	3	6-10-12	840	1	3(11,12,6)1(8,10)(5,4,9)2-7	3(11,12)(1,6,10)(5,8,2)(4,9)-7	10,12,2(3,1,6)(9,4)(11,5,8)-7	(*10,12)6(1,2,4)(3,5)(11,8,9)-7	13.4 - 12.4 - 13.4 - 13.5 - 12.8 - 12.7 - 13.4 - 12.9 - 12.3 - 12.1 - 12.1 - 11.4 - 12.3	13.4 - 25.8 - 39.2 - 52.7 - 65.5 - 78.2 - 91.6 - 104.5 - 116.8 - 128.9 - 141.0 - 152.4 - 164.7 (39.2-35.8)	10-12	550.0	1.0	10-12	240	1.0	6-10	390	4.0	6-12	250	2.0
200402010611	芝	右	1200	晴	良	15:30	函館スプリントS	G3	2004-7-4	1	函館	6	3歳以上オープン	(混)(特指)(別定)	14	440	2	14	170	2	10	830	8	3.0	330	5.0	5-7	2430	11	14=>10	10690	35	3-10-14	22540	58			3(1,2)14(5,4)9(6,13,11,16)10(8,7)=15 12	(*3,1)(2,14)5(4,9)(11,16)(6,13,10)(8,7)=15 12	11.8 - 10.6 - 11.3 - 11.8 - 11.5 - 12.4	11.8 - 22.4 - 33.7 - 45.5 - 57.0 - 69.4 (33.7-35.7)	10-14	7230.0	21.0	10-14	1,800	20.0	3-14	810	8.0	3-10	4,260	36.0
