	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200404010710	芝	左	1800	曇	良	14:55	二王子特別 		2004-5-22	1	新潟	7	4歳以上500万下	(混)(別定)	2	230	1	2	120	1	3	120	2	8.0	160	3.0	1-2	380	1	2=>3	630	1	2-3-8	680	1			(*11,16)(5,13,14,15)(3,10)(2,4,12,9)(6,7,8) 1	(11,*16)(14,15)(5,13)(3,10,4)(2,12)(7,9)(6,8) 1	12.8 - 11.7 - 11.8 - 12.3 - 12.4 - 11.9 - 11.7 - 11.0 - 11.9	12.8 - 24.5 - 36.3 - 48.6 - 61.0 - 72.9 - 84.6 - 95.6 - 107.5 (36.3-34.6)	2-3	400.0	1.0	2-3	170	1.0	2-8	280	2.0	3-8	300	3.0
200404010711	芝	左	1400	曇	良	15:30	朝日岳特別 		2004-5-22	1	新潟	7	4歳以上1000万下	(ハンデ)	11	890	4	11	320	4	3	350	5	7.0	650	9.0	2-6	3670	14	11=>3	11330	40	3-7-11	42290	132			(*1,5)-(7,16)(3,13)(4,2,15)(8,14,11)(9,6,12)-10	1(7,5)(3,16)(4,13)(15,11)(2,14)(9,8,12)(6,10)	12.5 - 11.0 - 11.5 - 11.7 - 12.0 - 11.6 - 11.9	12.5 - 23.5 - 35.0 - 46.7 - 58.7 - 70.3 - 82.2 (35.0-35.5)	3-11	5000.0	18.0	3-11	1,640	17.0	7-11	3,110	37.0	3-7	2,990	34.0
200404010712	芝	左	1200	雨	良	16:10	長岡特別 		2004-5-22	1	新潟	7	4歳以上500万下	牝(別定)	16	3510	11	16	650	10	13	290	4	9.0	220	2.0	7-8	1220	6	16=>13	36540	92	9-13-16	32550	99			(*13,16)(1,10,2)(6,14)(7,8,15)(12,9)3,5-(4,11)	(*13,16)(1,2)(10,14)(6,7,15,9)8(3,12)5(4,11)	12.1 - 10.8 - 11.4 - 11.3 - 12.1 - 12.5	12.1 - 22.9 - 34.3 - 45.6 - 57.7 - 70.2 (34.3-35.9)	13-16	11870.0	38.0	13-16	5,970	55.0	9-16	4,590	48.0	9-13	970	7.0
200404010801	ダ	左	1200	晴	稍重	09:50	3歳未勝利		2004-5-23	1	新潟	8	3歳未勝利	牝[指](馬齢)	6	1650	7	6	650	8	7	260	5	11.0	260	4.0	4-4	4800	15	6=>7	10410	35	6-7-11	13470	39			(*3,4,11)-(2,7)(6,14,13)(12,9)(5,1,15)-8=10	(3,*11)-4,7,2(6,14)(12,9,13)1,5-(8,15)-10	12.3 - 10.7 - 11.5 - 12.3 - 12.7 - 13.4	12.3 - 23.0 - 34.5 - 46.8 - 59.5 - 72.9 (34.5-38.4)	6-7	4110.0	16.0	6-7	1,810	20.0	6-11	2,640	26.0	7-11	870	11.0
200404010802	ダ	左	1800	晴	稍重	10:15	3歳未勝利		2004-5-23	1	新潟	8	3歳未勝利	(混)[指](馬齢)	1	340	2	1	130	3	4	130	2	11.0	120	1.0	1-3	960	4	1=>4	2080	7	1-4-11	860	1	10-(8,11)(7,12)-13,6(3,4,9)(1,14)(2,5)	10=(8,11)-(7,12)-13(6,4,9)(3,14)1(2,5)	10=11(12,13)(7,4)(14,9)(8,3)(6,1)5,2	10-11,13(7,12,4,14)(3,9)1(8,6)5-2	12.5 - 10.7 - 11.8 - 13.0 - 12.8 - 13.5 - 13.9 - 13.1 - 13.0	12.5 - 23.2 - 35.0 - 48.0 - 60.8 - 74.3 - 88.2 - 101.3 - 114.3 (35.0-40.0)	1-4	850.0	3.0	1-4	340	3.0	1-11	300	2.0	4-11	270	1.0
200404010803	芝	左	1400	晴	稍重	10:45	3歳未勝利		2004-5-23	1	新潟	8	3歳未勝利	[指](馬齢)	2	1800	6	2	400	7	3	230	4	1.0	130	1.0	1-2	540	2	2=>3	10330	40	1-2-3	3680	7			7(1,16)(2,5,8)(6,15)(3,12)(9,11)(10,13,14)-4	(7,*16)1(2,5,8)(3,6,15)(9,12)(11,13,14)10-4	12.5 - 10.8 - 11.5 - 12.2 - 11.9 - 12.1 - 12.7	12.5 - 23.3 - 34.8 - 47.0 - 58.9 - 71.0 - 83.7 (34.8-36.7)	2-3	4830.0	18.0	2-3	1,560	17.0	1-2	790	6.0	1-3	430	3.0
200404010804	芝	直	1000	晴	稍重	11:15	3歳未勝利		2004-5-23	1	新潟	8	3歳未勝利	(混)[指](馬齢)	15	200	1	15	130	1	14	460	6	10.0	1,590	12.0	7-8	650	4	15=>14	1740	5	10-14-15	40290	103					12.0 - 10.3 - 10.5 - 10.9 - 12.0	12.0 - 22.3 - 32.8 - 43.7 - 55.7 (32.8-33.4)	14-15	1230.0	5.0	14-15	610	5.0	10-15	3,760	33.0	10-14	7,800	58.0
200404010805	芝	左	1800	晴	稍重	11:45	3歳未勝利		2004-5-23	1	新潟	8	3歳未勝利	(混)[指](馬齢)	12	250	1	12	110	1	13	180	5	9.0	130	2.0	7-8	530	2	12=>13	970	3	9-12-13	700	1			6(8,14)(12,13)(2,4,9)(5,10)(3,7)=1 11	(*6,14)(8,4,12,13)9(2,5,10)(3,7)=1 11	12.8 - 11.0 - 11.7 - 12.7 - 12.7 - 12.6 - 11.6 - 11.4 - 12.5	12.8 - 23.8 - 35.5 - 48.2 - 60.9 - 73.5 - 85.1 - 96.5 - 109.0 (35.5-35.5)	12-13	560.0	2.0	12-13	270	3.0	9-12	170	1.0	9-13	380	4.0
200404010806	ダ	左	1800	晴	稍重	12:35	4歳以上500万下		2004-5-23	1	新潟	8	4歳以上500万下	牝[指](別定)	4	260	1	4	120	1	8	140	2	6.0	360	7.0	3-5	310	1	4=>8	970	1	4-6-8	2480	6	(*15,5,8)2(6,14)-4(13,12)3(1,10)9(7,11)	(*15,5)(2,8)(6,14)(4,12)13-(3,1,10)-9(7,11)	12-(15,8)5(2,6,14)(13,4)(1,11)(9,10)-(3,7)	12,8-(15,14)(6,5,4)2(13,1,11)(9,10)7-3	12.8 - 11.0 - 12.7 - 13.4 - 12.8 - 12.5 - 13.1 - 12.8 - 12.3	12.8 - 23.8 - 36.5 - 49.9 - 62.7 - 75.2 - 88.3 - 101.1 - 113.4 (36.5-38.2)	4-8	550.0	1.0	4-8	260	1.0	4-6	770	9.0	6-8	1,070	13.0
200404010807	芝	左	1600	晴	良	13:05	4歳以上500万下		2004-5-23	1	新潟	8	4歳以上500万下	[指](別定)	8	340	1	8	130	1	16	320	6	15.0	190	2.0	4-8	710	2	8=>16	5750	21	8-15-16	6390	18			16=(5,13,9)14-15,8(4,12)(2,11)3(1,7)-10-6	16=(5,13,9)-14-15,8(4,12)1(2,11)7,3,10-6	12.6 - 11.0 - 11.3 - 11.8 - 11.9 - 11.8 - 11.7 - 12.7	12.6 - 23.6 - 34.9 - 46.7 - 58.6 - 70.4 - 82.1 - 94.8 (34.9-36.2)	8-16	3520.0	13.0	8-16	1,580	16.0	8-15	380	1.0	15-16	2,130	27.0
200404010808	ダ	左	1200	晴	稍重	13:35	4歳以上500万下		2004-5-23	1	新潟	8	4歳以上500万下	(混)[指](別定)	8	4870	10	8	720	10	9	330	8	4.0	140	1.0	5-5	23500	33	8=>9	41810	112	4-8-9	24650	87			2(4,5,9,13)(8,14,15)(3,11,12)10(7,6)1	(*2,5,9)(4,13)(8,14)(3,11,15)12(1,7,6,10)	12.4 - 10.7 - 11.4 - 12.3 - 12.6 - 13.0	12.4 - 23.1 - 34.5 - 46.8 - 59.4 - 72.4 (34.5-37.9)	8-9	19770.0	57.0	8-9	3,820	45.0	4-8	2,010	29.0	4-9	860	7.0
200404010809	芝	左	2000	曇	良	14:10	4歳以上500万下		2004-5-23	1	新潟	8	4歳以上500万下	[指](別定)	11	7180	13	11	1,610	13	6	380	7	1.0	370	6.0	3-6	2380	14	11=>6	62580	134	1-6-11	158580	289			6,8-(1,11)(4,7,9)-(3,2,10)(12,13,16)-(5,14) 15	(*6,8)-(1,11)(4,7)(3,9)(2,10,13)(12,16)-(5,14) 15	13.1 - 11.7 - 12.2 - 12.4 - 13.1 - 12.6 - 11.7 - 11.3 - 10.8 - 12.3	13.1 - 24.8 - 37.0 - 49.4 - 62.5 - 75.1 - 86.8 - 98.1 - 108.9 - 121.2 (37.0-34.4)	6-11	33990.0	70.0	6-11	9,260	71.0	1-11	10,210	78.0	1-6	2,930	26.0
200404010810	芝	左	1800	曇	良	14:45	ゆきつばき賞 		2004-5-23	1	新潟	8	3歳500万下	(混)(特指)(馬齢)	10	2660	8	10	660	8	4	350	6	5.0	290	5.0	4-8	7040	28	10=>4	20890	51	4-5-10	23220	63			4(1,5)2(3,6)8(7,10)-9	4(1,5)2(8,3,6)(7,10)-9	12.8 - 11.7 - 12.2 - 13.3 - 13.0 - 12.2 - 11.5 - 10.9 - 11.9	12.8 - 24.5 - 36.7 - 50.0 - 63.0 - 75.2 - 86.7 - 97.6 - 109.5 (36.7-34.3)	4-10	9850.0	27.0	4-10	2,050	25.0	5-10	2,070	26.0	4-5	1,090	16.0
200404010811	ダ	左	1200	曇	稍重	15:25	八海山特別 		2004-5-23	1	新潟	8	4歳以上1000万下	(混)[指](別定)	14	580	2	14	240	2	13	310	4	6.0	950	10.0	7-8	1460	5	14=>13	4690	15	6-13-14	23770	71			(*2,7)14(10,13)(3,6)(1,12)-(4,11)15,8,9 5	(*2,7,14)(10,13)-(3,6)(1,12)11,4-(8,15)-9 5	12.1 - 10.6 - 11.4 - 12.3 - 11.9 - 13.2	12.1 - 22.7 - 34.1 - 46.4 - 58.3 - 71.5 (34.1-37.4)	13-14	2510.0	7.0	13-14	850	9.0	6-14	3,140	35.0	6-13	3,540	39.0
200404010812	芝	左	2200	小雨	良	16:10	胎内川特別 		2004-5-23	1	新潟	8	4歳以上500万下	(混)[指](別定)	14	1340	8	14	380	7	12	310	4	10.0	430	8.0	6-7	2970	15	14=>12	13080	53	10-12-14	20090	75	7,14(3,8)13,11(9,15)(4,12)(6,10)(5,16)1-2	(*7,14)8(3,13)(15,11)(9,12,10)(6,16)(4,1)5,2	(7,*14)1(3,8,13)15(12,11)(16,2)(6,10)-4,9,5	(7,*14)1(3,8,13)12(15,11)(6,16,2)10-4-(9,5)	12.6 - 10.7 - 12.0 - 12.8 - 13.4 - 12.9 - 12.8 - 11.9 - 11.7 - 12.2 - 12.7	12.6 - 23.3 - 35.3 - 48.1 - 61.5 - 74.4 - 87.2 - 99.1 - 110.8 - 123.0 - 135.7 (35.3-36.6)	12-14	5900.0	25.0	12-14	1,990	27.0	10-14	2,390	32.0	10-12	1,980	26.0
200404020101	ダ	左	1200	雨	重	10:00	3歳未勝利		2004-7-17	2	新潟	1	3歳未勝利	[指](馬齢)	10	570	2	10	200	2	5	1,420	11	15.0	290	5.0	3-6	2230	10	10=>5	30560	68	5-10-15	49310	108			5(10,14)3,4,12(6,7)11,1,13(8,9)-15=2	5(10,14)-(3,4)12(6,7)11,1(8,9)13-15=2	12.2 - 10.4 - 11.1 - 12.5 - 12.9 - 13.5	12.2 - 22.6 - 33.7 - 46.2 - 59.1 - 72.6 (33.7-38.9)	5-10	17930.0	39.0	5-10	3,630	33.0	10-15	1,000	11.0	5-15	5,590	46.0
200404020102	芝	左	1600	雨	稍重	10:30	3歳未勝利		2004-7-17	2	新潟	1	3歳未勝利	牝[指](馬齢)	18	760	4	18	250	5	8	200	3	3.0	140	1.0	4-8	590	2	18=>8	5010	22	3-8-18	3320	6			1,18(6,7,16,15)(11,17)(5,14)(3,13,9)2(10,12)8,4	1,18,16(6,7,15)(11,17)(5,14)(3,9)13-(2,12)(10,8)-4	12.3 - 10.5 - 11.4 - 11.7 - 12.1 - 12.0 - 11.7 - 13.1	12.3 - 22.8 - 34.2 - 45.9 - 58.0 - 70.0 - 81.7 - 94.8 (34.2-36.8)	8-18	2330.0	11.0	8-18	900	11.0	3-18	760	8.0	3-8	470	2.0
200404020103	ダ	左	1800	雨	重	11:00	3歳未勝利		2004-7-17	2	新潟	1	3歳未勝利	[指](馬齢)	8	770	4	8	230	4	12	500	7	9.0	140	1.0	5-7	370	1	8=>12	16910	45	8-9-12	8160	22	13-(4,11)-(1,3,9)14(8,12)(2,10)5(6,15)-7	13-(4,11)-(3,9)1(8,14,12)-10,2,15,5,6-7	13(11,9)12,4,3(1,8,15)(10,14,6)5-2=7	13(11,9,12)-8(4,3,15)-(1,6)(10,14)5,2=7	12.8 - 11.6 - 12.6 - 13.0 - 12.9 - 13.4 - 13.1 - 13.1 - 13.4	12.8 - 24.4 - 37.0 - 50.0 - 62.9 - 76.3 - 89.4 - 102.5 - 115.9 (37.0-39.6)	8-12	9410.0	24.0	8-12	3,120	28.0	8-9	500	4.0	9-12	1,280	15.0
200404020104	障		2850	雨	稍重	11:30	障害3歳以上未勝利		2004-7-17	2	新潟	1	障害3歳以上未勝利	(混)(定量)	11	940	5	11	260	5	3	130	1	14.0	330	7.0	3-7	400	1	11=>3	3550	11	3-11-14	6240	20	(*2,11)-(3,14,12)-10,1(4,7)6-9-8,5 13	(2,*11)-3(14,12)-10(1,7)4-(9,6)-5,8 13	11,3,14,2-7-(12,10)-(1,4)-(9,6)=5=8 13	11,3,14-7,2,10-(1,12,4)(9,6)-5=8 13			3-11	1290.0	4.0	3-11	520	4.0	11-14	1,990	26.0	3-14	820	9.0
200404020105	芝	左	1400	雨	稍重	12:20	2歳新馬		2004-7-17	2	新潟	1	2歳新馬	[指](馬齢)	10	120	1	10	110	1	9	290	6	7.0	350	7.0	7-8	750	5	10=>9	1180	5	7-9-10	4090	16			(*5,7)(1,10,11)9,6,4-8,3 2	(*5,7)(1,10,11)-9-4(6,8)3 2	12.9 - 11.4 - 12.1 - 12.6 - 12.4 - 12.3 - 12.4	12.9 - 24.3 - 36.4 - 49.0 - 61.4 - 73.7 - 86.1 (36.4-37.1)	9-10	1110.0	4.0	9-10	480	4.0	7-10	570	7.0	7-9	1,880	22.0
200404020106	芝	左	1800	雨	重	12:50	3歳未勝利		2004-7-17	2	新潟	1	3歳未勝利	(混)[指](馬齢)	16	350	1	16	150	1	14	210	3	2.0	390	7.0	7-8	820	4	16=>14	3060	5	2-14-16	8200	21			13(4,8)(2,14,17)11(16,12)1(3,15,10,18)7(6,5,9)	13(4,8)(2,14,17)12(11,16)(1,10)15(3,7,18)9(6,5)	12.5 - 11.0 - 11.6 - 12.4 - 12.7 - 12.9 - 12.5 - 11.3 - 12.8	12.5 - 23.5 - 35.1 - 47.5 - 60.2 - 73.1 - 85.6 - 96.9 - 109.7 (35.1-36.6)	14-16	1600.0	3.0	14-16	610	3.0	2-16	1,030	9.0	2-14	1,440	16.0
200404020107	ダ	左	1200	雨	不良	13:20	3歳以上500万下		2004-7-17	2	新潟	1	3歳以上500万下	[指](別定)	4	380	1	4	160	1	12	550	7	7.0	580	8.0	3-7	2530	14	4=>12	6540	24	4-7-12	23810	78			11,12(7,13)(10,15)(4,8)1-6-5,3,2-14,9	(*11,12)-(7,13)15(4,8,10)1-6-(5,3)-2-14-9	12.0 - 10.4 - 11.0 - 12.1 - 12.1 - 13.5	12.0 - 22.4 - 33.4 - 45.5 - 57.6 - 71.1 (33.4-37.7)	4-12	4600.0	16.0	4-12	1,550	17.0	4-7	1,690	20.0	7-12	3,940	46.0
200404020108	ダ	左	1800	曇	不良	13:55	3歳以上500万下		2004-7-17	2	新潟	1	3歳以上500万下	[指](別定)	10	5130	12	10	990	13	6	170	1	7.0	220	2.0	4-6	1170	6	10=>6	24160	85	6-7-10	22880	84	14,10,6,8(5,9)(4,12,15)11,7-3,2,13,1	14(10,15)(6,8)(5,12,9)-(4,11)-7,3-2(1,13)	15-(14,10)(6,12,8)(4,11)(5,9,7)-3-2-1,13	15(14,10)-(6,12,8)(4,11,7)-5(9,3)-2,1-13	12.7 - 12.0 - 13.3 - 13.2 - 12.1 - 12.3 - 12.4 - 12.3 - 13.5	12.7 - 24.7 - 38.0 - 51.2 - 63.3 - 75.6 - 88.0 - 100.3 - 113.8 (38.0-38.2)	6-10	8240.0	35.0	6-10	3,430	47.0	7-10	5,320	60.0	6-7	520	2.0
200404020109	芝	直	1000	曇	重	14:30	閃光特別 		2004-7-17	2	新潟	1	3歳以上500万下	(混)[指](別定)	6	370	1	6	180	1	14	1,000	12	7.0	740	10.0	3-7	1510	6	6=>14	16900	64	6-7-14	94680	233					12.3 - 10.3 - 11.0 - 10.5 - 13.0	12.3 - 22.6 - 33.6 - 44.1 - 57.1 (33.6-34.5)	6-14	10370.0	35.0	6-14	3,140	37.0	6-7	1,990	23.0	7-14	15,950	93.0
200404020110	芝	左	1400	曇	重	15:05	飯豊特別 		2004-7-17	2	新潟	1	3歳以上1000万下	(混)(特指)(別定)	4	410	2	4	190	2	12	320	6	11.0	220	4.0	4-8	1160	4	4=>12	6370	30	4-11-12	7930	32			(3,*7)9(2,5,11)(1,4)-6,12,8,10	(*7,9)(3,2,5,11)4,1,12(6,10)8	12.2 - 10.4 - 11.1 - 11.4 - 12.0 - 11.6 - 12.3	12.2 - 22.6 - 33.7 - 45.1 - 57.1 - 68.7 - 81.0 (33.7-35.9)	4-12	4200.0	19.0	4-12	1,360	20.0	4-11	600	6.0	11-12	1,270	18.0
200404020111	芝	左	1800	曇	重	15:40	弥彦特別 		2004-7-17	2	新潟	1	3歳以上1000万下	(混)[指](別定)	1	490	2	1	190	2	6	180	1	3.0	330	8.0	1-5	1290	6	1=>6	2600	5	1-3-6	4590	17			12-6,11,1,9(3,10)8,2(5,7) 4	12,6(1,11)(3,9,10)8,5,2,7 4	12.5 - 10.8 - 11.4 - 12.4 - 12.8 - 11.9 - 11.2 - 11.0 - 12.4	12.5 - 23.3 - 34.7 - 47.1 - 59.9 - 71.8 - 83.0 - 94.0 - 106.4 (34.7-34.6)	1-6	1320.0	3.0	1-6	550	5.0	1-3	910	15.0	3-6	880	14.0
200404020112	芝	左	1600	曇	重	16:15	3歳以上500万下		2004-7-17	2	新潟	1	3歳以上500万下	牝(特指)(別定)	11	270	1	11	140	1	9	270	4	13.0	200	3.0	5-6	1630	7	11=>9	2660	7	9-11-13	3920	7			(*15,2)9,14,13(3,5)(6,7,17)-(10,11,12)1,8,16,4=18	2,15-9,14(5,13)(3,6,7,17)(11,12)10(1,16)8,4=18	12.1 - 10.8 - 11.3 - 11.6 - 12.1 - 11.7 - 11.6 - 12.9	12.1 - 22.9 - 34.2 - 45.8 - 57.9 - 69.6 - 81.2 - 94.1 (34.2-36.2)	9-11	1680.0	5.0	9-11	680	4.0	11-13	490	2.0	9-13	1,110	12.0
200404020201	芝	左	1400	曇	稍重	10:00	2歳未勝利		2004-7-18	2	新潟	2	2歳未勝利	(混)[指](馬齢)	2	170	1	2	120	1	3	300	4				2-3	1240	5	2=>3	1810	6	1-2-3	1340	5			(*1,2)-3,4 5	(*1,2)-3-4 5	12.2 - 10.6 - 12.0 - 12.7 - 11.8 - 11.7 - 12.1	12.2 - 22.8 - 34.8 - 47.5 - 59.3 - 71.0 - 83.1 (34.8-35.6)												
200404020202	ダ	左	1200	曇	重	10:30	3歳未勝利		2004-7-18	2	新潟	2	3歳未勝利	牝[指](馬齢)	2	180	1	2	110	1	14	440	8	10.0	130	2.0	2-8	840	3	2=>14	3750	13	2-10-14	3000	9			(*2,12)(9,14)11(10,13)15,8-6-4,7(5,1)-3	(*2,12)14,9,11,10(13,8,15)-6-4,1,5,7-3	12.1 - 11.0 - 11.5 - 12.7 - 12.4 - 13.2	12.1 - 23.1 - 34.6 - 47.3 - 59.7 - 72.9 (34.6-38.3)	2-14	2700.0	11.0	2-14	900	12.0	2-10	200	1.0	10-14	1,560	21.0
200404020203	芝	左	1200	晴	稍重	11:00	3歳未勝利		2004-7-18	2	新潟	2	3歳未勝利	(混)[指](馬齢)	7	3130	10	7	770	11	1	160	2	17.0	340	4.0	1-4	580	1	7=>1	15920	56	1-7-17	18510	59			7(9,13)1(2,17,16)(4,5,18)(3,11)(10,6,8)(12,14,15)	7(9,13)1(2,17,16)4(5,18)(3,11,8)(10,6,14,15)12	12.2 - 10.5 - 11.2 - 12.0 - 11.8 - 12.3	12.2 - 22.7 - 33.9 - 45.9 - 57.7 - 70.0 (33.9-36.1)	1-7	6230.0	23.0	1-7	1,820	17.0	7-17	4,050	48.0	1-17	660	4.0
200404020204	芝	左	2000	晴	稍重	11:30	3歳未勝利		2004-7-18	2	新潟	2	3歳未勝利	[指](馬齢)	18	1140	5	18	270	4	2	270	3	5.0	340	5.0	1-8	1640	7	18=>2	7790	24	2-5-18	9480	30	1(10,15)-2,18-7,9-5(4,6,16)-(8,17)(11,12,13)14,3	1,10,15-2-18(7,9)-5(4,6,16)-8-(17,13)(11,12)(3,14)	1(2,10,15)18(7,9)16,5-4-(6,8,13)-11-3(17,14)12	(*1,2)(18,10)(7,15,9)16,5(4,13)8,6,11-3,14,17,12	12.2 - 11.1 - 11.6 - 12.3 - 12.2 - 12.5 - 12.4 - 12.9 - 12.1 - 12.9	12.2 - 23.3 - 34.9 - 47.2 - 59.4 - 71.9 - 84.3 - 97.2 - 109.3 - 122.2 (34.9-37.9)	2-18	3330.0	12.0	2-18	1,080	12.0	5-18	1,420	15.0	2-5	1,170	13.0
200404020205	ダ	左	1200	晴	稍重	12:20	2歳新馬		2004-7-18	2	新潟	2	2歳新馬	(混)[指](馬齢)	7	140	1	7	100	1	3	240	6	5.0	130	2.0	3-7	1120	4	7=>3	1310	6	3-5-7	1440	5			(3,*7)8-5,6-1-(2,4)-9	7,3,8=(5,6)-1-(2,4)-9	12.8 - 11.3 - 11.5 - 12.2 - 12.9 - 13.8	12.8 - 24.1 - 35.6 - 47.8 - 60.7 - 74.5 (35.6-38.9)	3-7	1110.0	5.0	3-7	350	5.0	5-7	160	1.0	3-5	740	10.0
200404020206	芝	直	1000	晴	良	12:50	2歳新馬		2004-7-18	2	新潟	2	2歳新馬	(混)[指](馬齢)	1	440	3	1	160	3	10	120	2	4.0	120	1.0	1-8	1540	7	1=>10	3330	13	1-4-10	1170	1					12.7 - 10.7 - 10.5 - 11.6 - 12.5	12.7 - 23.4 - 33.9 - 45.5 - 58.0 (33.9-34.6)	1-10	1700.0	7.0	1-10	540	8.0	1-4	320	3.0	4-10	250	1.0
200404020207	ダ	左	1800	晴	稍重	13:20	3歳以上500万下		2004-7-18	2	新潟	2	3歳以上500万下	[指](別定)	8	280	2	8	150	2	2	200	3	12.0	380	6.0	2-5	920	4	8=>2	1450	5	2-8-12	5600	18	12-(1,8)10,11,6(5,15)4(9,14)2-3-7,13	12(1,8)-10(6,11)(5,4,15)(9,14)2,3-7,13	12(1,8)-(6,15)(14,2)11,5(10,9)4-(13,3,7)	12(1,8)-(6,15,2)(11,14)-(5,9)-(4,10,7)13,3	12.6 - 11.8 - 12.8 - 13.0 - 12.2 - 12.2 - 13.2 - 12.9 - 13.7	12.6 - 24.4 - 37.2 - 50.2 - 62.4 - 74.6 - 87.8 - 100.7 - 114.4 (37.2-39.8)	2-8	940.0	3.0	2-8	360	3.0	8-12	1,000	10.0	2-12	1,490	20.0
200404020208	ダ	左	1200	晴	稍重	13:50	3歳以上500万下		2004-7-18	2	新潟	2	3歳以上500万下	(混)[指](別定)	15	190	1	15	110	1	7	150	3	14.0	580	8.0	4-8	330	1	15=>7	560	1	7-14-15	4290	16			15,10(2,7)(4,14,13)(1,6)3,9,5,11(8,12)	15(10,7)(2,4,14,13)1(6,3)(5,9)-(8,12)11	11.9 - 10.6 - 11.6 - 12.2 - 12.1 - 12.8	11.9 - 22.5 - 34.1 - 46.3 - 58.4 - 71.2 (34.1-37.1)	7-15	420.0	2.0	7-15	210	2.0	14-15	1,200	16.0	7-14	2,190	22.0
200404020209	芝	左	1800	晴	良	14:25	尖閣湾特別 		2004-7-18	2	新潟	2	3歳以上500万下	(特指)(別定)	13	280	1	13	120	1	17	150	2	9.0	270	5.0	7-8	380	1	13=>17	1060	1	9-13-17	2100	3			(*14,17)-9(12,13,16)15(3,10)(4,5,11)(2,7)8(1,6)	(*14,17)-9,13(12,16)15(3,10)(4,5,11)(8,2,7)(1,6)	12.4 - 10.9 - 11.3 - 11.7 - 12.0 - 12.1 - 11.9 - 11.7 - 12.9	12.4 - 23.3 - 34.6 - 46.3 - 58.3 - 70.4 - 82.3 - 94.0 - 106.9 (34.6-36.5)	13-17	550.0	1.0	13-17	250	1.0	9-13	540	3.0	9-17	800	7.0
200404020210	ダ	左	1200	晴	稍重	15:00	岩室特別 		2004-7-18	2	新潟	2	3歳以上1000万下	(混)[指](ハンデ)	3	330	1	3	130	1	13	160	3	4.0	140	2.0	2-7	1160	3	3=>13	2220	4	3-4-13	1290	1			1,13(5,3,15,6)4,9,8(2,12)7(10,14)-11	1,13(5,3,15,4,6)9-8(2,12)7-(10,14)-11	11.8 - 10.5 - 11.2 - 12.3 - 11.8 - 13.0	11.8 - 22.3 - 33.5 - 45.8 - 57.6 - 70.6 (33.5-37.1)	3-13	1300.0	3.0	3-13	490	3.0	3-4	270	1.0	4-13	450	2.0
200404020211	芝	左	1400	晴	良	15:35	NSTオープン 		2004-7-18	2	新潟	2	3歳以上オープン	(混)(指)(別定)	9	770	4	9	300	4	12	320	6	2.0	310	5.0	6-7	790	3	9=>12	11500	54	2-9-12	13370	59			3(2,10,11)(14,9)(5,7,12)(1,4,8,13) 6	3(10,11)(2,9)14(5,7,12)13(1,4,8) 6	12.5 - 10.8 - 11.4 - 11.7 - 11.6 - 11.2 - 11.8	12.5 - 23.3 - 34.7 - 46.4 - 58.0 - 69.2 - 81.0 (34.7-34.6)	9-12	6100.0	29.0	9-12	1,990	30.0	2-9	1,600	25.0	2-12	1,160	19.0
200404020212	芝	左	2000	晴	良	16:15	3歳以上500万下		2004-7-18	2	新潟	2	3歳以上500万下	(混)[指](別定)	3	170	1	3	100	1	10	240	6	16.0	120	2.0	2-5	1570	5	3=>10	1870	5	3-10-16	1450	3			6,4,5(1,3)7,16(2,13)14(11,15)8(12,9)10	6,4,5(1,3,7)(16,13)14(2,15,8)(11,12)(10,9)	12.4 - 10.9 - 11.6 - 11.6 - 12.1 - 13.0 - 12.5 - 11.9 - 11.0 - 12.3	12.4 - 23.3 - 34.9 - 46.5 - 58.6 - 71.6 - 84.1 - 96.0 - 107.0 - 119.3 (34.9-35.2)	3-10	1510.0	5.0	3-10	460	4.0	3-16	150	1.0	10-16	760	9.0
200404020301	ダ	左	1800	晴	良	10:00	3歳未勝利		2004-7-24	2	新潟	3	3歳未勝利	牝[指](馬齢)	2	1110	4	2	230	4	10	130	1	6.0	1,150	11.0	2-6	880	4	2=>10	2980	10	2-6-10	19810	52	6(4,14)(8,11)10,2-7(1,9)(5,15)13,3 12	6(4,14)(2,8,10)11,1,7,5,9(3,15,13) 12	(*6,4)14,8(2,10,5)(3,1)(15,7)-9(11,13) 12	(*6,4,14)(8,5)(2,10)(3,1)-(15,7)13,9=11 12	12.8 - 11.3 - 12.8 - 13.4 - 13.6 - 13.3 - 13.2 - 12.8 - 13.5	12.8 - 24.1 - 36.9 - 50.3 - 63.9 - 77.2 - 90.4 - 103.2 - 116.7 (36.9-39.5)	2-10	1080.0	4.0	2-10	480	4.0	2-6	5,890	44.0	6-10	1,930	19.0
