	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200403010101	ダ	右	1700	晴	重	09:55	3歳未勝利		2004-4-3	1	福島	1	3歳未勝利	[指](馬齢)	3	270	2	3	130	2	2	130	1	8.0	210	4.0	2-3	460	2	2-3	450.0	2.0	2-3	190	2.0	3-8	580	8.0	2-8	510	6.0	3=>2	820	3	2-3-8	1610	5	3,8(2,7,9)(4,5,6)=1	3,8(2,7)9,5(4,6)=1	(*3,8)(2,7)-(5,9)(4,6)=1	3(2,8)7-(5,9)-4-6=1	7.1 - 11.7 - 11.9 - 12.4 - 12.6 - 12.1 - 12.3 - 12.4 - 13.3	7.1 - 18.8 - 30.7 - 43.1 - 55.7 - 67.8 - 80.1 - 92.5 - 105.8 (30.7-38.0)			
200403010102	ダ	右	1000	晴	重	10:25	3歳未勝利		2004-4-3	1	福島	1	3歳未勝利	(混)[指](馬齢)	6	290	2	6	130	4	1	120	1	8.0	130	2.0	1-5	440	1	1-6	510.0	2.0	1-6	200	2.0	6-8	340	5.0	1-8	190	1.0	6=>1	970	2	1-6-8	650	1			(*2,8)(4,12)6,1(5,10)-(3,7)-(9,11)	(*2,8,12)6,4,1-5(3,7,10)-(9,11)	12.4 - 10.5 - 11.6 - 12.1 - 12.5	12.4 - 22.9 - 34.5 - 46.6 - 59.1 (34.5-36.2)			
200403010103	ダ	右	1700	晴	重	10:55	3歳未勝利		2004-4-3	1	福島	1	3歳未勝利	[指](馬齢)	3	150	1	3	100	1	10	110	2	2.0	120	3.0	3-7	250	1	3-10	360.0	1.0	3-10	160	1.0	2-3	180	2.0	2-10	400	5.0	3=>10	510	1	2-3-10	540	1	10-3,11(1,4,8)(2,12)7(6,9)-5	10-3(1,11)(4,8)(2,7)(6,12)9-5	(*10,3)11-(2,4)(1,7,8)-5,6(9,12)	(*10,3)11-2,4,7=(1,8)(6,5)-9,12	7.0 - 11.2 - 11.8 - 12.9 - 12.9 - 12.5 - 12.3 - 12.3 - 12.7	7.0 - 18.2 - 30.0 - 42.9 - 55.8 - 68.3 - 80.6 - 92.9 - 105.6 (30.0-37.3)			
200403010104	芝	右	2000	晴	良	11:25	3歳未勝利		2004-4-3	1	福島	1	3歳未勝利	(混)[指](馬齢)	5	500	2	5	190	2	3	220	3	1.0	360	5.0	2-3	1440	5	3-5	1820.0	6.0	3-5	560	5.0	1-5	1,280	13.0	1-3	890	8.0	5=>3	4260	13	1-3-5	6180	19	12,10(1,3,6)14(4,11)(7,16)(2,5)-15(13,9)-8	12,10(1,6)3,14-11(5,7)4,16,2(13,15)9-8	12(1,10,3,6)(5,14)(11,7)16-15(2,9)(13,8)-4	(*12,3,5)1(16,11)(6,14,7)-10,15,9(2,13,8)=4	12.4 - 10.7 - 11.2 - 12.0 - 12.6 - 12.6 - 12.2 - 12.4 - 12.3 - 12.8	12.4 - 23.1 - 34.3 - 46.3 - 58.9 - 71.5 - 83.7 - 96.1 - 108.4 - 121.2 (34.3-37.5)			
200403010105	芝	右	1200	晴	良	11:55	3歳未勝利		2004-4-3	1	福島	1	3歳未勝利	牝[指](馬齢)	11	560	2	11	220	3	7	490	5	8.0	1,700	10.0	4-6	3120	10	7-11	3280.0	11.0	7-11	1,220	12.0	8-11	5,860	42.0	7-8	11,080	61.0	11=>7	6220	19	7-8-11	73960	133			(*7,10)11,13(8,14,16)(4,9)(6,5,15)-3-2,1=12	7,10,11,8,13(4,9,14)(6,5)(3,16)-1(2,15)=12	12.3 - 10.7 - 11.3 - 11.7 - 11.9 - 12.2	12.3 - 23.0 - 34.3 - 46.0 - 57.9 - 70.1 (34.3-35.8)			
200403010106	ダ	右	1000	晴	重	12:45	4歳以上500万下		2004-4-3	1	福島	1	4歳以上500万下	(混)[指](別定)	6	910	4	6	380	5	9	280	4	2.0	410	6.0	6-7	3670	16	6-9	3760.0	15.0	6-9	1,240	17.0	2-6	1,700	21.0	2-9	1,550	20.0	6=>9	8250	30	2-6-9	13210	46			(5,*6,11)-(1,4)3(2,9)-(7,10)8	(5,*6)11-(1,4,3)(2,9)-7,10-8	12.2 - 10.5 - 11.4 - 11.8 - 12.4	12.2 - 22.7 - 34.1 - 45.9 - 58.3 (34.1-35.6)			
200403010107	芝	右	1800	晴	良	13:15	4歳以上500万下		2004-4-3	1	福島	1	4歳以上500万下	牝[指](別定)	12	2070	5	12	480	6	4	250	4	2.0	160	3.0	2-6	5510	13	4-12	8270.0	21.0	4-12	2,280	22.0	2-12	1,350	14.0	2-4	610	6.0	12=>4	16400	42	2-4-12	9610	29	(*12,15)2(1,10,14)3,13,9(5,16)11,4(6,7)8	(*12,15)2(10,14)(1,3)13(5,9)16,11,4(6,7)-8	(*12,15)(10,14)(2,1,3,9,13,16)5(4,11)7,6,8	(*12,15)(2,1)(4,3,10,14)(9,16)(5,11)(6,8,13)7	12.5 - 11.1 - 12.5 - 12.6 - 12.9 - 12.2 - 11.8 - 11.6 - 12.2	12.5 - 23.6 - 36.1 - 48.7 - 61.6 - 73.8 - 85.6 - 97.2 - 109.4 (36.1-35.6)			
200403010108	芝	右	1200	曇	良	13:45	4歳以上500万下		2004-4-3	1	福島	1	4歳以上500万下	[指](別定)	5	16610	15	5	2,410	15	12	430	5	10.0	330	4.0	3-6	2740	11	5-12	44920.0	85.0	5-12	10,280	77.0	5-10	9,520	74.0	10-12	1,330	13.0	5=>12	154190	184	5-10-12	82950	211			2(3,8,9)(1,4,14)11(5,6,7,15,16)(12,10,13)	2(1,3)(5,4)(6,8,9,14)(12,15)11,10,7,13-16	12.4 - 10.8 - 11.1 - 11.6 - 11.6 - 12.1	12.4 - 23.2 - 34.3 - 45.9 - 57.5 - 69.6 (34.3-35.3)			
200403010109	ダ	右	1700	曇	重	14:20	4歳以上500万下		2004-4-3	1	福島	1	4歳以上500万下	[指](別定)	11	370	2	11	210	2	14	230	4	7.0	680	8.0	7-8	480	2	11-14	1380.0	5.0	11-14	560	5.0	7-11	1,680	16.0	7-14	2,650	23.0	11=>14	2280	7	7-11-14	10940	35	5-3,10(11,12)(7,14)(4,8)1,6,2,13,9	5,3(10,12)(11,14)(4,7)(2,8,1)6(9,13)	5(3,12)(14,1)(10,11,7)(2,4,6)(9,8,13)	(*5,12)(14,1)7,3(10,11)2,9,4(8,6,13)	6.9 - 10.7 - 11.2 - 12.9 - 13.1 - 12.5 - 12.7 - 12.5 - 12.8	6.9 - 17.6 - 28.8 - 41.7 - 54.8 - 67.3 - 80.0 - 92.5 - 105.3 (28.8-38.0)			
200403010110	芝	右	1200	曇	良	14:55	雪うさぎ賞 		2004-4-3	1	福島	1	3歳500万下	(混)(特指)(馬齢)	2	440	2	2	150	2	1	140	1	6.0	260	5.0	1-1	720	4	1-2	720.0	1.0	1-2	320	1.0	2-6	690	7.0	1-6	670	6.0	2=>1	1640	2	1-2-6	2790	4			16,7(1,12,15)(4,5)6(2,8)10(11,13)9(3,14)	16(7,12,15)(1,4)(2,6,5)(8,10)11,3(9,13,14)	12.0 - 10.6 - 10.9 - 11.6 - 11.7 - 12.4	12.0 - 22.6 - 33.5 - 45.1 - 56.8 - 69.2 (33.5-35.7)			
