	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200406010101	ダ	右	1800	曇	良	09:55	3歳未勝利		2004-1-5	1	中山	1	3歳未勝利	牝[指](馬齢)	16	410	2	16	180	2	13	630	8	2.0	220	3.0	7-8	2690	12	13-16	4720.0	17.0	13-16	1,610	17.0	2-16	680	5.0	2-13	2,270	27.0	16=>13	6700	23	2-13-16	11070	36	16(6,9)(7,11)(1,2,15)(8,10)-(3,5)13,4,14=12	16-(6,9)11(1,7,2,15)-(8,10)-(3,5,13)(4,14)=12	16,9(11,15)-2-6(1,7,13)(8,5)-14(10,4)(3,12)	16-9,15(11,2)13-6-8(1,14)(4,7,5)(3,12)=10	12.5 - 12.0 - 13.4 - 13.4 - 13.4 - 13.1 - 13.4 - 13.4 - 13.6	12.5 - 24.5 - 37.9 - 51.3 - 64.7 - 77.8 - 91.2 - 104.6 - 118.2 (37.9-40.4)			
200406010102	ダ	右	1200	曇	良	10:20	3歳未勝利		2004-1-5	1	中山	1	3歳未勝利	[指](馬齢)	7	540	3	7	240	3	15	350	6	8.0	780	9.0	4-8	600	2	7-15	2160.0	11.0	7-15	1,180	16.0	7-8	2,630	30.0	8-15	3,860	35.0	7=>15	4620	21	7-8-15	22420	65			7(8,12)5,3(16,15)(9,10)6(1,11,14)(4,13)2	7(5,8,12)3,15(9,16)-10,6(1,4,11,14,13)-2	12.3 - 10.8 - 11.7 - 12.4 - 12.7 - 13.7	12.3 - 23.1 - 34.8 - 47.2 - 59.9 - 73.6 (34.8-38.8)			
200406010103	ダ	右	1800	曇	良	10:50	3歳未勝利		2004-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	7	880	4	7	240	4	5	240	3	16.0	400	5.0	3-4	1850	8	5-7	2300.0	8.0	5-7	740	6.0	7-16	1,930	17.0	5-16	1,690	15.0	7=>5	5120	16	5-7-16	9990	32	16(7,14)2(5,6,15)1(8,12)-(9,13)(3,10)-4-11	16(7,14)(2,5)(1,12,6)15,8,13(9,10)(3,4)-11	(*16,7,14)(2,5)(12,6)(1,8)(15,4)(13,10,3)9-11	16,7(2,14,5)12,8(15,4)(13,10,6)(1,3)9,11	12.8 - 11.7 - 13.4 - 13.4 - 13.3 - 13.2 - 13.5 - 13.7 - 14.5	12.8 - 24.5 - 37.9 - 51.3 - 64.6 - 77.8 - 91.3 - 105.0 - 119.5 (37.9-41.7)			
200406010104	ダ	右	1200	曇	良	11:20	3歳未勝利		2004-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	7	280	1	7	140	1	10	5,190	16	9.0	190	3.0	4-5	880	2	7-10	45570.0	46.0	7-10	12,050	58.0	7-9	380	2.0	9-10	15,650	65.0	7=>10	48450	72	7-9-10	58800	94			(*4,7)(5,15)(12,13,14)-8-(9,16)(6,2,11,10)-3=1	(*4,7)-(5,15)(12,13,14)8-(6,9,16,10)(2,11)-3=1	12.1 - 10.9 - 11.6 - 12.4 - 12.6 - 13.5	12.1 - 23.0 - 34.6 - 47.0 - 59.6 - 73.1 (34.6-38.5)			
200406010105	ダ	右	1200	曇	良	11:50	3歳新馬		2004-1-5	1	中山	1	3歳新馬	(混)[指](馬齢)	5	150	1	5	100	1	9	190	3	4.0	210	4.0	5-8	610	2	5-9	810.0	2.0	5-9	360	2.0	4-5	460	5.0	4-9	1,060	13.0	5=>9	1000	3	4-5-9	2280	8			(*4,5)9,3=(2,1)6,7-10-8	(*4,5)9-3=2-1(10,6)7,8	12.2 - 10.7 - 11.3 - 12.2 - 12.8 - 13.7	12.2 - 22.9 - 34.2 - 46.4 - 59.2 - 72.9 (34.2-38.7)			
200406010106	芝	右	1600	曇	良	12:40	3歳新馬		2004-1-5	1	中山	1	3歳新馬	[指](馬齢)	9	710	3	9	230	3	2	480	6	3.0	660	9.0	2-6	3030	14	2-9	5680.0	23.0	2-9	1,490	18.0	3-9	1,850	23.0	2-3	2,510	31.0	9=>2	10530	39	2-3-9	25060	82		4(3,6,14)2(5,10,11)(1,12,13)-9(7,8)	4(3,14)(2,11)10(5,6)(1,12,13)-9(7,8)	(*4,14)(3,2,11)(10,9)(5,13)(1,6)12-7,8	12.5 - 11.6 - 12.0 - 12.4 - 12.6 - 11.6 - 11.9 - 12.4	12.5 - 24.1 - 36.1 - 48.5 - 61.1 - 72.7 - 84.6 - 97.0 (36.1-35.9)			
200406010107	ダ	右	1200	晴	良	13:10	4歳以上500万下		2004-1-5	1	中山	1	4歳以上500万下	(混)[指](別定)	7	150	1	7	100	1	11	160	3	3.0	150	2.0	4-6	490	2	7-11	530.0	2.0	7-11	260	2.0	3-7	200	1.0	3-11	580	7.0	7=>11	800	2	3-7-11	810	1			(*4,9,11,13,15)(3,7,10)5-(6,2,12,8)14,16,1	(*4,9,11)3(7,15,10)-5(6,13,8)12(1,2,14)16	12.1 - 10.8 - 11.4 - 12.3 - 12.7 - 13.1	12.1 - 22.9 - 34.3 - 46.6 - 59.3 - 72.4 (34.3-38.1)			
200406010108	ダ	右	1800	晴	良	13:40	4歳以上500万下		2004-1-5	1	中山	1	4歳以上500万下	[指](別定)	3	170	1	3	130	1	4	300	4	8.0	380	5.0	2-2	1370	6	3-4	1370.0	4.0	3-4	620	5.0	3-8	730	6.0	4-8	1,910	19.0	3=>4	1670	4	3-4-8	5880	18	(*9,8)(3,13)(1,5,7,16)(2,10,14)12-(6,4)-(15,11)	(*9,8)(3,13)(5,16)(1,7)(2,14)(10,12)(6,4)15-11	(*9,8,4)(3,13,16)-(1,5,14,12)(2,10)(6,15,7)=11	(*9,8,4)3-16,13(1,14)(2,12)15(5,10)6-7,11	12.9 - 12.0 - 13.3 - 13.4 - 13.0 - 12.8 - 12.4 - 12.8 - 12.9	12.9 - 24.9 - 38.2 - 51.6 - 64.6 - 77.4 - 89.8 - 102.6 - 115.5 (38.2-38.1)			
200406010109	芝	右	2000	晴	良	14:15	サクラローレルM 		2004-1-5	1	中山	1	4歳以上1000万下	(混)[指](別定)	11	430	3	11	120	2	4	120	3	7.0	100	1.0	4-7	750	3	4-11	870.0	3.0	4-11	290	3.0	7-11	200	2.0	4-7	200	1.0	11=>4	1810	8	4-7-11	580	1	13,2(10,11)(1,6,12)5(3,7)9-4,8	13,2(10,11)(6,12)(1,7)(9,5,3)4,8	13,2(10,11)(6,12,7)9(1,4,5)3,8	(13,*2)(11,7)(10,6,12)(4,9,5)-(1,3)-8	12.1 - 11.3 - 13.0 - 12.8 - 12.1 - 12.4 - 12.1 - 11.1 - 11.5 - 12.4	12.1 - 23.4 - 36.4 - 49.2 - 61.3 - 73.7 - 85.8 - 96.9 - 108.4 - 120.8 (36.4-35.0)			
200406010110	芝	右	1600	晴	良	14:50	ジュニアカップ 		2004-1-5	1	中山	1	3歳オープン	(混)(特指)(別定)	10	650	3	10	150	2	4	110	1	9.0	180	4.0	4-8	250	1	4-10	490.0	1.0	4-10	190	1.0	9-10	500	7.0	4-9	270	3.0	10=>4	1530	6	4-9-10	900	2		10(4,5,9)(6,7)(1,3,8)-2	10-(4,9)(5,6,7)(1,3,8)2	10(4,9)5(1,6,7)(3,8)-2	12.5 - 11.5 - 11.9 - 11.9 - 12.4 - 11.8 - 11.4 - 11.4	12.5 - 24.0 - 35.9 - 47.8 - 60.2 - 72.0 - 83.4 - 94.8 (35.9-34.6)			
200406010111	芝	右	2000	晴	良	15:25	日刊スポ賞中山金杯	G3	2004-1-5	1	中山	1	4歳以上オープン	(混)[指](ハンデ)	7	910	4	7	290	4	4	450	9	16.0	250	3.0	2-4	2980	17	4-7	4990.0	21.0	4-7	1,880	24.0	7-16	1,110	7.0	4-16	1,720	20.0	7=>4	8030	30	4-7-16	11780	35	11,12-13(6,9)15,7(4,16)-(3,5,14)-(1,10)-(2,8)	11,12-(13,9)6(7,15)-4,16(3,5,14)-1,10,8,2	(11,*12)9,13(6,15)-7(4,16)(3,5,14)-(1,10)(2,8)	(11,*12,9)(13,6,15)7(4,16)(3,5)14(1,10)(2,8)	12.5 - 11.6 - 12.5 - 12.1 - 11.9 - 11.7 - 11.7 - 11.4 - 11.7 - 12.1	12.5 - 24.1 - 36.6 - 48.7 - 60.6 - 72.3 - 84.0 - 95.4 - 107.1 - 119.2 (36.6-35.2)			
200406010112	ダ	右	1800	晴	良	16:00	4歳以上1000万下		2004-1-5	1	中山	1	4歳以上1000万下	(混)[指](別定)	2	220	1	2	130	1	8	290	4	4.0	350	6.0	1-4	1270	5	2-8	1370.0	3.0	2-8	480	3.0	2-4	620	5.0	4-8	1,760	21.0	2=>8	1890	5	2-4-8	4300	11	15-1(11,16)(2,10)(9,14,12)(3,5)6,7(4,8,13)	15-1-(11,16)(2,9,12,10)14,3,5(7,6)(4,8,13)	15,1(11,16,10)(2,12)-3(9,14)(8,6)(5,4)13-7	(*15,10)(2,1,11)(3,12)8-(16,4)(9,14)(5,6)13-7	12.7 - 12.1 - 12.7 - 12.7 - 12.9 - 12.5 - 12.8 - 13.0 - 13.6	12.7 - 24.8 - 37.5 - 50.2 - 63.1 - 75.6 - 88.4 - 101.4 - 115.0 (37.5-39.4)			
200406010201	ダ	右	1800	晴	良	09:50	3歳未勝利		2004-1-10	1	中山	2	3歳未勝利	(市)[指](馬齢)	2	510	2	2	140	2	7	110	1	10.0	380	7.0	1-4	330	1	2-7	450.0	1.0	2-7	180	1.0	2-10	860	11.0	7-10	470	4.0	2=>7	1200	3	2-7-10	1670	4	6(7,11)(2,12)4-10(9,13)(5,1,8,14,15)(3,16)	(*6,7,12)(2,11)-4-10(9,13)(1,8,14)(5,15)(3,16)	(*6,7)(2,12,10)(4,11,9)-(1,13)(3,8)-(5,16,14)15	(*6,7)10(2,9)-4(12,11)(1,13,3,8)-5,16-14-15	12.7 - 11.5 - 13.2 - 13.4 - 13.2 - 13.4 - 13.6 - 13.9 - 15.1	12.7 - 24.2 - 37.4 - 50.8 - 64.0 - 77.4 - 91.0 - 104.9 - 120.0 (37.4-42.6)			
200406010202	ダ	右	1200	晴	良	10:15	3歳未勝利		2004-1-10	1	中山	2	3歳未勝利	見習騎手(馬齢)	14	170	1	14	120	1	10	270	5	4.0	540	7.0	5-7	510	2	10-14	890.0	4.0	10-14	440	4.0	4-14	870	10.0	4-10	2,620	25.0	14=>10	1210	4	4-10-14	6620	21			10(8,9,14,16)(4,7)11-1(15,5)12(6,3)-2=13	10(8,14)(4,9)(11,7,16)-(1,5)-(15,12,3)6-2=13	12.1 - 10.7 - 11.8 - 12.8 - 13.3 - 14.0	12.1 - 22.8 - 34.6 - 47.4 - 60.7 - 74.7 (34.6-40.1)			
200406010203	ダ	右	1800	晴	良	10:40	3歳未勝利		2004-1-10	1	中山	2	3歳未勝利	(混)[指](馬齢)	11	110	1	11	110	1	16	370	6	2.0	4,260	16.0	6-8	440	3	11-16	930.0	4.0	11-16	490	5.0	2-11	4,890	35.0	2-16	38,990	100.0	11=>16	1080	4	2-11-16	49400	92	11(15,16)1,6(4,7,9)(8,14)3(13,12,5)2,10	11(15,16)1-(4,6)9,8(3,7,14)(13,5,10)(2,12)	11(15,16)-1(6,10)(4,8,9)(13,5)(3,14)2(7,12)	11(15,16)-1(4,10)13,6(2,8)(5,9)(3,14)(7,12)	12.8 - 12.2 - 12.9 - 13.2 - 13.2 - 13.2 - 13.3 - 13.4 - 14.3	12.8 - 25.0 - 37.9 - 51.1 - 64.3 - 77.5 - 90.8 - 104.2 - 118.5 (37.9-41.0)			
200406010204	ダ	右	1200	晴	良	11:10	4歳以上500万下		2004-1-10	1	中山	2	4歳以上500万下	[指](別定)	4	410	2	4	150	2	6	120	1	11.0	240	4.0	2-3	470	1	4-6	580.0	1.0	4-6	260	1.0	4-11	620	7.0	6-11	440	3.0	4=>6	1350	2	4-6-11	1470	2			(*13,14)(4,16)(3,6)11(2,12)10,8,9,7-5-1,15	(*13,14,4,16)(3,6,11)-(2,10)-(8,12)(9,7)(5,1)15	12.0 - 10.5 - 11.7 - 12.7 - 12.9 - 13.9	12.0 - 22.5 - 34.2 - 46.9 - 59.8 - 73.7 (34.2-39.5)			
200406010205	ダ	右	1800	晴	良	11:40	4歳以上500万下		2004-1-10	1	中山	2	4歳以上500万下	牝[指](別定)	4	350	1	4	130	1	16	180	4	2.0	140	2.0	2-8	390	1	4-16	770.0	2.0	4-16	300	2.0	2-4	270	1.0	2-16	430	4.0	4=>16	1260	3	2-4-16	910	1	1(8,15)16(4,10)12-(2,11)-(9,13)5(3,6)(7,14)	1,15(8,16)-(4,10,12)-(2,11)-(9,13)-5-(3,6)-7,14	1(15,16)(8,4)(2,11,12)(9,13,3)(10,7)(5,6)14	(1,*16,4)(8,15,2,11,12)(9,13)(5,3)7,6,14-10	12.6 - 11.8 - 12.7 - 12.9 - 12.8 - 13.3 - 13.3 - 13.5 - 13.9	12.6 - 24.4 - 37.1 - 50.0 - 62.8 - 76.1 - 89.4 - 102.9 - 116.8 (37.1-40.7)			
