rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		ジャーネジャーネ	牝5	54.0		坂口裕一	1:59.8		4-4-4-3	40.5	16.9	7	490	4		小林俊彦		欠畑圭一	45.0
2	8	10		シンボリタピット	牡9	56.0		岩本怜	1:59.8	ハナ	2-2-2-1	40.8	5.6	3	492	0		佐々木由		谷謙介	15.8
3	1	1		サージェントバッジ	セ9	56.0		山本聡哉	2:00.3	3.0	5-5-5-4	40.8	2.7	1	510	3		佐藤雅彦		大塚亮一	9.0
4	2	2		ドリームセンス	牡10	56.0		鈴木祐	2:00.5	1.0	1-1-1-1	41.6	28.7	9	502	-8		工藤裕孝		小橋亮太	4.5
5	7	8		ロードアルバータ	セ7	56.0		南郷家全	2:00.7	1.0	7-7-6-7	41.0	12.6	5	452	4		櫻田浩樹		由利一郎	2.3
6	4	4		トーセンバラライカ	牡5	56.0		山本政聡	2:00.9	1.1/4	9-9-10-9	40.0	11.4	4	434	-3		小西重征		紙谷洋一	
7	8	9		コウギョウネルソン	牡6	56.0		高橋悠里	2:01.1	1.0	8-8-7-4	41.2	3.2	2	426	4		小林義明		高橋樹	
8	6	6		ブライティアフジ	牝4	54.0		高松亮	2:02.0	6.0	10-10-9-8	41.2	15.9	6	479	0		晴山厚司		小林昌志	
9	7	7		ペイシャルフェ	牝5	54.0		阿部英俊	2:02.0	クビ	3-3-3-6	42.8	38.9	10	451	3		佐々木由		谷謙介	
10	3	3		モンキーキック	牡7	56.0		菅原辰徳	2:02.2	3/4	5-5-8-10	42.5	19.4	8	487	-1		飯田弘道		大黒富美子	
