日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/21	晴	1	10	5	5	13.0	5	2	54.0	不	0:51.8	0.1	6-6	0.0-36.8	35.5	水沢	202236032101	C2	movie.html?race_id=202236032101	05462	大坪慎	ダ	850	453	-4	10.5
2022/03/12	晴	1	11	8	11	6.4	3	6	54.0	稍	1:26.6	1.2	8-9-9-8	0.0-40.6	39.8	水沢	202236031201	C2七組	movie.html?race_id=202236031201	05560	小林凌	ダ	1300	457	-2	0.0
2021/12/31	小雪	6	10	2	2	33.7	7	3	54.0	不	1:34.0	1.3	3-4-3-3	0.0-39.7	40.5	水沢	202136123106	C1三組	movie.html?race_id=202136123106	05462	大坪慎	ダ	1400	459	0	7.0
2021/12/21		8	0	8	10				54.0							水沢	202136122108	C1五組	movie.html?race_id=202136122108	05462	大坪慎	ダ	1400	計不		0.0
2021/12/07	小雨	8	10	5	5	27.4	5	5	54.0	不	1:28.7	1.6	10-10-10-8	0.0-38.0	37.0	水沢	202136120708	C1六組	movie.html?race_id=202136120708	05462	大坪慎	ダ	1400	459	-10	1.8
2021/11/22	雨	8	12	6	8	199.3	11	6	54.0	重	1:16.6	2.6	12-11	0.0-38.0	38.1	盛岡	202135112208	ブルーアンバー賞	movie.html?race_id=202135112208	05462	大坪慎	ダ	1200	469	4	0.0
2021/10/25	晴	8	12	7	9	39.5	9	9	54.0	良	1:48.5	1.5	8-8-7-9	0.0-37.2	37.9	盛岡	202135102508	岩洞湖賞	movie.html?race_id=202135102508	05462	大坪慎	芝	1700	465	6	0.0
2021/10/12	曇	5	12	3	3	14.2	6	8	54.0	重	1:00.5	1.0	11-9	0.0-36.3	35.4	盛岡	202135101205	C1	movie.html?race_id=202135101205	05462	大坪慎	芝	1000	459	-7	0.0
2021/09/06	晴	5	10	5	5	18.1	6	7	54.0	良	1:38.6	1.3	10-10-10-8	0.0-37.4	36.6	盛岡	202135090605	B2	movie.html?race_id=202135090605	05560	小林凌	芝	1600	466	0	0.0
2021/08/16	曇	10	10	8	10	38.7	10	7	54.0	重	1:16.0	1.1	10-9	0.0-38.3	38.4	盛岡	202135081610	アレキサンドライト賞	movie.html?race_id=202135081610	05560	小林凌	ダ	1200	466	5	0.0
2021/08/01	小雨	10	12	8	12	69.8	10	12	54.0	良	1:31.9	3.1	6-7	0.0-39.9	42.3	盛岡	202135080110	メンケント賞	movie.html?race_id=202135080110	05571	菅原辰徳	ダ	1400	461	6	0.0
