waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018101251	アダムスマイリー			05171	岡部誠	a034e	後藤佑耶	449	-2
2	2	2017106078	モズジャイキリ			a03df	東川慎	05066	川嶋弘吉	429	0
3	3	2017104140	ネモフィラブルー			a027b	森島貴之	05076	伊藤強一	440	7
4	4	2016103396	ランタン			a0422	深澤杏花	05480	田口輝彦	467	-1
5	5	2018106223	モズレンリンレイ			05370	大畑雅章	05486	今津博之	457	0
6	6	2016106272	ストレイトスタイル			05557	加藤聡一	a034e	後藤佑耶	419	-3
7	7	2016103716	テミス			a0487	塚本征吾	05544	加藤幸保	438	-10
7	8	2015102356	キチロクアユノ			00410	向山牧	a034e	後藤佑耶	437	-2
8	9	2014100083	リンクスゼロ			a0032	加藤利征	05237	藤田正治	484	3
8	10	2015104808	アンジェロッティ			05521	藤原幹生	a0276	後藤正義	431	1
