waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019104857	レッドカロス	牡3	53.0	01184	原	01145	奥村武	512	-6
2	2	2019104243	ペイシャガルボ	牡3	56.0	01029	武士沢	00412	高橋裕	490	-2
2	3	2019101868	パーペチュイティ	牡3	56.0	00422	内田博	01150	池上	584	-4
3	4	2019103931	ホイットニー	牝3	54.0	01091	丹内	01108	矢野	464	-14
3	5	2019104811	シュヴァリエール	牡3	56.0	01170	横山武	01059	加藤征	470	2
4	6	2019106097	ダンディジャック	牡3	56.0	01075	田辺	01035	佐藤	478	-4
4	7	2019105986	オベリスク	牡3	54.0	01188	永野	01190	村田	474	-8
5	8	2019101341	ピアーステソーロ	牡3	55.0	01181	秋山稔	01169	加藤士	486	4
5	9	2019105829	グラフィティウォー	牡3	53.0	01183	小林脩	00405	小西	452	2
6	10	2019106030	ホウオウバリスタ	牡3	56.0	05386	戸崎圭	01167	稲垣	526	2
6	11	2019101092	レオプレシード	牡3	56.0	01161	菊沢	01171	小手川	506	-16
7	12	2019103158	セイウンガレオン	牡3	56.0	01085	松岡	01074	奥平	526	0
7	13	2019105764	スノーディザイア	牝3	54.0	01096	大野	01153	中舘	476	0
8	14	2019102850	イザトナレバ	牡3	53.0	01177	小林凌	01177	伊坂	484	0
8	15	2019102424	エクセレントマン	牡3	56.0	01179	菅原明	00405	小西	472	-4
