waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103562	ホウオウテーラー	牡3	56.0	01134	嶋田	01141	尾形	462	0
1	2	2018106899	マザーフェイヴァー	牝3	51.0	01188	永野	00423	上原	430	11
2	3	2018102713	ブリューナク	牡3	56.0	00641	柴田善	01012	大江原	438	2
2	4	2018106059	ニシノソメイノ	牝3	54.0	01075	田辺	01064	武藤	406	-8
3	5	2018105891	フォルティウス	牡3	56.0	00726	岩部	00428	石毛	494	0
3	6	2018103665	スイートナイト	牝3	54.0	01135	杉原	00408	田中清	446	0
4	7	2018110100	フリージアテソーロ	牝3	54.0	01162	木幡巧	01077	加藤和	458	-2
4	8	2018106240	キチロクレディス	牝3	52.0	01164	藤田菜	00435	藤原辰	426	-4
5	9	2018105219	ルージュセリーズ	牝3	53.0	01167	木幡育	01108	矢野	492	12
5	10	2018100574	タマモアンドロメダ	牡3	56.0	01169	武藤	01094	水野	498	2
6	11	2018101202	ニャンニャン	牝3	54.0	01117	丸田	00421	浅野	428	16
6	12	2018100299	フクノルッカ	牝3	54.0	05386	戸崎圭	01008	杉浦	450	10
7	13	2018102289	ネオトリニティー	牝3	54.0	00422	内田博	01171	小手川	430	6
7	14	2018102473	オープンワールド	牡3	55.0	01179	菅原明	01103	尾関	470	-8
8	15	2018106433	ネイリスト	牝3	54.0	01061	大庭	01134	高橋文	460	4
8	16	2018102462	スクリーニング	牝3	54.0	01158	野中	00405	小西	456	6
