waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103664	ブラックマーメイド			05559	藤田凌	05607	堀千亜樹	472	-1
2	2	2018103630	マリキンサックル			a021f	石川駿介	05729	高橋清顕	482	-7
3	3	2018101431	アサキ			05562	岡村健司	a0239	澤佳宏	448	-4
4	4	2018105980	グリントフラッター			05540	達城龍次	a0239	澤佳宏	475	1
5	5	2018102753	オルトスラッガー			00872	早田秀治	a01a6	柏木一夫	473	1
6	6	2018102244	パラリーガル			05583	吉井章	a0238	嶋田幸晴	407	-1
7	7	2018106137	ミールム			a0277	千田洋	05407	赤嶺本浩	451	1
7	8	2018101759	シタベッド			a02d7	西啓太	a027b	立花伸	473	0
8	9	2018101217	リコーリュウセイ			05420	真島大輔	05625	荒山勝徳	489	5
8	10	2018102517	ココロイキ			05380	矢野貴之	05746	佐野謙二	527	-2
